,Codigo,Descripcion,Fecha Compra,Fecha Venta,Inv Bodega,Inv Matriz,Inv Serena,Inv Industrial
255,00034968,VINILICO C/TOPEROL RED. 2 MT                                                                        ,,,S,,,
256,00035373,EMPAQ TAPA VALV NISSAN SUNNY SENTR V16 T/ROJA     ,20/03/2014,21/03/2022,,N,N,
257,00035413,EMPAQ TAPA VALV HYUN ACCENT DOHC M-LUNA           ,03/09/2014,31/08/2019,,N,N,
258,00035444,EMPAQ CARTER KIA PRIDE POP                        ,15/06/2016,11/07/2016,,N,N,
259,00035445,EMPAQ CULATA KIA FRONT PREGIO 2.7 KO GRAF         ,03/03/2022,03/05/2022,S,N,N,
260,00035446,EMPAQ CULATA KIA POP PRIDE ORIG                   ,01/07/2011,13/10/2016,,N,S,
261,00035449,EMPAQ TAPA VALV LUV D-MAX 3.0                     ,27/05/2011,,,,,
262,00035479,EMPAQ TAPA VALV HYUN ACCENT PRIME DIESEL          ,01/07/2011,05/12/2019,,N,N,
263,00035480,EMPAQ TAPA VALV HYUN H100 DIESEL                  ,05/06/2020,05/07/2022,,N,N,
264,00035486,EMPAQ MULT ADM LUV 1.6 1.8 G161Z G180Z G200Z      ,01/08/2012,22/03/2019,,N,N,
265,00035697,EMPAQ CULATA KIA RIO 1.5 ASBESTO                  ,27/05/2011,14/09/2016,,N,,
266,00035777,EMPAQ TAPA VALV NISSAN D21 Z20                    ,01/07/2011,23/08/2017,,N,N,
267,00035805,EMPAQ CULATA FIAT  1.40MM TARANTO                 ,15/03/2013,15/07/2013,,N,,
268,00035845,EMPAQ CULATA FIAT 600 0.8mm ITALIA                ,27/05/2011,02/06/2012,,,,
269,00035846,EMPAQ CULATA FIAT FIORI 1.7 2.40 DIESEL NACIONAL  ,29/02/2012,08/03/2014,,N,,
270,00035848,EMPAQ CULATA FIAT 147-FURA 850 CC ITALIA          ,04/09/2012,19/10/2016,,N,S,
271,00035925,EMPAQ CULATA KIA RIO 1.3 00/02                    ,28/03/2013,27/04/2017,,N,N,
272,00035994,EMP TAPA VALVULA KIA SEPHIA 1.5                   ,01/07/2011,10/04/2018,,N,N,
273,00036065,EMPAQ CULATA HYUN ACCENT 1.4 4GEE                 ,14/09/2022,19/02/2014,,N,,
274,00036156,EMPAQ CULATA NISSAN FD 42/46                      ,31/01/2012,02/02/2012,,N,,
275,00036261,JUEGO EMPAQ MOT S/CULATA FIAT STRADA/FIOR 1.7 DIES,01/07/2011,17/12/2019,,N,S,
276,00036263,EMPAQ TAPA VALV FIAT TIPO/PALIO 1.4/1.6 PUNTO     ,28/09/2015,04/04/2017,,N,N,
277,00036264,EMPAQ CARTER FIAT FIO 89/92 1.3 PALIO             ,15/12/2011,08/03/2018,,N,N,
278,00036281,EMPAQ CARTER FIAT FIO 1.7 DIESEL                  ,12/01/2012,29/05/2017,,,N,
279,00036378,EMPAQ CULATA LUV 1.6 4ZA1 PERU                    ,17/03/2015,19/06/2018,,N,N,
280,00036380,EMPAQ MULT ADM LUV 2.2                            ,01/07/2011,,,,N,
281,00036383,EMPAQ MULT ADM HYUN ACCENT PRIME                  ,01/07/2011,07/09/2016,,,N,
282,00036386,EMPAQ CULATA TOY 1C DIESEL                        ,02/02/2012,01/02/2021,,N,S,
283,00036389,EMPAQ CULATA NISSAN D22 TERRANO YD25              ,25/10/2018,23/10/2018,,N,N,
284,00036428,EMPAQ MULT ADM HYUN MIGHTY                        ,13/01/2014,06/03/2015,,N,N,
285,00036430,EMPAQ CARTER HYUN MIGHTY D4AL/AE                  ,01/07/2011,,,,N,
286,00036433,EMPAQ CARTER HYUN ELANTRA 96/99                   ,01/07/2011,,,,N,
287,00036435,EMPAQ MULT ADM HYUN TERRACAN/CARNIVAL 2.9         ,01/07/2011,,,,N,
288,00036547,EMPAQ CARTER FIAT 147/1050/1.3/FIOR 81/88         ,08/09/2015,07/09/2015,,N,N,
289,00036971,EMP TAPA VALV MIT MOTOR 4M40 T DELICA PAJERO      ,03/09/2019,05/09/2019,,N,N,
290,00036995,EMP CARTER KIA BESTA 2.2/MAZDA B2000 FE           ,,02/04/2019,,N,,
291,00037130,EMPAQ CULATA HYUN H100 2.4 DIESEL 1.55 MM         ,09/08/2011,04/05/2012,,,,
292,00037141,EMP CULATA PEUG 206                               ,28/03/2016,02/12/2017,,N,S,
293,00037380,EMP CULATA PEUG 306 1.6 /XR 206 1.6 SW/XT C1.6 8 V,26/07/2018,25/07/2018,,N,,
294,00037488,EMPAQ CULATA HYUN EXCEL 1.5                       ,29/09/2011,17/01/2012,,,,
295,00037546,EMPAQ TAPA VALV CHEV S10 APACHE                   ,,03/08/2019,,N,,
296,00037547,EMPAQ MULT ADM CHEV S10 APACHE                    ,,14/09/2011,,,,
297,00037548,EMPAQ CULATA CHEV S10 APACHE                      ,,14/09/2011,,,,
298,00037569,EMPAQ TAPA VALV MITS GALANT                       ,,15/09/2011,,,,
299,00037579,JUEGO EMPAQ MOT NISSAN D22 YD25 EMPAQ CUL 0.92    ,03/03/2018,15/03/2022,,N,S,
300,00037629,EMPAQ CULATA NISSAN V16 GA14 1.4                  ,24/10/2013,02/09/2014,,N,N,
301,00037667,EMPAQ CULATA HYUN SONATA 2.0 16VAL 2002/2005 TRAJE,29/09/2011,01/09/2020,,N,,
302,00037670,EMPAQ MULT ADM HY SONATA 92/95 L200 2.0/2.4       ,10/11/2014,24/06/2016,,N,,
303,00037674,EMPAQ TAPA VALV HYUN ACCENT PRIME 16VALV          ,29/09/2011,20/08/2021,,N,,
304,00037675,EMPAQ TAPA VALV HYUN ELANTRA 96/00                ,03/08/2016,03/08/2016,,,N,
305,00037701,EMPAQ CULATA KIA BESTA 2.2    2 MUESCAS           ,30/05/2012,14/12/2013,,N,,
306,00037824,EMPAQ CULATA HONDA ACCORD                         ,04/05/2012,04/05/2012,,N,N,
307,00037892,EMPAQUETADURA CULATA 1.00MM                       ,26/01/2019,25/03/2013,,N,S,
308,00037910,EMP CULATA TOY COROLLA 1.2 3K                     ,04/06/2014,31/07/2015,,N,,
309,00037922,EMPAQ CULATA KIA FRONTIER 3.0                     ,20/11/2018,18/11/2020,,N,N,
310,00038072,EMPAQ CARTER MITS GALANT/L200-300                 ,17/03/2021,18/03/2021,,N,N,
311,00038274,EMPAQ CARTER PEUG BOXER                           ,04/11/2011,21/01/2016,,N,,
312,00038314,EMPAQ CULATA NISSAN SD23 METAL USA                ,23/10/2015,04/01/2019,,N,N,
313,00038373,EMPAQ TAPA VALV SUZUKI FRONTE 550/800/MARUTI JP   ,13/03/2020,29/07/2020,,N,,
314,00038689,EMPAQUETADURA CUELLO CARTER SUZ GRAN MOVE         ,19/11/2011,19/11/2011,,N,,
315,00038695,EMPAQ CULATA TOY COROLLA 1.5 91/95                ,02/09/2020,03/09/2020,,N,N,
316,00038743,EMPAQ CULATA SUB LEGACY 1.8 EJ18 INY JP           ,22/10/2022,07/02/2023,,N,S,
317,00038744,EMPAQ MULT ADM SUBARU LEGACY TW                   ,19/07/2018,,,N,N,
318,00038749,EMPAQ CULATA HYUN EXCEL/MITS LANCER 1.3-1.5 TW    ,16/08/2018,02/05/2019,,N,N,
319,00038784,EMPAQ CULATA NISSAN D21/LD20 2MM                  ,10/02/2016,26/10/2021,,N,N,
320,00038829,EMP CULATA MAZDA B1600 626 1.6 79/82              ,07/01/2014,,,N,N,
321,00038832,EMPAQ CULATA METALICA KIA SEPHIA                  ,30/08/2013,21/11/2013,,N,N,
322,00039067,EMPAQ CULATA HONDA CIVIC 1.5-1.6 D16Y TOTO.       ,15/06/2018,05/07/2021,,N,N,
323,00039070,EMPAQ CULATA NISSAN QD32 JP                       ,05/02/2014,30/09/2016,,N,N,
324,00039121,EMPAQ CARTER PEUG PARTNER 1.8                     ,07/12/2011,16/12/2011,,N,,
325,00039130,EMPAQ CULATA HY ACCENT 1.3 96-99 VKR              ,09/12/2011,30/11/2013,,N,,
326,00039249,EMPAQ CULATA KIA RIO 03/06                        ,15/09/2016,30/12/2019,,N,N,
327,00039259,EMPAQ TAPA VALVULA NISSAN CD17                    ,14/12/2011,01/06/2015,,N,,
328,00039279,EMPAQ TAPA VALV SUB OUTBACK 2.5 EJ25D             ,06/09/2016,,,N,N,
329,00039288,EMPAQUETADURA TAPA VALVULA -NISSAN DIESEL         ,17/10/2018,17/10/2018,S,N,N,
330,00039439,EMP CULATA DERECHA CHEV/ISUZ LUV 3.2 97/06 TROOPER,21/01/2012,21/10/2022,,N,,
331,00039464,EMPAQ CUL NISSAN SENTRA/V16 T/CAM                 ,22/12/2011,11/05/2012,,,,
332,00039465,EMPAQ CUL KIA 35020 2.0MM                         ,22/12/2011,02/06/2012,,,,
333,00039466,EMPAQ CULATA FIAT 1.7 DIESEL                      ,29/02/2012,28/06/2017,,N,,
334,00039505,EMP CULATA RENAULT KANGOO 1.9 98/08 DIESEL        ,26/02/2016,21/03/2019,,N,N,
335,00039848,EMPAQ MULTIPLE ADM SUBARU OUTBACK                 ,10/01/2012,,,,N,
336,00039864,EMPAQ TAPA VALV RH SUBARU OUTBACK                 ,10/01/2012,,,,N,
337,00039865,EMPAQ TAPA VALV LH SUBARU OUTBACK                 ,06/09/2016,,,,N,
338,00039989,EMPAQ CUL FIAT BRAVO 1.6                          ,02/04/2013,03/04/2013,,N,,
339,00040053,EMPAQUETADURA TAPA VALV SUNNY 1.3-1.5/PULSAR JP   ,16/01/2012,15/09/2020,,N,,
340,00040146,EMPAQ CUL CRYSLER CARAVAN 2.4 USA                 ,19/01/2012,,,N,,
341,00040147,EMPAQ MULT ADM CRYSLER NEON 95/99 USA             ,19/01/2012,,,N,,
342,00040205,EMPAQ CULATA KIA BESTA 2.7 VN                     ,29/07/2014,29/03/2016,,N,,
343,00040355,EMPAQ CULATA TOY YARIS 99--> 1-2NZFE              ,28/02/2015,18/04/2016,,N,N,
344,00040498,EMPAQ CULATA  SUBARU LEONE 1.6                    ,21/02/2014,05/04/2016,,N,,
345,00040567,EMPAQ TAPA VALV CRYSLER CARAV/GALOPER II          ,01/02/2012,22/04/2015,,N,,
346,00040583,EMP CULATA KIA 2.2 CH                             ,16/09/2014,14/03/2016,,N,N,
347,00040584,EMP CULATA KIA 2.2 TW                             ,10/10/2020,16/10/2020,,N,N,
348,00040800,EMPAQ CULATA MADZA T3000 TW                       ,,03/08/2016,,N,,
349,00040867,EMPAQ CULATA HONDA CIVIC 1.3-1.5 JP               ,05/09/2019,06/09/2019,,N,N,
350,00040967,EMPAQ CULATA PEUGEOT 405 ELD P 405 ITALIA         ,16/02/2012,03/01/2017,,N,,
351,00041004,CULATA MOTOR C/GUIAS KIA BESTA                    ,08/08/2013,09/08/2013,,N,,
352,00041016,EMPAQ CULATA H100 BENC/SONATA 2.4 L200 2.4        ,01/04/2014,30/08/2014,,N,N,
353,00041083,EMPAQ CULATA TOY DYNA 3.0 B BU83 DIESEL TW        ,,14/08/2012,,,,
354,00041160,EMPAQ MULT ADM SUZ BALENO G16B                    ,18/07/2017,23/06/2022,,N,N,
355,00041309,EMP CULATA HONDA ACCORD 2.0 97/01                 ,20/01/2014,21/01/2014,,N,N,
356,00041374,EMPAQ CULATA VW GOLF A3                           ,01/03/2012,20/02/2019,,N,N,
357,00041375,EMPAQ TAPA VALV VW GOLF ALTA                      ,01/03/2012,,,,N,
358,00041420,EMPAQ CULATA LUV 2.3 4ZD1 JP                      ,01/10/2020,12/10/2021,,N,,
359,00041441,EMPAQ CULATA LADA SAMARA 2106                     ,11/04/2014,15/04/2014,,N,,
360,00041477,EMPAQ CULATA OPEL ASTRA 1.4/COMBO 1.4/CORSA 1.4   ,07/12/2019,22/08/2020,,N,,
361,00041553,EMPAQUETADURA CULATA TARANTO 1.86mm 2/ran.        ,06/03/2012,,,N,,
362,00041589,EMPAQUETADURA CULATA TOY DYNA                     ,08/03/2012,,,N,,
363,00041670,EMPAQ CULATA CORSA/COMBO 1.7 (1.4 MM.)            ,19/10/2015,25/06/2020,,N,N,
364,00041671,EMPAQ CULATA CORSA/COMBO 1.7 (1.5 MM )            ,06/08/2015,11/01/2016,,,N,
365,00041855,EMPAQ MULT ADMISION HONDA CIVIC 1.6/1.3           ,07/03/2018,08/03/2018,,N,N,
366,00041996,EMPAQUETADURA CULATA MET CARNIVAL 2.5             ,15/03/2016,17/03/2016,,,N,
367,00042000,EMPAQUETADURA CULATA TOY HYLUX 2.4 22R            ,11/06/2019,13/06/2019,,N,N,
368,00042002,EMPAQUETADURA CULATA TOY HYLUX 2.4 22RE           ,08/10/2020,19/10/2016,,N,,
369,00042006,EMPAQ CULATA KIA BESTA GRAND 3.0/FRONTIER 3.0     ,13/06/2022,31/08/2022,S,N,N,
370,00042125,EMPAQ CULATA KIA FRONTIER/PREGIO 3.0              ,31/05/2016,18/08/2016,,N,N,
371,00042127,EMPAQ MULT ADM KIA FRONTIER/PREGIO                ,23/03/2012,04/06/2012,,,N,
372,00042208,EMPAQ MULT ADM MAZDA 929                          ,26/03/2012,27/03/2012,,,N,
373,00042645,EMP CULATA DAEWOO RACER/HEAVEN SOHC 8V            ,20/12/2022,11/01/2019,,N,S,
374,00042885,EMPAQUETADURA DE CULATA HONDA ACCORD 1.6          ,21/04/2012,,,,S,
375,00042904,EMPAQ CARTER CHEV GEO/ SUZ FORZA/SWIFT 1000       ,11/01/2016,,,N,,
376,00042930,EMPAQ CULATA TOY YARIS 1.3 1.5 METAL              ,23/02/2022,27/07/2022,S,N,N,
377,00042945,EMPAQUETADURA CULATA NS D22 D25                   ,05/08/2013,17/12/2013,,,N,
378,00042964,EMP CULATA TOY TERCEL 93/99 S/DIST                ,25/04/2012,13/02/2013,,,N,
379,00043025,EMPAQ CULATA SIN ASBESTO ASIA TOPIC               ,04/05/2012,17/04/2013,,N,,
380,00043073,EMPAQ CARTER HYSONATA 2.0 88/98 L200 85/93        ,15/05/2012,07/02/2015,,N,,
381,00043118,EMPAQUETADURA CULATA GRUA HORQUILLA NISSAN        ,16/05/2012,14/10/2015,,N,,
382,00043187,EMPAQUETADURA CULATA ISUZU TROOPER 3.1            ,20/02/2014,,,,N,
383,00043208,EMP. CULATA NISSAN J-18                           ,30/05/2012,27/01/2015,,N,,
384,00043215,EMP. CULATA 4HF1 NEW 1999 1.45MM                  ,04/03/2013,27/11/2013,,N,,
385,00043233,EMP CARTER SUP K25-9006K HON/KIA                  ,31/05/2012,01/06/2012,,N,,
386,00043234,EMP CARTER INFERIOR K3500SL KIA                   ,31/05/2012,29/08/2012,,N,,
387,00044108,EMP CULATA ILLINOIS FIAT BRAVO 1.6                ,28/05/2019,28/05/2019,,N,,
388,00044252,EMPAQ CARTER SUBARU 600 CP2-2252/41160-1300       ,14/03/2014,15/01/2019,,N,N,
389,00044519,EMP CULATA SSANG ACTYON 2.0 DIESEL D20T           ,03/03/2017,17/03/2017,,N,S,
390,00044614,EMPAQ CULATA OPEL COM 1.7 03/00.                  ,14/06/2013,18/06/2013,,,N,
391,00044615,EMPAQ TAPA VALV OPEL COMBO 1.7 00/03              ,14/06/2013,,,,N,
392,00044662,EMPAQ CULATA ALMERA 1.6 96/99                     ,09/03/2015,29/06/2017,,N,N,
393,00044722,EMPAQ CULATA TOY DYNA 3.0 DIESEL 88/95            ,01/07/2013,04/08/2022,,N,N,
394,00044763,EMPAQ TAPA VALV OPEL COMBO DIESEL 97/02           ,05/07/2013,,,,N,
395,00044766,EMPAQ CULATA TOY DYNA 3.4 95/00                   ,05/07/2013,09/07/2013,,,N,
396,00047908,EMPQ DE CULATA TOY 2C METALICA                    ,22/04/2013,23/05/2013,,N,,
397,00047915,EMPAQUETADURA CULATA TY YARIS NCP12               ,02/05/2012,,,,N,
398,00047916,EMPAQ TAPA VALVULA TOY YARIS 1.3/1.5              ,28/09/2022,24/12/2022,,N,N,
399,00047923,EMPAQ TAPA VALV HYUN ELANTRA 92/94 1.6            ,03/05/2012,03/05/2012,,,,
400,00047946,EMPAQ CULATA KIA CERAT0 07/12 ELANTRA 07/13 SOUL/A,22/11/2016,18/07/2019,,N,N,
401,00047977,EMPAQUETADURA CULATA NS TERRANO 2.5               ,08/05/2012,21/11/2012,,,N,
402,00048007,EMPAQUETADURA TAPA VALVULA DAEWOO HEAVEN          ,08/05/2012,01/09/2016,,N,N,
403,00048082,EMPAQ TAPA VALV DAEWOO LANOS 1.5 98/03            ,27/04/2016,11/01/2017,,,N,
404,00048102,EMPAQUETADUTA CULATA 2.40MM FIAT FIORINO 1.7 DIESE,14/05/2012,16/05/2012,,,N,
405,00048291,EMPAQ TAPA VALVULA TOY TERCEL 94/95               ,28/05/2012,29/09/2020,,N,N,
406,00048367,EMP MULT ADM DAIH G20/G10/GIRO 1000/HIJET/A.TWNER ,23/07/2014,24/05/2018,,N,,
407,00048413,EMPAQUETADURA CULATA HY SONATA KIA MAGENTIS 2.0   ,08/06/2012,12/06/2012,,,N,
408,00048418,EMPAQ CULATA TOY HILUX 12R 1.6 73/83              ,28/01/2013,,,N,,
409,00048439,EMPAQUETADURA CULATA KIA K3500/K3600/K4000        ,11/06/2012,04/12/2013,,,N,
410,00048515,EMPAQ CARTER G20 G10                              ,16/06/2012,30/06/2017,,N,,
411,00048560,EMPAQ TAPA VALV HYUN H100/GALLOPER/MIT L200       ,10/09/2019,06/06/2022,,N,N,
412,00048659,EMPAQUETADURA CULATA TY COROLLA 03/08             ,27/06/2012,24/06/2022,,,S,
413,00048926,EMPAQ CULATA FIAT PALIO 1.3 EX-ELX                ,29/01/2018,12/08/2016,,N,,
414,00049036,EMPAQUETADURA CULATA HY SONATA                    ,31/07/2012,12/09/2019,,,N,
415,00049070,EMPAQ TAPA VALV NISSAN 620/720 J13- J15           ,17/04/2018,06/02/2015,,N,N,
416,00049222,EMPAQUETADURA TAPA VALVULA HON CIVIC 1.3/1.5      ,20/12/2022,06/11/2012,,N,N,
417,00049583,EMPAQ CARTER CORTO AVELLA                         ,05/03/2014,06/03/2014,,,N,
418,00049584,EMPAQ CARTER LARGO AVELLA                         ,06/09/2012,06/09/2012,,,,
419,00049775,EMPAQ CULATA D4DA-DB                              ,01/06/2017,13/09/2012,,N,S,
420,00050015,EMPAQUETADURA MULTIPLE ADM DAIH CHARMANT 1.4/1.6 T,14/05/2018,01/08/2018,,N,N,
421,00050026,EMPAQUETADURA CULATA TY COROLLA 1.8 DIESEL 82/89  ,27/09/2012,,,,S,
422,00050126,EMPAQUETADURA CULATA HY NEW ACCENT 1.5 CRDI 05/   ,22/08/2015,24/04/2015,,,S,
423,00050267,EMPAQ CULATA SUBARU FORESTER 2000 EJ202 99/02     ,25/04/2019,02/05/2019,,N,N,
424,00050323,EMPAQ CULATA TOY COROLLA 1.6 4AGE 85/88           ,21/09/2015,22/09/2015,,N,N,
425,00050478,EMPAQ CULATA HYU NEW ACCENT PRIME 1500 DIESEL 2006,10/09/2022,25/10/2022,,N,,
426,00050933,EMPAQUETADURA CULATA FIAT FIORINO 1.7 2MC         ,01/09/2014,17/12/2019,,,S,
427,00051009,EMPAQ CULATA HYUNDAI FURGON  DIESEL 96/2003       ,,29/10/2012,,N,,
428,00051244,EMPAQUETADURA CULATA FIAT TEMPRA 1.6              ,06/11/2012,22/08/2020,,,S,
429,00051297,EMPAQUETADURA TAPA VALVULA  ECLAIR                ,07/07/2016,,,N,N,
430,00051413,EMPAQ MULTIPLE ADM TOY TERCEL 3E                  ,28/05/2020,05/09/2020,,N,N,
431,00051518,EMPAQUETADURA CULATA NS TERRANO 3.0 03/06         ,15/11/2012,,,,S,
432,00051715,EMPAQ CARTER DAEW RACER/POINTER                   ,04/05/2017,23/09/2021,,N,N,
433,00052801,EMPAQUETADURA CULATA KIA FRONTE                   ,24/12/2012,02/09/2016,,,N,
434,00052829,EMPAQUETADURA CULATA PG PARTNER/BOXER/BRLINGO 1.9 ,02/08/2018,31/07/2018,,N,N,
435,00052968,EMPAQUETADURA MULTIPLE ADM VW GOLF 2.0            ,05/01/2013,,,,N,
436,00052969,EMPAQUETADURA MULTIPLE ADM VW SAVEIRO GOL         ,05/01/2013,04/08/2015,,N,N,
437,00053076,EMPAQUETADURA TAPA VALVULA NS D21 2.0/2.4         ,07/01/2013,02/12/2021,,N,N,
438,00053077,EMPAQUETADURA TAPA VALVULA NS 2.4                 ,14/02/2017,29/06/2016,,N,N,
439,00053088,EMPAQUETADURA CULATA TY HILUX 22RE 94/97          ,08/01/2013,22/02/2014,,,N,
440,00053377,EMPAQ CULATA CHV C1500 SILV/TAHOE4.3 V6           ,18/01/2013,10/10/2017,,N,N,
441,00053427,EMPAQ CULATA KIA SPORTAGE 2.0   03/04             ,30/06/2018,07/01/2019,,N,N,
442,00053746,EMPAQUETADURA CULATA TY HILUX 2.5/RUNNER 2.5      ,08/02/2013,16/08/2018,,,N,
443,00053813,EMPAQ CULATA CHEV SPARK DAEW TICO/MATIZ/DAM       ,19/01/2016,05/03/2018,,N,N,
444,00053814,EMPAQ CULATA FIAT PALIO/SIENNA/BRAVO/A 1.6        ,13/02/2013,,,,S,
445,00053986,EMPAQUETADURA CULATA U11                          ,22/02/2013,23/02/2013,,N,,
446,00054099,EMPAQ CULATA TOY 1.05 HILUX KUN25/35              ,18/08/2014,23/12/2016,,N,N,
447,00054174,EMPAQ CULATA HYUNDAI PONY                         ,06/03/2013,07/03/2013,,,N,
448,00054531,EMPAQUETADURA CUL BERLINGO C4/P                   ,22/03/2013,28/03/2013,,N,S,
449,00054559,EMPAQ CULATA HYUNDAI ESTELAR 1.6                  ,26/03/2013,28/03/2013,,N,N,
450,00054564,EMPAQ CULA MIT CANTER 3.5 89/00                   ,26/03/2013,27/03/2013,,,N,
451,00054917,EMPAQ CULATA HY EXCEL 1.3 85/ LANCER 1.3 84/91    ,,08/10/2019,,N,S,
452,00054927,EMPAQ.CULATA MITS.4D68 CHARIOT 2.0 92/98          ,,09/02/2017,,N,,
453,00054931,EMPAQ CULATA MITSUBISHI 1.8 4D65 85/              ,,,,,,
454,00054940,EMPAQ CULATA A.PRIME 1.5 G4EC 00/03 GETZ 1.4      ,,12/05/2016,,N,,
455,00055156,EMPAQ CULATA  0.95 mm HY PORTER D4CB 11/ SORENTO D,,09/08/2019,,N,,
456,00055161,EMPAQ CULATA HY MIGHTY 3.3 90/07                  ,,14/06/2014,,N,,
457,00055541,EMPAQUETADURA TAPA VALVULA HON CIVIC              ,25/04/2019,25/04/2019,,N,S,
458,00055568,JGO EMPAQ MOTOR (CADENA)                          ,20/05/2013,24/05/2013,,,N,
459,00056312,EMP MOTOR OPEL 1.7 Y17DTL EMP CUL MET 16 VAL      ,28/07/2014,02/10/2013,,N,N,
460,00056607,EMPAQ.CULATA TOY 1.75 MM HILUX 3.0 1KZ            ,27/04/2017,24/05/2017,,N,N,
461,00056608,EMPQ. CARTER BERLINGO                             ,29/07/2022,19/08/2013,,N,,
462,00056611,EMP. CULATA CHEV LUV 2.3 86/99                    ,15/04/2014,14/08/2018,,N,,
463,00057150,EMPAQ CULATA HYU SANTAFE IZQ 00/05 V6 LH          ,17/09/2013,,,,N,
464,00057151,EMPAQ CULATA HYU SANTAFE/TUCSON RH 00/05 V6       ,17/09/2013,,,,N,
465,00057242,EMPAQ CULATA HY H100D CON Y SIN TURBO             ,,,,,,
466,00057432,EMPAQ CULATA RENAULT 19/19D ECLAIRE 3 M S/ASB     ,24/06/2015,23/01/2017,,N,,
467,00057746,EMPAQ MULT ADMISION TERRANO II 12V 93/04 MEX      ,18/11/2019,19/11/2019,,N,N,
468,00058036,EMP CULATA METALICA ACCENT PRIME 1500 4FA         ,26/12/2016,26/06/2021,,N,S,
469,00058109,GOMA PISO DIAMANTE 1 MT ROLLO 20MT                ,13/12/2022,03/02/2023,S,N,S,N
470,00058296,EMP CULATA MAZDA B2500 METALICA 2.5L DIESEL       ,27/11/2013,22/11/2013,,,N,
471,00058395,EMP CULATA SUBARU OTBACK 2500                     ,03/06/2022,07/06/2022,,N,S,
472,00058463,EMPAQ CULATA PEUG PART BOXER BERLINGO 1.9 DW6     ,29/11/2013,,,,N,
473,00058496,EMPAQ CULATA NS D22 YD25 TERRANO D22 1.25MM TOTO  ,24/02/2018,,,N,N,
474,00058666,EMPAQ DE CULATA DAEWOO NUBIRA 2.0 98/03           ,17/08/2018,17/08/2018,,N,N,
475,00058792,EMP TAPA VALVULA HONDA CIVIC 1.6 96/00            ,23/01/2018,28/04/2021,,N,N,
476,00058795,EMPAQ TAPA VALV HY H1/PORTER/FRONTIER/SORENTO 2.5 ,19/12/2013,20/07/2018,,N,N,
477,00058874,EMPAQ MULTIPLE ADMISION HY TERRACAN 2.9           ,30/12/2013,03/01/2014,,,N,
478,00058921,EMPAQ DE CULATA DAEWOO/CHEVROLET MONZA            ,22/07/2016,23/06/2017,,,N,
479,00058961,EMP CARTER CHEV CORSA GSI 16V AST/VEC /98 CARTER A,09/01/2014,14/02/2019,,N,,
480,00058984,EMPAQ CARTER SUZ SWIFT SJ413 SAMU 1.3             ,09/01/2014,05/09/2017,,N,,
481,00058985,EMPAQ CULATA SUZ ST90                             ,09/01/2014,09/06/2021,,N,,
482,00058986,EMPAQ MULTI ADM SUZ SWIFT SJ413 C/CARB            ,09/01/2014,28/09/2016,,N,N,
483,00058988,EMPA MULT ADM SUZ SWIFT SJ413 C/INYEC             ,09/01/2014,20/02/2014,,N,,
484,00058989,EMPAQ TAPA VAL SUZ CARRY 1.0 SK410                ,09/01/2014,12/04/2018,,N,,
485,00059028,EMPAQ CARTER TOY HILUX 22RE 93/97                 ,16/01/2014,23/11/2017,,N,,
486,00059036,EMPAQ CULATA K10 OHC NISS MARCH                   ,02/09/2014,01/07/2017,,N,N,
487,00059091,EMPAQ MULT ADM CHEV SPARK MATIZ 800               ,08/01/2014,11/12/2018,,N,,
488,00059118,EMPAQ CARTER NISS 720 J15-16-18                   ,08/01/2014,05/04/2018,,N,,
489,00059121,EMPAQ CULATA NISSAN PLATINA 1.6 04/K4M            ,08/01/2014,,,N,,
490,00059124,EMPAQ CULATA NISS D21 Z20 TW                      ,08/01/2014,22/07/2017,,N,,
491,00059125,EMPAQ CULATA NISS D21 Z24 83/89 TW                ,15/07/2014,08/08/2014,,N,S,
492,00059128,EMP CULATA NISS D22 3.0  ZD30 DDTI G1 JAP         ,03/03/2014,30/06/2015,,N,,
493,00059130,EMP CULATA NISS SENTRA II 1.8 QG18DE JAP          ,08/01/2014,,,N,S,
494,00059131,EMPAQ TAPA VALV NISS D22 ZD30 JAP                 ,08/01/2014,29/06/2016,,N,,
495,00059145,EMPAQ MULT ADM SUZ BALENO VITARA 1.6              ,08/01/2014,27/08/2022,,N,N,
496,00059177,EMPAQ TAPA VALV CHEV SPARK GT10                   ,16/01/2014,,,N,,
497,00059197,EMPAQ CULATA KIA TOPIC 2.7/CERES 2.4/K2400        ,17/03/2014,03/03/2016,,N,S,
498,00059204,EMP CULATA MAZ 323 1.6 BJ 16V 99-03 DOHC ZL       ,10/01/2014,30/05/2017,,N,,
499,00059205,EMPAQ CULATA MAZ 323 1.6 90/98 B6                 ,14/01/2014,16/01/2020,,N,S,
500,00059207,EMPAQ CULATA MAZ B2500 97/06 2.5 DIESEL           ,22/12/2015,08/02/2016,,N,,
501,00059214,EMPAQ MULT ADM MAZ 323 1.6 B6 90/93               ,10/01/2014,30/05/2017,,N,,
502,00059216,EMPAQ  MULT ADM MAZ 3231.6 99/ ZL-ZM              ,10/01/2014,04/12/2019,,N,,
503,00059218,EMPAQ TAPA VAL MAZ 323 1.6 B6 90/93               ,10/01/2014,08/07/2014,,N,,
504,00059224,EMP CULATA MIT DAKAR/KATANA 97/02 TURBO 1.5       ,13/01/2014,10/02/2014,,N,,
505,00059238,EMPAQ CARTER HYUN ELANTRA 1.5 EXCEL 1.5 91/95     ,13/01/2014,23/02/2018,,N,,
