,Codigo,Descripcion,Fecha Compra,Fecha Venta,Inv Bodega,Inv Matriz,Inv Serena,Inv Industrial
5800,00067427,ENRROLLADOR P/ACEITE # ECO-10(507202) SAMOA       ,,,,,,
5801,00067428,PISTOLA CONTROL ACEITE CONTADOR DIGITAL(365603)SAM,10/12/2018,11/12/2018,,N,N,
5802,00067429,ENROLLADOR P/GRASA #ECG-10 (507300) SAMOA         ,,,,,,
5803,00067430,ROTULA TRIPLE GRASA # RTG-1414 (414300) SAMOA     ,,,,,,
5804,00067431,ADAPTADOR ROSCA # AD-26 TAPA TAMBOR (410000)SAMOA ,,,,,,
5805,00067432,TAPA BIDON DE GRASA #TD-610 (418006)SAMOA         ,,,,,,
5806,00067433,PLATO SEGUIDOR P/BIDON 185 KPS-180 (417004) SAMOA ,,,,,,
5807,00067434,JO PARA TALLER (TSG5932B) BIG-RED                 ,,,,,,
5808,00067435,BANCO TRABAJO P�RA TALLER (TSG5932B) BIG RED      ,,,,,,
5809,00067438,COOREA DISTR. ORIGINAL MITS.11450190R             ,30/01/2015,30/01/2015,,N,,
5810,00067439,TENSOR ORIGINAL MITS 1145A079CR                   ,30/01/2015,30/01/2015,,N,,
5811,00067441,TENSOR ORIGINAL MAZDA WE0112700                   ,17/03/2015,17/03/2015,,N,,
5812,00067443,INYECTOR ISUZU NPR 75P                            ,,27/03/2015,,N,,
5813,00067452,REFRIG. MOBIL DELVAC ELC 33% (TAMBOR)             ,,,,,,
5814,00067453,RETEN 45 * 85 * 10                                ,,,,,,
5815,00067455,PERNO RUEDA TRACTOR 18*1.5*48*20 ESTRIA PACOL 004 ,10/02/2020,10/02/2020,,N,,
5816,00067456,TUERCA DE RUEDA 18 X 1.5 X 29 TURUE 326           ,,,,,,
5817,00067458,TIRA DE CONDUIT 1/2 X 3 MTS                       ,,31/01/2015,,N,,
5818,00067474,PATENTE FL-FP-55                                  ,,31/01/2015,,N,,
5819,00067495,ETIQUETADORA MOTEX 5500                           ,30/09/2021,,S,N,N,
5820,00067496,CARPETA ANOTADOR DOBLE S/CLASS RHEIN              ,13/04/2021,16/04/2015,S,N,,
5821,00067513,TAMBOR AD BLU 200L ADQUIM SPA                     ,16/02/2015,20/02/2015,,N,,
5822,00067515,PERNO HEX MM 20 X 100 P2.5   10.9                 ,27/08/2015,04/02/2015,,N,,
5823,00067525,EQUIPO SOLDAR-MIG FASTMIG-SINERGICA KEMPPI        ,,,,,,
5824,00067535,FUENTE DE PODER KMS 400 605400 KEMPPI             ,,,,,,
5825,00067536,PANEL SF 53 6085300W KEMPPI                       ,,,,,,
5826,00067537,ALIMENTADOR MXF 65 6152100EL KEMPPI               ,,,,,,
5827,00067538,PIST. MIG TREGASKISS 500A CONE KEMPPI             ,,,,,,
5828,00067539,REGULADOR AR/CO2 MOD. 825-50 L                    ,,,,,,
5829,00067541,PLANCHA FIERRO  1.5MMX1.0X3.0 MTS                 ,14/03/2017,14/03/2017,,N,,
