,Codigo,Descripcion,Grupo,Fecha Compra,Fecha Venta,Inv Bodega,Inv Matriz,Inv Serena,Inv Industrial
2358,00007545,SONDA VIBRADORA PENDULARES 25 M/M                 ,ROTACION ,,,,,,
2359,00007546,SONDA VIBRADORA PENDULARES 35 M/M                 ,ROTACION ,,,,,,
2360,00007551,CABLE KNORTAFLEX 35X7 14MM                        ,ROTACION ,,,,,,
2361,00007558,GRASA YPF 62EP TAMBOR 181 KG                      ,ROTACION ,,,,,,
2362,00007566,DADO IMPAC LARGO 3/4 41 MM                        ,ROTACION ,,,,N,,
2363,00007577,TERMINAL COBRE 6.35 6AWG                          ,ROTACION ,,,,,,
2364,00007578,ORILLADORA  ER 2600L MAKITA                       ,ROTACION ,,,,,,
2365,00007579,DESMALEZADORA EM 3400U  MAKITA                    ,ROTACION ,,,,,,
2366,00007580,"CINCEL NEUMATICO 1"" SIOUX                         ",ROTACION ,,,,,,
2367,00007584,ESCALERA TIJERA ALUM.3.66 MT 12 PELD.AMARILLO INCO,ROTACION ,,,,,,
2368,00007589,"TORNILLO MECANICO 8"" SMART TOOLS                  ",ROTACION ,,,,,,
2369,00007595,PLANCHA FIERRO 1000X2000X6MM                      ,ROTACION ,,,,,,
2370,00007603,ZINC ACANALADO 0.40X3 7.53K                       ,ROTACION ,,,,,,
2371,00007607,NEU 21896.00 MACIZO XTREME RES660 SOLEIDAL        ,ROTACION ,,,,,,
2372,00007608,CORREA VENT 7PK 1020                              ,ROTACION ,,,,,,
2373,00007609,CORREA AA L1445                                   ,ROTACION ,,,,,,
2374,00007610,FAROL TR DR STD   (ALT)                           ,ROTACION ,,,,,,
2375,00007612,CORDON 3 X 0.75                                   ,ROTACION ,,,,,,
2376,00007614,"DISCO SIERRA 10"" 100 DIENTES TRUPER               ",ROTACION ,,,,,,
2377,00007615,MOB GEAR 600 XP 320 19LT                          ,ROTACION ,,,,,,
2378,00007616,NEU 2196.00 MACIZO MAGNUNRE550 SOLEIDAL           ,ROTACION ,,,,,,
2379,00007617,NEU 21896.00 MACIZO RES330 SOLEIDAL (7116)        ,ROTACION ,,,,,,
2380,00007618,NEU 700 12.5.00 MACIZO XTREMERES660 SOLEIDAL (5341,ROTACION ,,,,,,
2381,00007619,NEU 700 12 5.00 MACIZO XPTRELLEBORG (9773)        ,ROTACION ,,,,,,
2382,00007620,NEU 700 12 5.00 MACIZO ST3000 STANDARD (9770)     ,ROTACION ,,,,,,
2383,00007621,NEU 700 12 5.00 MACIZO ST2000 STANDARD (10012)    ,ROTACION ,,,,,,
2384,00007622,"AUTOPERF.LATA Y MADERA 10X1 1/2 "" 100 UN MAMUT    ",ROTACION ,,,,,,
2385,00007624,NEU 20.5 R 25 E3 CB760 TL WESLAKE                 ,ROTACION ,,,,,,
2386,00007625,NEU 70012.5.00 MACIZO CONFORT RODACO (4058)       ,ROTACION ,,,,,,
2387,00007626,NEU 18 7 8 4 33 MACIZO MAGNUM RES550 SOLEIDAL (533,ROTACION ,,,,,,
2388,00007627,GEOTEXTIL 105 GR /MT2 ROLLO 25M X1MT              ,ROTACION ,,,,,,
2389,00007628,TUBO PVC -S-50MM X 3 MT GRIS VINILIT  539252      ,ROTACION ,,,,,,
2390,00007629,NEU 600 94.00 MACIZO XTREME RES660 (6092)         ,ROTACION ,,,,,,
2391,00007631,NEU 600 94 00 MACIZO ELITE XP TRELLEBORG (9771)   ,ROTACION ,,,,,,
2392,00007632,NEU 600 94 00 MACIZO ST3000 STANDARD (9768)       ,ROTACION ,,,,,,
2393,00007633,CAUTIN ELECTRICO 125W 122/2D                      ,ROTACION ,,,,,,
2394,00007634,NIPLE BRONCE HE/HE 3/8 X 3/8  GRIFESA 1 UN        ,ROTACION ,,,,,,
2395,00007635,REMACHE POP 3 2 X 18 MM  100 UN                   ,ROTACION ,,,,,,
2396,00007636,REMACHE POP 4 0 X 18 MM  100 UN MAMUT             ,ROTACION ,,,,,,
2397,00007642,2200NA MACHO SEG 2X10A C/T MAGIC                  ,ROTACION ,,,,,,
2398,00007643,2300NA MACHO SEG 2X16A C/T MAGIC                  ,ROTACION ,,,,,,
2399,00007647,PERNO HEX 1 X 11 GALV G2                          ,ROTACION ,,,,,,
2400,00007650,LLAVE IMPACTO TW004GD201 1/2 40V BAT 2.5          ,ROTACION ,,,,,,
2401,00007653,NEU 155 R 12C H188 8PR TL                         ,ROTACION ,,,,,,
2402,00007669,SOPORTE TUBO C/GOMA PVC 1/2-3/4 SS304             ,ROTACION ,,,,N,N,
2403,00007676,MULTIMETRO DIG. FLUKE  6000 CUENTAS 600V MOD.117  ,ROTACION ,,,,N,N,
2404,00007677,AMPERIMETRO TENAZA FLUKE MOD.323 400 .0 A 600V    ,ROTACION ,,,,N,N,
2405,00007679,CADENA N2 2/3GR                                   ,ROTACION ,,,,N,N,N
2406,00007680,T/ CADENA RH USK56                                ,ROTACION ,,,,N,N,N
2407,00007681,DESLIZADOR LH USK56                               ,ROTACION ,,,,N,N,
2408,00007682,T/ CADENA LH USK56                                ,ROTACION ,,,,N,N,
2409,00007685,TENSOR CADENA USK51                               ,ROTACION ,,,,,,
2410,00007686,DESLIZADOR LH USK56                               ,ROTACION ,,,,,,
2411,00007687,TENSOR CADENA USK56                               ,ROTACION ,,,,,,
2412,00007688,DESLIZADOR USK56                                  ,ROTACION ,,,,,,
2413,00007695,ALICATE SEGURO 7 INT RECTO KNIPEX                 ,ROTACION ,,,,,,
2414,00007696,ALICATE SEGURO 7 INT CURVO KNIPEX                 ,ROTACION ,,,,,,
2415,00007700,ALICATE SEGURO 7 EXT CURVO KNIPEX                 ,ROTACION ,,,,,,
2416,00007702,ALICATE SEGURO 7 EXT RECTO KNIPEX                 ,ROTACION ,,,,,,
2417,00007753,KIT BOMBA COMBUSTIBLE 550W 12 V                   ,ROTACION ,,,,,,
2418,00007755,TERMOMETRO DIGITAL FLUKE 931  RPM                 ,ROTACION ,,,,,,
2419,00007756,TACOMETRO DIGITAL FLUKE 931 ESP.  RPM             ,ROTACION ,,,,,,
2420,00007912,PERNO HEX G2 1x2.1/4 NC                           ,PERNO,,,,,,
2421,00007924,PERNO HEX G2 1x11 NC                              ,PERNO,,,,,,
2422,00007926,PERNO HEX G2 1.1/8x 3 NC                                                                            ,PERNO,,,,,,
2423,00007932,PERNO HEX G2 1.1/8x 6 NC                                                                            ,PERNO,,,,,,
2424,00007938,PERNO HEX G2 1.1/4x 3.1/2 NC                                                                        ,PERNO,,,,,,
2425,00007948,TERMOMETRO INFRARROJO FLUKE IP54 MOD.62 MAX       ,ROTACION ,,,,,,
2426,00007949,KIT CABLE DELUXE AUTOMOTIVE FLUKE 282             ,ROTACION ,,,,,,
2427,00007950,CERTIF.CALIBRACION C/ TRAZABILIDAD                ,ROTACION ,,,,,,
2428,00007951,CERT. CALIBRACION C/ TRAZABILIDAD 62 MAX          ,ROTACION ,,,,,,
2429,00007952,ESP 1-8 X810 GR2 NR                               ,ROTACION ,,,,,,
2430,00007953,ESP 3/4-10X270 GR2 NR                             ,ROTACION ,,,,,,
2431,00007954,CAMILLA P/MEC. 6 RUEDAS PLAST.BIG RED SP-06207    ,ROTACION ,,,,,,
2432,00007955,"CAMILLA P/MEC 40"" METAL 6 RUEDA  BIG RED 2526295  ",ROTACION ,,,,,,
2433,00007956,VOLANTE FLOTANTE NISSAN NAVARA SE                 ,ROTACION ,,,,,,
2434,00007957,VOLANTE FLOTANTRE NISSAN NAVARA SE                ,ROTACION ,,,,,,
2435,00007958,"PALA CABEZA PLASTICA M/MADER Y"" PAPLA-12 TRUPER   ",ROTACION ,,,,,,
2436,00007959,COLLARIN PLAST. 315 X 2 HOFFENS                   ,ROTACION ,,,,,,
2437,00007960,LLAVE ALLEN 6.0 MM P/BOLA TIPO T                  ,ROTACION ,,,,,,
2438,00007961,BOTA PVC V FLEX 942 PUNTA ACERO NEGRA T-42        ,ROTACION ,,,,,,
2439,00007964,ABRAZADERA TIPO CD1B 25MM EKOLINE                 ,ROTACION ,,,,,,
2440,00007966,ABRAZADERA RC 25 MM C/ PERNO Y TUERCA EKOLINE     ,ROTACION ,,,,,,
2441,00007967,ABRAZADERA RC 20 MM C/ PERNO Y TUERCA EKOLINE     ,ROTACION ,,,,,,
2442,00007969,SOLDADURA INOX 127 3/32  10 KG                    ,ROTACION ,,,,,,
2443,00007970,M3 RIPIO ARENA FINA                               ,ROTACION ,,,,,,
2444,00007971,FLETE CERRO PACHON                                ,ROTACION ,,,,,,
2445,00007983, 8M3  GRAVILLA                                    ,ROTACION ,,,,,,
2446,00007997,BATERIA 12V 200 AH CURTISS  CT12 2000             ,ROTACION ,,,,,,
2447,00007998,NEU 225/70 R15C TOURADOR A/T                      ,ROTACION ,,,,,,
2448,00007999,TOPEX PEGA 25 KG  3307379                         ,ROTACION ,,,,,,
2449,00008000,MORTERO DE PEGA  25 KG                            ,ROTACION ,,,,,,
2450,00008001,PINTURA SPRAY NEGRO BRILLANTE 340 GR RUST-OLEUM   ,ROTACION ,,,,,,
2451,00008002,GRAVILLA 25 KG GENERICO   3385302                 ,ROTACION ,,,,,,
2452,00008003,CANALETA PVC BLANCA 4 MTS                         ,ROTACION ,,,,,,
2453,00008004,CANALETA PVC BLANCO 4 MT GENERICO                 ,ROTACION ,,,,,,
2454,00008005,"LIMA PLANA 6"" 2 CORTE                             ",ROTACION ,,,,,,
2455,00008006,COMBINACION LAVAPLATOS CROMADA FAS CC7-10000      ,ROTACION ,,,,,,
2456,00008007,"DESMONTADORA NEUM. 12 - 24"" 220V 1.5 HP LC885A    ",ROTACION ,,,,,,
2457,00008008,UNION AMERICANA PVC PRES 50MM                     ,ROTACION ,,,,,,
2458,00008009,BARRA FIERRO A-630 12MM X 6 MTS                   ,ROTACION ,,,,,,
2459,00008010,LAMPARA IMAN USB MILWAUKEE 2112-21                ,ROTACION ,,,,,,
2460,00008011,"CURVA 45� A-234 SCH 40  1 1/2""                    ",ROTACION ,,,,,,
2461,00008012,"CURVA 90� A- 234 SCH 40  1 1/2""                   ",ROTACION ,,,,,,
2462,00008013,"FLANGE A-105 CL 150 1 1/2 "" CIEGO  NORMA ANSI     ",ROTACION ,,,,,,
2463,00008014,ADHESIVO NO MAS CLAVOS 100 GRS                    ,ROTACION ,,,,,,
2464,00008016,DESCANSO PIES ERGONOMICO EUREKA                   ,ROTACION ,,,,,,
2465,00008018,PROYECTOR DE AREA LED EKOLED C/SENSOR 50W LUZ FRIA,ROTACION ,,,,,,
2466,00008026,"RODILLO CHIPORRO 9"" 23 CMS                        ",ROTACION ,,,,,,
2467,00008027,AUTOPERF. GOL. NEOP 1/4 X 5 ZINC    1008014       ,ROTACION ,,,,,,
2468,00008028,HUINCHA MEDIR 100MT ESMALTADA SANJLON             ,ROTACION ,,,,,,
2469,00008037,PERFIL CUADRADO 40 X 3MM X 6 MTS                  ,ROTACION ,,,,,,
2470,00008038,PERFIL RECTANGULAR 40 X 30 X 2MM                  ,ROTACION ,,,,,,N
2471,00008045,ESTANQUE AGUA AUTOSOPORTANTE 15.140 LTS FOL-DA    ,ROTACION ,,,,,,
2472,00008059,PULIDORA ORBITAL 5�� DPO500Z  18V MAKITA          ,ROTACION ,,,,,,
2473,00008074,"TERMINAL PRES HE 90MM X 3""                        ",ROTACION ,,,,,,
2474,00008076,PERNO HEX  INOX 7/8 X 4 304                       ,ROTACION ,,,,,,
2475,00008077,"PERNO COCHE 1/4X1.1/4"" INOX 316                   ",ROTACION ,,,,N,,
2476,00008084,GRATA CIRCULAR ACERO OND 6 X 3  204524            ,ROTACION ,,,,,,
2477,00008085,"GRATA HISOPO GRATTOR 26MM/1""                      ",ROTACION ,,,,,,
2478,00008103,PLOMO DE BRONCE 12 OZ  SMART   6103650            ,ROTACION ,,,,,,
2479,00008104,"JGO. BROCAS A/R 1/16""-1/2""  29 PZAS. DORMER 640166",ROTACION ,,,,,,
2480,00008106,TECLE CADENA 1.5 TON X 3 MTS TIPO VITAL  2502975  ,ROTACION ,,,,,,
2481,00008109,FILTRO BALWIN PA 5326                             ,ROTACION ,,,,,,
2482,00008111,ESLINGA SINTETICA 4 CAPAS 50MM X 4 MT  62376      ,ROTACION ,,,,,,
2483,00008113,"GRILLETE LIRA TIPO G209 KINGLIFT 5/8"" 4898        ",ROTACION ,,,,,,
2484,00008114,ESCALERA FV 2.3 MTS C/PLATAFORMA                  ,ROTACION ,,,,,,
2485,00008121,LOCTITE SF-7900 PROTECTOR BOQUILLAS               ,ROTACION ,,,,,,
2486,00008654,PERNO HEX G8 NF 1/4x3.3/4                                                                           ,PERNO,,,,,,
2487,00008656,PERNO HEX G8 NF 1/4x4.1/2                                                                           ,PERNO,,,,,,
2488,00008657,PERNO HEX G8 NF 1/4x5                                                                               ,PERNO,,,,,,
2489,00008668,PERNO HEX G8 NF 5/16x5                                                                              ,PERNO,,,,,,
2490,00008687,PERNO HEX G8 NF 7/16x3.1/4                                                                          ,PERNO,,,,,,
2491,00008692,PERNO HEX G8 NF 7/16x5.1/2                                                                          ,PERNO,,,,,,
2492,00008710,PERNO HEX G8 NF 1/2x9                                                                               ,PERNO,,,,,,
2493,00008711,PERNO HEX G8 NF 1/2x10                                                                              ,PERNO,,,,,,
2494,00008713,PERNO HEX G8 NF 9/16x1.1/4                                                                          ,PERNO,,,,,,
2495,00008740,PERNO HEX G8 NF 5/8x9                                                                               ,PERNO,,,,,,
2496,00008741,PERNO HEX G8 NF 5/8x10                                                                              ,PERNO,,,,,,
2497,00008742,PERNO HEX G8 NF 5/8x11                                                                              ,PERNO,,,,,,
2498,00008750,PERNO HEX G8 NF 3/4x3.1/4                                                                           ,PERNO,,,,,,
2499,00008760,PERNO HEX G8 NF 3/4x12                                                                              ,PERNO,,,,,,
2500,00008761,PERNO HEX G8 NF 3/4x16                                                                              ,PERNO,,,,,,
2501,00008776,PERNO HEX G8 NF 7/8x14                                                                              ,PERNO,,,,,,
2502,00008779,PERNO HEX G8 NF 1x2.1/2 14H                       ,PERNO,,,,,,
2503,00008782,PERNO HEX G8 NF 1x3 12H                                                                             ,PERNO,,,,,,
2504,00008783,PERNO HEX G8 NF 1x3.1/2 14H                                                                         ,PERNO,,,,,,
2505,00008784,PERNO HEX G8 NF 1x3.1/2 12H                                                                         ,PERNO,,,,,,
2506,00008787,PERNO HEX G8 NF 1x4.1/2 14H                                                                         ,PERNO,,,,,,
2507,00008788,PERNO HEX G8 NF 1x4.1/2 12H                                                                         ,PERNO,,,,,,
2508,00008791,PERNO HEX G8 NF 1x5.1/2 14H                                                                         ,PERNO,,,,,,
2509,00008793,PERNO HEX G8 NF 1x6 14H                                                                             ,PERNO,,,,,,
2510,00008795,PERNO HEX G8 NF 1x7 14H                                                                             ,PERNO,,,,,,
2511,00008799,PERNO HEX G8 NF 1x9 14H                                                                             ,PERNO,,,,,,
2512,00008802,PERNO HEX G8 NF 1x10 12H                                                                            ,PERNO,,,,,,
2513,00008808,PERNO HEX G8 NF 1.1/8x8                                                                             ,PERNO,,,,,,
2514,00008809,PERNO HEX G8 NF 1.1/8x9                                                                             ,PERNO,,,,,,
2515,00008817,PERNO HEX G8 NF 1.1/4x9                                                                             ,PERNO,,,,,,
2516,00008818,PERNO HEX G8 NF 1.1/4x10                                                                            ,PERNO,,,,,,
2517,00008819,PERNO HEX G8 NF 1.1/2x3                                                                             ,PERNO,,,,,,
2518,00008820,PERNO HEX G8 NF 1.1/2x4                                                                             ,PERNO,,,,,,
2519,00008822,PERNO HEX G8 NF 1.1/2x6                                                                             ,PERNO,,,,,,
2520,00008824,PERNO HEX G8 NF 1.1/2x8                                                                             ,PERNO,,,,,,
2521,00008825,PERNO HEX G8 NF 1.1/2x9                                                                             ,PERNO,,,,,,
2522,00008826,PERNO HEX G8 NF 1.1/2x10                                                                            ,PERNO,,,,,,
2523,00008988,PERNO COCHE NC 7/16 X 1.1/4                                                                         ,PERNO,,,,,,
2524,00008994,PERNO COCHE NC 7/16 X 5                                                                             ,PERNO,,,,,N,
2525,00008995,PERNO COCHE NC 7/16 X 6                                                                             ,PERNO,,,,,,
2526,00009018,PERNO COCHE NC 1/2 X 7 BSW 12 HILO                                                                  ,PERNO,,,,,,
2527,00009152,PERNO PARKER NC 3/4x2.3/4                                                                           ,PERNO,,,,,,
2528,00009167,PERNO PARKER NC 7/8x5.1/2                                                                           ,PERNO,,,,,,
2529,00009169,PERNO PARKER NC 7/8x8                                                                               ,PERNO,,,,,,
2530,00009175,PERNO PARKER NC 1x5                                                                                 ,PERNO,,,,,,
2531,00009177,PERNO PARKER NC 1x6                                                                                 ,PERNO,,,,,,
2532,00009178,PERNO PARKER NC 1x7                                                                                 ,PERNO,,,,,,
2533,00009179,PERNO PARKER NC 1x8                                                                                 ,PERNO,,,,,,
2534,00009181,PERNO PARKER NC 1x10                                                                                ,PERNO,,,,,,
2535,00009184,PERNO PARKER NC 1.1/8x5                                                                             ,PERNO,,,,,,
2536,00009185,PERNO PARKER NC 1.1/8x6                                                                             ,PERNO,,,,,,
2537,00009186,PERNO PARKER NC 1.1/8x7                                                                             ,PERNO,,,,,,
2538,00009187,PERNO PARKER NC 1.1/8x8                                                                             ,PERNO,,,,,,
2539,00009188,PERNO PARKER NC 1.1/8x9                                                                             ,PERNO,,,,,,
2540,00009189,PERNO PARKER NC 1.1/8x10                                                                            ,PERNO,,,,,,
2541,00009190,PERNO PARKER NC 1.1/4x3                                                                             ,PERNO,,,,,,
2542,00009191,PERNO PARKER NC 1.1/4x4                                                                             ,PERNO,,,,,,
2543,00009192,PERNO PARKER NC 1.1/4x5                                                                             ,PERNO,,,,,,
2544,00009193,PERNO PARKER NC 1.1/4x6                                                                             ,PERNO,,,,,,
2545,00009194,PERNO PARKER NC 1.1/4x7                                                                             ,PERNO,,,,N,,
2546,00009195,PERNO PARKER NC 1.1/4x8                           ,PERNO,,,,,,
2547,00009196,PERNO PARKER NC 1.1/4x9                                                                             ,PERNO,,,,,,
2548,00009198,PERNO PARKER NC 1.1/2x4                                                                             ,PERNO,,,,,,
2549,00009199,PERNO PARKER NC 1.1/2x5                                                                             ,PERNO,,,,,,
2550,00009200,PERNO PARKER NC 1.1/2x6                                                                             ,PERNO,,,,,,
2551,00009201,PERNO PARKER NC 1.1/2x7                                                                             ,PERNO,,,,,,
2552,00009202,PERNO PARKER NC 1.1/2x8                                                                             ,PERNO,,,,,,
2553,00009203,PERNO PARKER NC 1.1/2x9                                                                             ,PERNO,,,,,,
2554,00009205,PERNO PARKER NF 3/16x1/2                                                                            ,PERNO,,,,N,,
2555,00009206,PERNO PARKER NF 3/16x5/8                                                                            ,PERNO,,,,,,
2556,00009211,PERNO PARKER NF 3/16x1.3/4                                                                          ,PERNO,,,,,,
2557,00009219,PERNO PARKER NF 1/4x1.3/4                                                                           ,PERNO,,,,,,
2558,00009222,PERNO PARKER NF 5/16x5/8                                                                            ,PERNO,,,,,,
2559,00009240,PERNO PARKER NF 7/16x1.3/4                                                                          ,PERNO,,,,,,
2560,00009247,PERNO PARKER NF 1/2x2.1/2                                                                           ,PERNO,,,,,,
2561,00009249,PERNO PARKER NF 5/8x1                                                                               ,PERNO,,,,,,
2562,00009251,PERNO PARKER NF 5/8x1.1/2                                                                           ,PERNO,,,,,,
2563,00009255,PERNO PARKER NF 5/8x3                                                                               ,PERNO,,,,,,
2564,00009258,PERNO PARKER CAB PLANA 1/4x5/8                                                                      ,PERNO,,,,,,
2565,00009263,PERNO PARKER CAB PLANA 1/4x1.3/4                                                                    ,PERNO,,,,,,
2566,00009271,PERNO PARKER CAB PLANA 5/16x1.3/4                                                                   ,PERNO,,,,,,
2567,00009278,PERNO PARKER CAB PLANA 3/8x1.3/4                                                                    ,PERNO,,,,,,
2568,00009282,PERNO PARKER CAB PLANA 7/16x3/4                                                                     ,PERNO,,,,,,N
2569,00009283,PERNO PARKER CAB PLANA 7/16x1                                                                       ,PERNO,,,,,,
2570,00009285,PERNO PARKER CAB PLANA 7/16x1.1/2                                                                   ,PERNO,,,,,,
2571,00009286,PERNO PARKER CAB PLANA 7/16x1.3/4                                                                   ,PERNO,,,,,,
2572,00009287,PERNO PARKER CAB PLANA 7/16x2                                                                       ,PERNO,,,,,,
2573,00009288,PERNO PARKER CAB PLANA 1/2x3/4                                                                      ,PERNO,,,,,,
2574,00009297,PERNO PARKER CAB PLANA 5/8x1                                                                        ,PERNO,,,,,,
2575,00009306,PERNO PARKER CAB PLANA 5/8x 4                                                                       ,PERNO,,,,,,
2576,00009316,PERNO PARKER INOX 1/4 X 1.3/4                                                                       ,PERNO,,,,N,,
2577,00009319,PERNO PARKER INOX 1/4 X 3                                                                           ,PERNO,,,,N,,
2578,00009320,PERNO PARKER INOX 1/4 X 3.1/2                                                                       ,PERNO,,,,N,,
2579,00009325,PERNO PARKER INOX 5/16 X 7/8                                                                        ,PERNO,,,,N,,
2580,00009329,PERNO PARKER INOX 5/16 X 1.3/4                                                                      ,PERNO,,,,N,,
2581,00009333,PERNO PARKER INOX 5/16 X 3.1/2                                                                      ,PERNO,,,,N,,
2582,00009334,PERNO PARKER INOX 5/16 X 4                                                                          ,PERNO,,,,N,,
2583,00009336,PERNO PARKER INOX 3/8 X 7/8                                                                         ,PERNO,,,,N,,
2584,00009344,PERNO PARKER INOX 3/8 X 3.1/2                                                                       ,PERNO,,,,N,,
2585,00009345,PERNO PARKER INOX 3/8 X 4                                                                           ,PERNO,,,,N,,
2586,00009354,PERNO PARKER INOX 1/2 X 4                                                                           ,PERNO,,,,N,,
2587,00009355,PERNO PARKER INOX 1/2 X 4.1/2                                                                       ,PERNO,,,,N,,
2588,00009356,PERNO PARKER INOX 5/8 X 1                                                                           ,PERNO,,,,N,,
2589,00009357,PERNO PARKER INOX 5/8 X 1.1/2                                                                       ,PERNO,,,,N,,
2590,00009359,PERNO PARKER INOX 5/8 X 2.1/2                                                                       ,PERNO,,,,N,,
2591,00009361,PERNO PARKER INOX 5/8 X 3.1/2                                                                       ,PERNO,,,,N,,
2592,00009456,PRISIONERO ALLEN INOX 3/16x1                                                                        ,PERNO,,,,N,,
2593,00009497,PERNO A-325 3/4 X 3.1/2                                                                             ,PERNO,,,,,,
2594,00009498,PERNO A-325 3/4 X 3.3/4                                                                             ,PERNO,,,,,,
2595,00009501,PERNO A-325 7/8 X 2                                                                                 ,PERNO,,,,,,
2596,00009504,PERNO A-325 7/8 X 2.3/4                                                                             ,PERNO,,,,,,
2597,00009506,PERNO A-325 7/8 X 3.1/4                                                                             ,PERNO,,,,,,
2598,00009508,PERNO A-325 7/8 X 4                                                                                 ,PERNO,,,,,,
2599,00009509,PERNO A-325 7/8 X 4.1/2                                                                             ,PERNO,,,,,,
2600,00009510,PERNO A-325 1 X 2.1/4                                                                               ,PERNO,,,,,,
2601,00009516,PERNO A-325 1 X 3.3/4                                                                               ,PERNO,,,,,,
2602,00009527,PERNO A325 GALV 5/8x2.1/4                                                                           ,PERNO,,,,,,
2603,00009529,PERNO A325 GALV 5/8x2.3/4                                                                           ,PERNO,,,,,,
2604,00009532,PERNO A325 GALV 3/4x1.3/4                                                                           ,PERNO,,,,,,
2605,00009534,PERNO A325 GALV 3/4x2.1/4                                                                           ,PERNO,,,,,,
2606,00009536,PERNO A325 GALV 3/4x2.3/4                                                                           ,PERNO,,,,,,
2607,00009538,PERNO GALV 3/4x4.1/2                              ,PERNO,,,,,,
2608,00009541,PERNO A325 GALV 7/8x2.3/4                                                                           ,PERNO,,,,,,
2609,00009542,PERNO GALV 7/8x3                                  ,PERNO,,,,,,
2610,00009544,PERNO A325 GALV 7/8x4                                                                               ,PERNO,,,,,,
2611,00009545,PERNO A325 GALV 7/8x4.1/2                                                                           ,PERNO,,,,,,
2612,00009548,PERNO A325 GALV 1x2.3/4                                                                             ,PERNO,,,,N,,
2613,00009984,SOLVENTE DIELECTRICO UNILEC 73  5LT               ,ROTACION ,,,,N,,
2614,00009985,INT. DTW1001RTJ MAKITA                            ,ROTACION ,,,,,N,
2615,00009986,PORTA CARBON DTW251 MAKITA                        ,ROTACION ,,,,N,N,
2616,00010035,PERNO HEX 10 X 35 P1.5 INOX                       ,ROTACION ,,,,N,N,
2617,00010151,PERNO HEX INOX 316 22x60 P-2.5                                                                      ,PERNO,,,,N,,
2618,00010366,PERNO PARKER CAB PLANA 4x14 P 0.70                                                                  ,PERNO,,,,,,
2619,00010368,PERNO PARKER CAB PLANA 4x18 P 0.70                                                                  ,PERNO,,,,,,
2620,00010372,PERNO PARKER CAB PLANA 5x8 P 0.80                                                                   ,PERNO,,,,,,
2621,00010377,PERNO PARKER CAB PLANA 5x18 P 0.80                                                                  ,PERNO,,,,,,
2622,00010409,PERNO PARKER CAB PLANA 10x35 P1.5                                                                   ,PERNO,,,,,,
2623,00010481,PRISIONERO ALLEN 3x20 P 0.50                                                                        ,PERNO,,,,,,
2624,00010606,PERNO COCINA INOX MM 4x6                          ,PERNO,,,,N,,
2625,00010607,PERNO COCINA INOX MM 4x10                         ,PERNO,,,,N,,
2626,00010757,C 1380 HK                                         ,FILTROS,,,,,,
2627,00010759,JUEGO ANCLAJE PATIN FRENO FH-143-K 1.1/4          ,ROTACION ,,,,,,
2628,00010866,PERNO COCHE CROMADO 1/4 X 1.1/4                                                                     ,PERNO,,,,,,
2629,00010868,PERNO COCHE CROMADO 1/4 X 2                       ,PERNO,,,,,,
2630,00010871,PERNO COCHE CROMADO 5/16 X 3/4                                                                      ,PERNO,,,,,,
2631,00010873,PERNO COCHE CROMADO 5/16 X 1.1/4                                                                    ,PERNO,,,,,,
2632,00010875,PERNO COCHE CROMADO 5/16 X 2                                                                        ,PERNO,,,,,,
2633,00010882,PERNO COCHE CROMADO 3/8 X 4                                                                         ,PERNO,,,,,,N
2634,00010883,PERNO COCHE CROMADO 3/8 X 4.1/2                                                                     ,PERNO,,,,,,
2635,00010884,PERNO COCHE CROMADO 7/16 X 1.1/2                                                                    ,PERNO,,,,,,
2636,00010885,PERNO COCHE CROMADO 7/16 X 2                                                                        ,PERNO,,,,,,
2637,00010886,PERNO COCHE CROMADO 7/16 X 2.1/2                                                                    ,PERNO,,,,,,
2638,00010887,PERNO COCHE CROMADO 7/16 X 3                                                                        ,PERNO,,,,,,
2639,00010888,PERNO COCHE CROMADO 1/2 X 1.1/4                                                                     ,PERNO,,,,,,
2640,00010891,PERNO COCHE CROMADO 1/2 X 2.1/2                                                                     ,PERNO,,,,,,
2641,00010892,PERNO COCHE CROMADO 1/2 X 3                                                                         ,PERNO,,,,,,
2642,00010893,PERNO COCHE CROMADO 1/2 X 3.1/2                                                                     ,PERNO,,,,,,
2643,00010897,PERNO HEX BRONCE 1/4x2                                                                              ,PERNO,,,,,,
2644,00010898,PERNO HEX BRONCE 1/4x2.1/2                                                                          ,PERNO,,,,,,
2645,00010899,PERNO HEX BRONCE 5/16x3/4                                                                           ,PERNO,,,,,,
2646,00010902,PERNO HEX BRONCE 5/16x2                                                                             ,PERNO,,,,,,
2647,00010903,PERNO HEX BRONCE 5/16x2.1/2                                                                         ,PERNO,,,,,,
2648,00010908,PERNO HEX BRONCE 3/8x2.1/2                                                                          ,PERNO,,,,,,
2649,00010909,PERNO HEX BRONCE 1/2x1                                                                              ,PERNO,,,,,,
2650,00010910,PERNO HEX BRONCE 1/2x1.1/4                                                                          ,PERNO,,,,,,
2651,00010912,PERNO HEX BRONCE 1/2x2                                                                              ,PERNO,,,,,,
2652,00010913,PERNO HEX BRONCE BSW 1/2x1                                                                          ,PERNO,,,,,,
2653,00010914,PERNO HEX BRONCE BSW 1/2x1.1/2                                                                      ,PERNO,,,,N,,N
2654,00010915,PERNO HEX BRONCE BSW 1/2x2                                                                          ,PERNO,,,,,,
