Codigo,Descripcion,Fecha Compra,Fecha Venta,Inv Bodega,Inv Matriz,Inv Serena,Inv Industrial
00000316,20W50 MOVIL DELVAC SUPER ROTO                     ,09/08/2016,20/11/2018,,N,N,
00000318,JGO. LLAVE CORONA C/ CHICHARRA 6-22 MM  50811     ,16/02/2023,20/02/2023,S,N,N,
00000320,LINTERNA DURACELL VOYAGER 2XAA                    ,,12/05/2021,S,N,N,
00000356,AMPOLLETA H21 24V                                 ,18/05/2021,04/01/2022,,S,N,
00000397,"CARRO PORTA HERRAMIENTAS 29"" 40X48X117            ",,25/05/2021,S,N,N,N
00000401,JGO DADOS ALLEN LARGOS 5-12MM                     ,,,,,,
00000402,"INFLADOR DOBLE 15"" S-506                          ",,,,,,
00000403,"TUBO NEGRO 5"" 3MM 6MT                             ",06/05/2021,05/05/2021,S,N,,
00000406,RODA. 6001 ZZ C3 ROLLWAY                          ,,,,,,
00000407,RODA U C 211 G-55 KOYO                            ,,,,,,
00000409,RODA UC 206 ROLLWAY C -76                         ,,,,,,
00000410,RODA UC 206 KOYO D-112                            ,,,,,,
00000421,RODA. UC 206 KML F-52                             ,,,,,,
00000422,ESCALA 2 PELDAÑO 90 KG TOLSEN 62680               ,11/06/2021,25/06/2021,S,N,,
00000433,LLAVE PASO SO 1/2 VASTAGO LARGO                   ,01/06/2022,06/06/2022,S,N,,
00000434,LAVAMANOS LOZA 48X56X45 CM CORONA                 ,,,S,N,N,N
00000435,PEDESTAL 63 CM CERAMICA CORONA                    ,,,,,,
00000440,LLAVE IMPACTO 3/8 DTW180RFE MAKITA                ,,,,,,
00000441,LLAVE IMPACTO 1/2 DTW190RFE MAKITA                ,,,,,,
00000442,DISCO DURO SSD 240GB SATA3 2.5 PN   26265         ,,,,,,
00000443,DISCO DURO 480GB SATA3 2.5 PN                     ,,,,,,
00000444,DISCO DURO EXT.1TB SSD ADATA 520MB                ,,,,,,
00000445,DISCO DURO EXT. 1 TB  WESTEM DIITAL               ,,,,,,
00000446,FILTRO AIRE N/P 16546  C-2735/4                   ,,,,,,
00000447,LLAVE IMPACTO CORONA 1.3/8 FORCE                  ,23/12/2021,24/12/2021,S,N,,
00000448,ESMALTE SINTETICO AMARILLO RAL 1003 GLN           ,20/05/2021,20/05/2021,S,N,,
00000449,ANTIFERRANTE BASE COBRE 31163 453GR               ,,,,,,
00000450,NEUM.245/70 R16 SL369 111S TL WESTLAKE            ,21/10/2022,10/05/2021,S,N,,
00000451,PERNO PARKER G8 3/4 X 2 1/2 NR                    ,,,,,,
00000452,JGO DADO ALLEN 6-19MM PROTO 1/2                   ,03/06/2021,15/06/2021,S,N,,
00000495,SEÑALETICA PROHIBIDO EL INGRESO 1MM 45X30 CM      ,09/06/2021,05/08/2021,S,N,N,
00000552,SEÑALETICA PROHIBIDO EL INGRESO 1MM 45X30CM       ,09/06/2021,10/06/2021,S,N,,
00000553,SEÑALETICA P.E.E 1 MM  75X50 CM                   ,09/06/2021,10/06/2021,S,N,,
00000554,POSTE CUADRADO 2.5 MT  40X40X2MM NEGRO            ,,,,N,,
00000555,MACETA PLAST ANTIRREBOTE 1.0LB SMART TOOLS        ,15/07/2021,08/03/2022,S,N,,
00000556,"FILTRO Y BRONCE 1""                                ",,,,N,,
00000557,"VALVULA PIE C/ FILTRO 1"" HI BRONCE                ",,,,N,,
00000558,"NIPLE BRONCE HI/HI 1/2"" 1U                        ",,,,N,,
00000560,"NIPLE BRONCE HE/HE 1"" X 1 "" - 1U                  ",,,,N,,
00000563,"VAINA TERMO.BIMETAL.10X100L 1/2"" INOX             ",,,,N,,
00000564,"VAINA TERMO.BIMETAL. 10X150L 1/2"" INOX.           ",,,,N,,
00000565,"VAINA TERMO.BIMETAL 10X200L 1/2"" INOX             ",,,,N,,
00000566,"VAINA TERMO.BIMETAL. 10X300L 1/2"" INOX            ",,,,N,,
00000567,RUEDA MEDIDORA 0-999MT C/BOTON STANLEY            ,,,,N,,
00000570,RECOGEDOR ACEITE USADO 70 LTS SAMOA               ,,,,N,,
00000571,RECOGEDOR ACEITE USADO 70 LT ACO                  ,02/11/2021,03/11/2021,S,N,N,
00000572,MALLA RASCHEL 80% 4.20MT BICOLOR                  ,11/05/2021,14/05/2021,S,,N,
00000573,RODAMIENTO 32028 B-157 ROLLWAY  COMPLETO          ,,,,N,N,
00000574,SPRAY BARNIZ PROT.AISLANTE ROJO 3M                ,03/06/2021,19/01/2023,S,N,N,N
00000575,SET 20 VARILLAS DE ALCANTARILLADO COMPLETA        ,20/05/2021,20/05/2021,S,N,,
00000576,ESMERIL ANGULAR INALAMBRICO MAKITA DGA456RTE      ,,,,N,,
00000577,ESMIRL ANGULAR INALAMBRICO MAKITA DGA458RTE       ,,,S,N,N,
00000579,"TRONZADORA MAKITA 14""  M 24016                    ",19/05/2021,18/05/2021,S,N,,
00000580,MICROONDA DIG. 20LT T-TH20S01 THOMAS              ,14/05/2021,12/05/2021,S,N,,
00000581,PERNO TENSIÓN 3/4 X  4 C/TUERCA Y GOLILLA         ,26/05/2021,26/05/2021,S,N,,
00000583,LIMPIA CONTACTO ELECT.250ML ROUTE                 ,,,,N,,
00000584,"CORDEL PLASTICO 6MM -1/4""                         ",,,,,,
00000585,LIMPIADOR MAGNAFLUX 300 GR                        ,,,,N,,
00000586,PENETRANTE MAGNAFLUX 300GR                        ,,,,N,,
00000587,REVELADOR MAGNAFLUX 300GR                         ,,,,N,,
00000589,RODAMIENTO 22212 W33C3 KML                        ,,,,N,,
00000591,RODAMIENTO 22309  W33C3 ROLLWAY B-151             ,,,,N,,
00000593,PERNO RUEDA DESPLAZADO 12-1.25X75                 ,17/05/2021,20/01/2022,S,N,N,
00000596,SILLA GAMER BLANCO / NEGRA JUST HOME COLLECTION   ,,,,N,N,
00000597,SILLA GAMER SMALL 70X90X80 CM NEGRA/ROJA LVLUP    ,,,,,N,
00000599,NEUM.215/85 R16 10PR SL-369 A/T GOODRIDE          ,27/05/2021,28/05/2021,S,N,,
00000600,NEUM.215/85 R16 10PR ROADIAN AT  NEXEN KOREA      ,,,,N,,
00000601,NEUM.215/85 R16 10PR CATCHFORS AT WINDFORCE       ,,,,,,
00000602,"MANOM.600 PSI 2 1/2 BR/INOX C/ABAJO NPT 1/4""      ",,,,N,N,
00000604,"MANOM.600 PSI 2 1/2 BR/INOX C/ATRAS NPT 1/4""      ",,,,N,N,
00000609,"MANOM.600 PSI 4""BR/INOX C/ABAJO NPT 1/2           ",,,S,S,N,
00000616,"MANOM.600 PSI 4"" BR/INOX C/ ATRAS NPT 1/2         ",,,,N,,
00000619,TERMO ELECTRICO 30 LT SPLENDID  1486683           ,,,,S,N,
00000638,RODILLO CHIPORRO 5X18 CM                          ,,,S,S,N,
00000647,EMPAQUETADURA TRENZADA 9/16 TEFLON S1411 KG       ,03/06/2021,10/06/2021,S,S,,
00000649,FILTRO ACEITE                                     ,,,,S,,
00000654,FILTRO PETROLEO MAXXUS T60                        ,,21/11/2022,,S,N,
00000696,TAPA DEPOSITO CHEV OPTRA/VIVANT/SAIL 1.4 11/      ,24/04/2020,02/03/2021,,S,N,
00000697,PLUMILLA LIMPIA PARABRISA COPILOTO T60            ,,,,,,
00000710,PLUMILLA LIMPIA PARAB.CONDUCTOR T60               ,,,,,,
00000711,LIJADORA ORBITAL MAKITA BO 3710 190W              ,13/09/2021,13/09/2021,S,N,,
00000712,MOCHILA PORTA HERRAM.C/ RUEDA  STANLEY 6148460    ,,,S,N,,
00000713,"BOLSO HERRAMIENTA TRUPER 18""                      ",,,S,N,N,
00000717,FLEXIBLE 1.2-1.6MM 5MTS 1040519                   ,,,S,N,N,
00000718,VALV.ANTIRRET OXIG 188SHTR 1013913                ,,,S,N,,
00000740,SOPORTE REPISA                                    ,31/08/2016,19/12/2019,,N,S,
00000753,ESCOBA DE RAMAS 5 COSTURAS  KLEINE 5815177        ,,,,,,
00000754,"NIPLE PRES HE 1.1/2""                              ",,,,N,,
00000755,TOPE DE ESTAC. 55X15X10 CM  NEG/AMAR              ,28/10/2021,29/10/2021,S,N,,
00000756,NEUM. 225/75 R16 10PR TL WESTALKE                 ,21/04/2022,21/04/2022,S,N,,
00000757,NEUMATICO 295/80 R22.5 18PR REV WESTLAKE          ,,,,,,
00000764,FILTRO LUBRI Y REGULADOR                          ,01/06/2021,01/06/2021,S,N,,
00000765,SIERRA SABLE JR3051TK 1.200W MAKITA               ,28/05/2021,28/05/2021,S,N,,
00000766,BOMBA P620 CLS EJE SAE 4340                       ,,,,,,
00000767,SELLO MECAN.PAC-SEAL 35 VI31-137-16               ,,,,,,
00000768,RODAMIENTO 32218 1DS KML                          ,,,,,,
00000792,AMP XENON FD2S 6000K.                             ,27/07/2018,16/11/2020,,N,,
00000794,AMP XENON D2R 6000K                               ,17/11/2022,17/10/2022,,N,N,
00000800,TAPA RADIADOR 16 LB 1.1 KG SUZ/TOY                ,17/04/2021,01/09/2021,,S,N,N
00000814,RODAMIENTO 32218 A-164 ROLLWAY                    ,,,,N,,
00000815,ABRAZADERA 2 PC 3/4 EKOLINE                       ,18/10/2019,29/05/2020,,N,N,
00000827,SIKA GROUT 214 25KGS                              ,12/11/2021,12/11/2021,S,N,N,
00000830,FILTRO RS5745                                     ,12/09/2016,12/09/2016,,N,N,
00000835,VALVULA IAC CAMIONETA ZX GRAND TIGER 2.2          ,09/01/2017,09/01/2017,,N,N,
00000839,"LLAVE PTA CORONA FORCE 2""  1/4                    ",,,,,,
00000844,TRIPODE BENRO T800EX   6074                       ,,,,,,
00000845,CAMARA SONY FDR-AX53 4K ULTRA HD                  ,,,,,,
00000850,BOMBA DE ENGRASE NEUMÁTICA 60:1 WOLFLUBE          ,,,,,,
00000853,"LAVE PTA CORONA ELORA  2"" 1/4                     ",,,,N,,
00000854,"LLAVE PTA CORONA ELORA  2"" 3/16                   ",,,,,,
00000855,"LLAVE GOLPE PTA CXORONA PLANA ELORA 2"" 9/16       ",,,,,,
00000861,LLAVE DADO CROSSMAN 3/4 1.1/8 6 PTAS              ,05/07/2021,,S,N,,
00000862,TORNILLO JET SCREW 6.0X100 PTA.17                 ,,,,,,
00000865,TORNILLO SCREW RAN 4.0X30 PTA 17                  ,,,,,,
00000866,SET PUNTAS IMPAKTOR PZ2 X 25MM 15 PZAS.           ,,,,,,
00000867,PERNO CONECTOR 19X105                             ,,,,,,
00000880,CAJA PORTA CTA CTE METÁLICO 15CM2                 ,,,,,,
00000881,BOQUILLA KOIKE 106D-7 ( 106D-7-0                  ,,,,,,
00000882,BOQUILLA 106D-7 KOIKE 7-1                         ,,,,,,
00000883,BOQUILLA 106D-7 KOIKE 7-2                         ,,,,,,
00000884,BOQUILLA 106D-7 KOIKE 7-3                         ,,,,,,
00000887,LLAVE CORONA AISLADA VDE.17MM KNIPEX              ,03/06/2021,,S,S,S,N
00000913,PRIMERA CAPA CONJUNTO INT ARAUCARIA POLIPR/NYLON  ,10/11/2016,07/04/2016,S,N,N,
00000920,KIT AMARRE  35MM X 5 MTS                          ,,,S,N,,
00000929,ESLINGA LEVANTE 35MM X 9 MTS                      ,01/07/2021,01/07/2021,S,N,,
00000930,BATERÍA SMF31-750 100 AMP LUCAS                   ,,05/06/2021,,N,,
00000931,KIT PITON RIEGO C/ACOPLES 1/2 PLASTICO ORBIT      ,11/02/2022,11/02/2022,S,N,,
00000932,FLAPPER C/ CADENA METALICA  FANALOZA 57592        ,,,,,,
00000933,VALVULA DE ADMISION PLASTICO FILLPRO 382191       ,,,,,,
00000935,JGO PISO GOMA M2 PZS                              ,27/10/2022,08/02/2023,S,N,N,N
00000936,PISOS ALUMINIO 3PZA ROJO 3.7                      ,23/08/2022,09/02/2023,S,N,,
00000938,NEUMATICO 165/80 R14 GOODYEAR DURAPLUS            ,,,,,,
00000941,JGO.ATORNILLADOR TACTIX C/TORQUE 6PZS             ,16/06/2021,16/06/2021,S,N,,
00000942,SET PITON C/ ADAPTADOR Y CONECTOR                 ,30/09/2021,30/09/2021,S,N,,
00000943,RODAMIENTO 78250-20024 TIMKE                      ,,,,,,
00000944,RODAMIENTO 78551-20024 CUBETA TIMKEN              ,,,,,,
00000945,RODAMIENTO 479 TIMKEN                             ,,,,,,
00000946,RODAMIENTO 472 A- CUBETA TIMKEN                   ,,,,,,
00000947,JGO PUNTO-CINCEL 250MM 4PZS MAKITA                ,11/06/2021,24/12/2021,S,N,,
00000948,MANOMETRO BTU 0+7 BAR 0+1000PS O 100MM 1/2 NPT INO,,,,,,
00000949,MANOMETRO IND  INOX SS316L DIAMETRO ESF 100 MM    ,,,,,,
00000950,KIT MUEBLE LAVAPLATO 80 COMB                      ,24/07/2021,26/07/2021,S,N,,
00000951,SOLDADURA ALAMBRE 50%  X 1/2 CARRETE              ,14/06/2021,14/06/2021,S,N,,
00000952,TUBO PVC SANITORIO 50X6MT                         ,14/06/2021,14/06/2021,S,N,,
00000953,TEE PVC SANITARIO 50X50MM                         ,14/06/2021,14/06/2021,S,N,,
00000954,EQUIPO HERMETICO TRI 120 CM HALUX  3967867        ,,,,,,
00000955,EQUIPO HERMETICO TRI 60 CM HALUX PROOF 3967859    ,,,,,,
00000956,CORDON 2X0.75 MM BLANCO 20 MT ELFLE 116262        ,,,,,,
00000957,ENCHUFE MACHO  VOLANTE ARTIC. 2P+10A BLANCO BTICIN,,,,,,
00000958,INTERRUPTOR VOL. PISO 10A BLANCO HALUX            ,,,,,,
00000959,INTERRUPTOR VOL.BIPOLAR 2A BLANCO BTICINO         ,,,,,,
00000960,REGLETA POLIPROPILENO 41 A 12 BORNES 63436        ,,,,,,
00000961,ENCHUFE HEMBRA VOL.2P+T10 A 16A BLANCO GEWISS     ,,,,,,
00000964,KIT DE ENGRASE TAMBOR FLEXBIMEC                   ,08/06/2021,10/06/2021,S,N,,
00000968,TORNILLO VOLCANITA CRS ZRB 8X3 100UN              ,,,,,,
00000969,TORN.DRYWALL METAL 6X2 1/4 NR P/F                 ,,,,,,
00000970,DADO IMPACTO LARGO 1 X 1.1/8 FORCE 6396394        ,,,,,,
00000971,JGO.DADOS 1/2 IMPACTO ALLEN 7 PZAS FORCE          ,,,,,,
00000972,"ESMERIL DE BANCO 8"" 550W GB801 MAKITA 8764000     ",02/08/2022,02/08/2022,S,N,,
00000973,"LLAVE TORQUE HANS 1"" 980 NEWTON /MT HANS          ",,,,,,
00000974,ESLINGA PLANA 4 CAPAS 4 MTS                       ,,,,,,
00000975,ESLINGA 4 CAPAS X 5 MTS                           ,,,,,,
00000976,ESLINGA TUBULAR 1 TON 4MTS                        ,,,,,,
00000977,"GRILLETE TIPO LIRA 1/2"" P/ ROSCADO                ",,,,,,
00000978,GRILLETE TIPO LIRA 3/4 P/ ROSCADO                 ,,,,,,
00000979,"GRILLETE TIPO LIRA 1"" P/ ROSCADO                  ",,,,,,
00000980,GRILLETE TIPO LIRA 1.1/4 P/ ROSCADO               ,,,,,,
00000981,TIE DOWN RACHET 1 1/2 4.5 MTS                     ,,,,,,
00000982,"TIE DOWN RATCHET 2"" X 9 MTS                       ",,,,,,
00000983,"ESLINGA PLANA 3"" X 4 MT                           ",,,,,,
00000984,SENSOR VIBRACION CMSS 420VT=CMCP 4120VT-1         ,,,,,,
00000985,LINEA DE VIDA HORIZONTAL 10 MT                    ,,,,,,
00000986,CABO DE VIDA ACERO GANCHO MOSQUETONES /ESTRUCT.   ,,,,,,
00000987,"TIE DOWN RATCHET 1"" 4.5 MTS                       ",,,,,,
00000988,TALADRO PEDEST. IND. 32MM 2HP 380V                ,,,,,,
00000989,TORNILLO DRYWALL METAL 6X1 1/4 NR P/F             ,,,,,,
00000990,HEMBRA EMPOT.INCLI. 2P+T 32A 220V IP44            ,,,,,,
00000991,CAJA DE FUSIBLES TERMINALES JGO                   ,,07/06/2021,,N,,
00000992,PULVERIZADOR MANUAL 1.5 LT BLANCO                 ,,,,,,
00000993,BARNIZ MARINA BRILLANTE NATURAL 1/4 GL            ,,,,,,
00000994,FAROL PUNTA  LH HYUNDAI HD78 2007                 ,,,,,,
00000997,CONTENEDOR BASURA VERDE 120 LT C/ TAPA            ,,,,,,
00000998,CONTENEDOR BASURA AZUL 120 LT C/ TAPA             ,,,,,,
00000999,ESPEJO CONVEXO 80 CM INTERIOR                     ,,,,,,
00001001,ALUMINIO PLANCHA 2.0X1100 X 3000MM                ,,,,,,
00001002,"MOTOBOMBA KIPOR KDP-30 3"" X3 6.7 HP DIESEL        ",,,,,,
00001003,MULTITESTER UNI-T UT61E                           ,14/10/2021,19/01/2022,,N,,
00001004,VALVULA TUBULAR MS-70                             ,29/07/2021,05/08/2021,S,N,,
00001005,VALVULA TUBULAR TR-501                            ,29/07/2021,05/08/2021,S,N,,
00001006,VALVULA TUBULAR TRACTOR TR-618A                   ,29/07/2021,05/08/2021,S,N,,
00001007,KIT SOPLETE PG800 PROVIDUS                        ,14/06/2021,29/07/2021,S,N,,
00001008,CAJA TERM ELECT 480 PCS B480X30                   ,09/12/2022,23/03/2022,S,N,N,
00001010,"ESPATULA ACERO 2"" TRUPER M/MADERA                 ",,,,N,,
00001011,PLATINA   304  50 MM X 3MM X 3MTS                 ,,,,,,
00001012,TAPA GILSON PARA TAMIZ 8                          ,21/08/2021,26/08/2021,S,N,,
00001013,"TAMIZ 8"" N°140 ACERO INOX                         ",,,,,,
00001014,"TAMIZ 8"" N° 270 ACERO INOX                        ",,,,,,
00001015,"FONDO GILSON PARA TAMIZ 8""                        ",21/08/2021,26/08/2021,S,N,,
00001017,CORREA C-195 MITSUBA                              ,02/07/2022,27/07/2022,S,N,,
00001018,CORREA B-151 DAYCO                                ,,,,,,
00001019,CORREA B-160 MITSUBA                              ,,,,N,,
00001020,PISTOLA AIRE CALIENTE 2000W HG6020 MAKITA         ,,,,,,
00001021,PISTOLA AIRE CALIENTE 1600W HG5012K MAKITA        ,,,,,,
00001022,GOLILLA PLANA 5/8 INOX 304                        ,,,,,,
00001023,"CAJA HERRAMIENTA 20"" TACTIX PLASTICA C/ BANDEJA   ",11/03/2022,22/04/2022,S,,,N
00001024,CAJA HERRAMIENTA TACTIX PORTABLE 320360           ,,,,,N,
00001025,EXTENSION ELECTRICA 30 MT NARANJA HALUX           ,,,S,,,
00001026,COMBO BRONCE 18 LBS M/FIBRA SMART 6103294         ,23/12/2021,25/01/2023,S,N,N,N
00001027,CAJA SURTIDO TERMOCON.580 PZA                     ,,,,,,
00001030,SURTIDO FUSIBLES MAXI                             ,,,,,,
00001031,SURTIDO 40 PZA FUSIBLES MAXI                      ,,,,N,,
00001032,DOBLAR TUBO 12 T FWYY-TMX                         ,,,,,,
00001033,ORGANIZADOR KENDO PLAST.49.5X16X25.5CM 90247      ,,,,,,
00001034,ORGANIZADOR KENDO PLAST. 38X31X7 CM 90223         ,,,,,,
00001035,ORGANIZADOR KENDO PLAST.47.5X38X16 CM 90248       ,,,,,,
00001036,BALDE 20 LT EST.ROJO                              ,19/11/2021,24/06/2021,S,N,,
00001037,TAPA BALDE 20 LTS EST                             ,24/06/2021,24/06/2021,S,N,,
00001038,BOLSA PLASTICA TRANSP.15X35 100UNI                ,,,,,,
00001041,RODAMIENTO 6313 ZZ KOYO E-11                      ,,,,,,
00001042,RODAMIENTO 6313 ZZ C3 NTN                         ,,,,,,
00001043,RODAMIENTO 6211 ZZ C3 NTN                         ,,,,,,
00001057,TESTER BATERIA BT521 DHC                          ,,,,,,
00001061,GOLILLA PLANA 3/4 316                             ,,,,,,
00001062,GOLILLA PLANA 5/8 M16 316                         ,,,,,,
00001063,GOLILLA PRESION 316 3/4 1034006                   ,,,,,,
00001147,GOLILLA PRESION 5/8  316 1034006                  ,,,,,,
00001158,PERNO HEX 3/4 10X5 316 1135079                    ,,,,,,
00001161,PERNO HEX 3/4 10X6 316 RP 1135081                 ,,,,,,
00001162,PERNO HEX 5/8 11X3 316 RP 1135061                 ,,,,,,
00001167,PERNO HEX 5/8 11X3 1/2 316 RP  1135062            ,,,,,,
00001168,PERNO HEX 5/8 11X4 316 RP 1135063                 ,,,,,,
00001173,PERNO HEX 5/8 11X4 1/2 316 RP                     ,,,,,,N
00001174,PERNO HEX 5/8 11X5 316 RP 1135065                 ,,,,,,
00001175,TUERCA HEX 3/4 10 316  1229012                    ,,,S,,,
00001176,TUERCA HEX 5/8 -11 316 1229010                    ,,,,,,
00001178,PORTO POWER 10 TON. TORIN T71002L                 ,,,,,,
00001180,TUER RUE M14 1.5 HEX21 C/C FRES MAHINDRA          ,08/06/2021,22/02/2022,,N,,
00001182,SELLO MECANICO TU-TU-VI 1 3/4                     ,15/07/2021,20/07/2021,S,N,,
00001191,FAROL GRUA HORQUILLA 10/30V 12LED REFLEC 600361   ,03/01/2022,21/01/2022,S,N,,
00001196,MESON MURAL ESTANTE INFERIOR AC.INOX DX           ,,,,,,
00001198,MESON MURAL MERCOSUR S/ REPISA ABAJO MS           ,,,,,,
00001199,MESON CENTRAL C/ ESTANTE AC.INOX DX               ,,,S,N,,
00001201,MESON CENTRAL MERCOSUR S/ REPISA AC.INOX MS       ,,,,,,
00001203,LIBRERO NEO 1.80X0.80MT COLOR PERAL -GRIS 1814    ,,,,,,
00001215,LIBRERO NEO  1.80X0.80 MT COLOR CEREZO-NEGRO 1419 ,,,,,,
00001216,CONJ.LIBRERO NEO 2 PUERTAS+4 PUERTA CEREZO-NEGRO  ,,,,,,
00001217,CONJ.LIBRERO 4 PUERTA +1LIBRERO NEO ABIERTO 228   ,,,,,,
00001218,SIGUNIT AFA TAMBOR 250 KG SIKA                    ,11/06/2021,11/06/2021,S,N,N,
00001222,BOBINA ENCENDIDO HONDA GX160 HG3026               ,10/01/2023,13/01/2023,S,N,,
00001223,PH METRO DIG. SOBREMESA  2.00 A 18.00 PH          ,,,,,,
00001224,PH METRO DIG.SOBREMESA 2.00 A 18.00 PH            ,,,,,,
00001234,ABRAZADERA TIPO CD2B 32MM                         ,,,,,,
00001238,"LLAVE IMPACTO 1/2"" 280W 6953 MAKITA               ",23/12/2021,23/12/2021,S,N,,
00001240,CORREA 8V-1700 FENNER                             ,,,,,,
00001241,PERNO HEX G5 NC 3/8 X 1 ZINC                      ,19/07/2021,22/08/2022,S,N,N,
00001244,PERNO HEX AC 304 1/2X1 INOX  158432               ,19/07/2021,20/07/2021,S,N,,
00001245,"TORNILLO MECANICO SOMAR 2.2 3/4"" SCHULZ           ",,,,,,
00001246,CONECTOR RAPIDO TUBO-TUBO 12MM                    ,23/06/2021,30/06/2021,S,N,,
00001248,CONECTOR RAPIDO TUBO12MM - TUBO 10MM              ,23/06/2021,30/06/2021,S,N,,
00001250,TIJERON 85 CM  C/DESMULTIPL                       ,,,,,,
00001252,CADENA C/ROMPEHIELO 225-265 MASTERCHAINS PAR      ,20/05/2022,15/07/2022,S,N,,
00001254,PALA PEQUEÑA 46 CM                                ,15/06/2021,15/06/2021,S,S,N,
00001257,VOLANTE DE INERCIA MAHINDRA 2.2                   ,,,,,,
00001258,CUADRIMOTO LOCIN LX 200 ATV-U                     ,05/08/2021,25/08/2021,S,N,,
00001261,BARRA FIERRO ESTRIADO 25MMX6MT A -630             ,,,S,N,N,
00001262,TUERCA INOX 304  3/16  504380                     ,18/06/2021,10/02/2023,S,N,,
00001263,ADAPTADOR DADO #1/4X65MM CROSSMAN                 ,15/06/2021,31/01/2023,S,N,,
00001264,ADAPTADOR DADO #3/8X65MM CROSSMAN N 48586         ,15/06/2021,29/10/2022,S,N,,
00001265,ADAPTADOR DADO #1/2X75MM CROSSMAN                 ,15/06/2021,26/11/2022,S,N,,
00001266,NEUMATICO  WESTLAKE MOD.834 10PR C/CAMARA         ,,,S,N,N,
00001267,NEUMATICO WESTAKLE                                ,,,,N,,
00001268,"PERNO HEX INOX 304 3/8X6""                         ",08/07/2021,26/06/2021,S,N,N,N
00001269,JGO.MACHOS A/C M30 PASO 2.0MM                     ,05/07/2021,07/07/2021,S,N,,N
00001274,MULTIPLICADOR TORQUE 16:1 TC-18                   ,23/06/2021,24/06/2021,S,,N,
00001275,EMPAQUETADURA CAUCHO C/TELA 5 M/M                 ,14/06/2021,14/06/2021,S,N,,
00001287,PLATINA 6 X 5 X 6 MT                              ,,,,,,
00001288,PLATINA 6X 38 X 6 MT                              ,,,,,,
00001291,DISPENSADOR JABON MURO 500CC                      ,,,,,,
00001294,VENTANA ALUMINIO 1.20 X 1.0 M T                   ,22/06/2021,24/06/2021,S,N,,
00001296,"MANG. MALLAFLEX ATOXICA 200PSI 1/2""TRANS.MT       ",,,,,,
00001305,JGO.BROCA COPA 11 PCS TOLSEN                      ,22/06/2021,22/06/2021,S,N,,
00001306,PERFIL C 2 X 3 X 0.85 X 3MTS                      ,,,,,,
00001319,SET BROCA SDS-TIN 19PZS D-72229-10                ,,,,N,,
00001324,JUEGO HSS PLUS 10 PCS MAKITA D-71990              ,02/07/2021,24/08/2021,S,N,N,S
00001330,"ESPATULA ACERO FLEX 6"" TRUPER M/MADERA 590220     ",,,,,,
00001331,"ESPATULA TAPIZADORA 8"" TRUPER  590210             ",,,S,N,N,
00001334,JGO. DADO IMPACTO 1/2 DE 11A 24MM 4109 FORCE      ,24/12/2021,,S,N,N,
00001335,CADENA ESLABON LARGO M10 X 40 X 65 003580         ,,,,,,
00001336,PLANCHA 12MM X 2440 X 1000 MT                     ,,,,,,
00001337,PLANCHA 10MM X 2000 X 1000                        ,,,,,,
00001339,DILUYENTE SINTETICO AL-100 GL                     ,,,,,,
00001340,ESMALTEN SINTETICO BALNCO GL                      ,,,,,,
00001346,MACETA BRONCE 16 LBS TRUPPER MANGO FIBRA          ,,,,N,,
00001349,MACETA BRONCE 20 LBS TRUPPER MANGO DE FIBRA       ,,,,,,
00001350,BROCA SDS PLUS 13X210 MM GERMANY                  ,,,,,,
00001352,SOPLADOR DUB185Z 18V MAKITA                       ,16/01/2023,17/01/2023,S,N,,N
00001359,LLAVE PUNTA CORONA C/CHICHARRA 9/16 FORCE         ,24/06/2021,16/11/2022,S,N,,
00001360,PERNO HEX.G2 NC 3/4X3 H.COMP 103602               ,,,,N,,
00001361,PERNO HEX G2 5/8 X 2 1/2 ZINC  C/TCA 1112107      ,,,,N,,
00001363,PERNO HEX G2 ZINC 3/4X2 C/TCA 1112125             ,,,S,N,,
00001364,PERNO HEX G2 3/4 X 3 ZINC C/ TCA  1112128         ,21/10/2021,08/08/2022,S,N,N,N
00001366,PERNO HEX G2 ZINC 3/4 X 2 1/2  C/TCA  1112126     ,30/06/2021,07/07/2021,S,N,,
00001368,PERNO HEX G2 3/4 X 3 1/2 ZINC C/TCA  1112130      ,30/06/2021,05/07/2021,S,N,,
00001369,PERNO HEX G5 3/4 X 4 1/2 ZINC  C/ TCA  1117094    ,30/06/2021,07/07/2021,S,N,N,
00001370,PERNO HEX G2 3/4 X 5 ZINC C/TCA                   ,30/06/2021,21/10/2021,S,N,,
00001371,PERNO HEX G2  5/8 X 4 ZINC C/ TCA 1112113         ,30/06/2021,29/06/2021,S,N,N,
00001372,PERNO HEX G2 5/8 X 2 1/2 ZINC C/ TCA  1112107     ,,,,,,
00001373,PERNO HEX G2 7/8 X 3 ZINC C/ TCA  1112149         ,30/06/2021,07/07/2021,S,N,,
00001374,LOCTITE 5127 300 ML FLEXI ANA. GASKET             ,25/06/2021,25/06/2021,S,N,,
00001375,NEU 155 R13C 8PR MILEMAX                          ,,,,,,
00001376,NEU 165/80 R14 DURAPLUS GOODYER                   ,,,,,,
00001377,ESCOBILLON ECOLOGICO VIRUTEX  2489678             ,,,,,,
00001381,BOLSA BASURA 110X150 CM NEGRA  KLEINE 3320022     ,,,,,,
00001382,ESCOBILLA ACERO S/ MANGO HELA  704040             ,,,,,,
00001383,"AUTOPERF.CAB.LENTEJA 8X1"" 500 UN MAMUT 3242889    ",,,,,,
