Codigo,Tipo error,Descripcion,I.Industrial,I.La Serena,I.Matriz,I.Bodega,Ult. fecha compra,Ult.fecha venta
00004278,Letras y numeros,C 16200,,,,,,
00004281,Letras y numeros,C 16216,,,,,,
00004284,Letras y numeros,C 16223,,,,,,
00004285,Letras y numeros,C 16225,,S,,,,
00004288,Letras y numeros,C 16226/1,,,,,,
00004292,Letras y numeros,C 16247,,,,,,
00004293,Letras y numeros,C 16247/1,,,,,,
00004295,Letras y numeros,C 16279,,,,,,
00004296,Letras y numeros,C 16296,,,N,,,08/11/2012
00004298,Letras y numeros,C 16298/1,,,,,,
00004300,Letras y numeros,C 16334,,,,,,
00004303,Letras y numeros,C 16349,,,,,,
00004304,Letras y numeros,C 16349/1,,,,,,
00004306,Letras y numeros,C 17100,,,,,,
00004308,Letras y numeros,C 17124,,,,,,
00004309,Letras y numeros,C 17124,,,,,,
00004310,Letras y numeros,C 17129,,,N,,,18/08/2014
00004312,Letras y numeros,C 17140,,,,,,
00004313,Letras y numeros,C 17146,,,,,,
00004314,Letras y numeros,C 17154,,,,,,
00004315,Letras y numeros,C 17160,,,N,,,18/04/2018
00004317,Letras y numeros,C 17201/2,,,N,,,26/09/2014
00004319,Letras y numeros,C 17225,,,N,,,29/12/2015
00004321,Letras y numeros,C 17250,,,,,,
00004322,Letras y numeros,C 17262,,,,,,
00004323,Letras y numeros,C 17262/1,,,,,,
00004326,Letras y numeros,C 17341,,,,,,
00004327,Letras y numeros,C 17343,,,,,,
00004328,Letras y numeros,C 17404/1,,,,,,
00004329,Letras y numeros,C 17454,,,,,,
00004334,Letras y numeros,C 18200,,,N,,,16/09/2013
00004336,Letras y numeros,C 18235,,,,,,
00004338,Letras y numeros,C 18253,,,,,,
00004340,Letras y numeros,C 18288,,,,,,
00004342,Letras y numeros,C 18292,,,,,,
00004343,Letras y numeros,C 18304,,,,,,
00004345,Letras y numeros,C 18328,,,,,,
00004347,Letras y numeros,C 18427,,,,,,
00004348,Letras y numeros,C 18435,,,,,,
00004350,Letras y numeros,C 18436/1,,,,,,
00004352,Letras y numeros,C 19105,,,,,,
00004354,Letras y numeros,C 19113,,,,,,
00004355,Letras y numeros,C 19118,,,,,,
00004359,Letras y numeros,C 19140,,,,,,
00004361,Letras y numeros,C 19157,,,,,,
00004363,Letras y numeros,C 19159,,,,,,
00004365,Letras y numeros,C 19184,,,,,,
00004367,Letras y numeros,C 19194,,,,,,
00004369,Letras y numeros,C 19198,,,,,,
00004371,Letras y numeros,C 19200/1,,,N,,,03/02/2020
00004373,Letras y numeros,C 19218,,,,,,
00004376,Letras y numeros,C 19297,,,,,,
00004379,Letras y numeros,C 19335,,,,,,
00004380,Letras y numeros,C 19345,,,,,,
00004381,Letras y numeros,C 19377,,,,,,
00004382,Letras y numeros,C 19449,,,,,,
00004384,Letras y numeros,C 19568,,,,,,
00004385,Letras y numeros,C 19610,,,,,,
00004386,Letras y numeros,C 19752,,,,,,
00004387,Letras y numeros,C 20103,,,,,,
00004388,Letras y numeros,C 20105,,,,,,
00004389,Letras y numeros,C 20111,,,,,,
00004392,Letras y numeros,C 20142,,,,,,
00004394,Letras y numeros,C 20161,,,,,,
00004396,Letras y numeros,C 20168,,,,,,
00004397,Descripcion erronea,SE�ALETICA MINA FLECHA FONDO VERDE 25*30          ,,,N,S,24/09/2021,24/09/2021
00004398,Letras y numeros,C 20175,,,,,,
00004399,Letras y numeros,C 20187,,,,S,,
00004400,Descripcion erronea,SE�ALETICA MINA FLORIDA FLECHA ROJA 25*30         ,,,N,S,24/09/2021,24/09/2021
00004401,Letras y numeros,C 20187/1,,,,,,
00004404,Letras y numeros,C 20212/1,,,,,,
00004406,Letras y numeros,C 20214,,,,,,
00004409,Letras y numeros,C 20270,,,,,,
00004415,Letras y numeros,C 20401,,,N,,,19/12/2012
00004416,Letras y numeros,C 20436,,,,,,
00004417,Letras y numeros,C 20438,,,,,,
00004420,Letras y numeros,C 20457/10,,,,,,
00004422,Letras y numeros,C 20506,,,,,,
00004423,Letras y numeros,C 20514,,,,,,
00004424,Letras y numeros,C 20550,,,,,,
00004425,Letras y numeros,C 20556,,,,,,
00004426,Letras y numeros,C 20855/1,,,,,,
00004428,Letras y numeros,C 21138/1,,,,,,
00004431,Letras y numeros,C 21185,,,,S,,
00004432,Letras y numeros,C 21217,,,,,,
00004434,Letras y numeros,C 21229,,,,,,
00004435,Letras y numeros,C 21247,,,N,,,21/11/2016
00004436,Letras y numeros,C 21259,,,,,,
00004439,Letras y numeros,C 21338,,,N,,,
00004440,Letras y numeros,C 21402,,,,,,
00004441,Letras y numeros,C 21416,,,,,,
00004442,Letras y numeros,C 21425,,,N,S,,22/03/2013
00004444,Letras y numeros,C 21432,,,N,S,,29/02/2012
00004446,Letras y numeros,C 21466,,,,,,
00004447,Letras y numeros,C 21480,,,,,,
00004449,Letras y numeros,C 21503,,,,,,
00004452,Letras y numeros,C 21696,,,,,,
00004457,Letras y numeros,C 22205,,,N,,,01/12/2020
00004458,Letras y numeros,C 22224,,,,,,
00004459,Letras y numeros,C 22228,,,,,,
00004461,Letras y numeros,C 22249,N,,,,,
00004463,Letras y numeros,C 22300,,,,,,
00004464,Letras y numeros,C 22341,,,,,,
00004466,Letras y numeros,C 22423,,,,,,
00004467,Letras y numeros,C 22439,,,,,,
00004468,Letras y numeros,C 22479,,,,,,
00004469,Letras y numeros,C 22558,,,,,,
00004470,Letras y numeros,C 22595,,,,,,
00004471,Letras y numeros,C 22617,,,,,,
00004472,Letras y numeros,C 22618,,,,,,
00004473,Letras y numeros,C 22663,,,,,,
00004474,Letras y numeros,C 22838/1,,,,,,
00004475,Letras y numeros,C 22894,,,,,,
00004479,Letras y numeros,C 23110,,,,,,
00004480,Letras y numeros,C 23112,,S,,,,
00004481,Letras y numeros,C 23115,,,,,,
00004485,Letras y numeros,C 23135/1,,,,,,
00004487,Letras y numeros,C 23174,,,,,,
00004488,Letras y numeros,C 23185,,,,,,
00004489,Letras y numeros,C 23202,,,,,,
00004490,Letras y numeros,C 23203,,,N,,,17/11/2018
00004491,Letras y numeros,C 23249/1,,,,,,
00004493,Letras y numeros,C 23259,,,,,,
00004494,Letras y numeros,C 23290,,,,,,
00004495,Letras y numeros,C 23326,,,,,,
00004496,Letras y numeros,C 23368,,,,,,
00004497,Letras y numeros,C 23411,,,,,,
00004498,Letras y numeros,C 23437,,,,,,
00004501,Letras y numeros,C 23440/2,,,,,,
00004502,Letras y numeros,C 23502,,,,,,
00004505,Letras y numeros,C 23551,,,,,,
00004507,Letras y numeros,C 23579,,,,,,
00004508,Letras y numeros,C 23584,,,,,,
00004509,Letras y numeros,C 23585,,,,,,
00004511,Letras y numeros,C 23609,,S,,,,16/11/2016
00004513,Letras y numeros,C 23626,,,,,,
00004515,Letras y numeros,C 23690,,,,,,
00004516,Letras y numeros,C 23692,,,,,,
00004517,Letras y numeros,C 23725,,,,,,
00004518,Letras y numeros,C 23725/1,,,,,,
00004520,Letras y numeros,C 23726,,,,,,
00004521,Letras y numeros,C 23753,,,,,,
00004523,Letras y numeros,C 23904,,,,,,
00004524,Letras y numeros,C 23946,,,,,,
00004525,Letras y numeros,C 23956,,,,,,
00004526,Letras y numeros,C 24124,,,,,,
00004528,Letras y numeros,C 24187,,,,,,
00004529,Letras y numeros,C 24188,,,,,,
00004532,Letras y numeros,C 24250,,,,,,
00004533,Letras y numeros,C 24261,,,,,,
00004534,Letras y numeros,C 24355,,,,,,
00004535,Letras y numeros,C 24363,,,,,,
00004536,Letras y numeros,C 24393,,,,,,
00004540,Letras y numeros,C 24508,,,,,,
00004541,Letras y numeros,C 24516,,N,N,,,03/06/2015
00004542,Letras y numeros,C 24524,,,,,,
00004543,Letras y numeros,C 24524/1,,,,,,
00004544,Letras y numeros,C 24640,,,,,,
00004548,Letras y numeros,C 24786,,,,,,
00004550,Letras y numeros,C 24855,,,,,,
00004551,Letras y numeros,C 24870,,,,,,
00004552,Letras y numeros,C 24989,,,,,,
00004555,Letras y numeros,C 25114,,,,,,
00004556,Letras y numeros,C 25116,,,,,,
00004560,Letras y numeros,C 25126/10,,,,,,
00004561,Letras y numeros,C 25183,,,,,,
00004562,Letras y numeros,C 25187,,,,,,
00004563,Letras y numeros,C 25192,,,,,,
00004564,Letras y numeros,C 25218,,,,,,
00004565,Letras y numeros,C 25601,,,,,,
00004566,Letras y numeros,C 25660/1,,,,,,
00004567,Letras y numeros,C 25710/3,,,,,,
00004568,Letras y numeros,C 25730,,,,,,
00004569,Letras y numeros,C 25854,,,,,,
00004570,Letras y numeros,C 25860,,,,,,
00004571,Letras y numeros,C 25860/3,,,,,,
00004574,Letras y numeros,C 26111,,,,,,
00004575,Letras y numeros,C 26134,,,,,,
00004576,Letras y numeros,C 26136,,,,,,
00004577,Letras y numeros,C 26136/1,,,,,,
00004579,Letras y numeros,C 26153,,,,,,
00004580,Letras y numeros,C 26240,,,,,,
00004581,Letras y numeros,C 26315/1,,,,,,
00004582,Letras y numeros,C 26315/4,,,,,,
00004583,Letras y numeros,C 26392,,,,,,
00004584,Letras y numeros,C 26431,,,,,,
00004585,Letras y numeros,C 26523,,,,,,
00004586,Letras y numeros,C 26548,,,,,,
00004587,Letras y numeros,C 26550,,,,,,
00004588,Letras y numeros,C 26596,,,,,,
00004589,Letras y numeros,C 26690,,,,,,
00004590,Letras y numeros,C 26773,,,,,,
00004591,Letras y numeros,C 26790,,,N,,,12/05/2015
00004593,Letras y numeros,C 26853,,,,,26/04/2010,
00004594,Letras y numeros,C 26887,,,,,,
00004595,Letras y numeros,C 26965,,,,,,
00004596,Letras y numeros,C 26965/1,,,,,,
00004597,Letras y numeros,C 26966,,,,,,
00004600,Letras y numeros,C 26996,,,N,,,15/03/2014
00004601,Letras y numeros,C 27133,,,,,,
00004605,Letras y numeros,C 27272,,,N,,,23/01/2017
00004606,Letras y numeros,C 27321,,,,,,
00004607,Letras y numeros,C 27344,,,,,,
00004608,Letras y numeros,C 27502/1,,,,,,
00004609,Letras y numeros,C 27585,,,,,,
00004614,Letras y numeros,C 27970,,,,,,
00004615,Letras y numeros,C 28107/10,,,,,,
00004619,Letras y numeros,C 28248,,,,,,
00004620,Letras y numeros,C 28383,,,,,,
00004621,Letras y numeros,C 28487,,,,,,
00004622,Letras y numeros,C 28554,,,N,,30/07/2013,
00004623,Letras y numeros,C 28609,,,,,,
00004624,Letras y numeros,C 28684,,,,,,
00004626,Letras y numeros,C 28770,,,,,,
00004627,Letras y numeros,C 28771,,,,,,
00004628,Letras y numeros,C 28781,,,,,,
00004634,Letras y numeros,C 29122/1,,,,,,
00004635,Letras y numeros,C 29126,,,,,,
00004636,Letras y numeros,C 29198,,,N,,,25/06/2022
00004637,Letras y numeros,C 29200,,,,,,
00004638,Letras y numeros,C 29254,,,,,,
00004639,Letras y numeros,C 29289,,,,,,
00004640,Letras y numeros,C 29352/1,,,,,,
00004641,Letras y numeros,C 29496,,,,,,
00004642,Letras y numeros,C 29577,,,,,,
00004643,Letras y numeros,C 29624,,,N,,,14/07/2016
00004644,Letras y numeros,C 29897,,,,,,
00004648,Letras y numeros,C 30133,,,,,,
00004650,Letras y numeros,C 30195/2,,,,,,
00004651,Letras y numeros,C 30288,,,,,,
00004652,Letras y numeros,C 30375,,,,,,
00004653,Letras y numeros,C 30414,,,,,,
00004654,Letras y numeros,C 30421,,,,,,
00004655,Letras y numeros,C 30668,,,,,,
00004657,Letras y numeros,C 30703,,,,,,
00004658,Letras y numeros,C 30745,,,,,,
00004660,Letras y numeros,C 30880,,,,,,
00004661,Letras y numeros,C 30880/1,,,,,,
00004662,Letras y numeros,C 30945,,,,,,
00004663,Letras y numeros,C 31120,,,N,,25/06/2013,
00004664,Letras y numeros,C 31126,,,,,,
00004666,Letras y numeros,C 31154,,,,,,
00004667,Letras y numeros,C 31159,,,,,,
00004668,Letras y numeros,C 31190,,,,,,
00004671,Letras y numeros,C 31474,,,,,,
00004672,Letras y numeros,C 31524,,,,,,
00004673,Letras y numeros,C 31700,,,,,,
00004674,Letras y numeros,C 31727,,,,,,
00004675,Letras y numeros,C 31750,,,N,,15/07/2013,
00004676,Letras y numeros,C 31818,,,,,,
00004677,Letras y numeros,C 31852,,,,,,
00004678,Letras y numeros,C 32120,,,,S,,
00004681,Letras y numeros,C 32381,,,,,,
00004682,Letras y numeros,C 32549,,,,,,
00004683,Letras y numeros,C 32640/1,,,,,,
00004684,Letras y numeros,C 32698,,,,,,
00004685,Letras y numeros,C 32809,,,,,,
00004686,Letras y numeros,C 33130,,S,,,,
00004688,Letras y numeros,C 33922,,,,,,
00004689,Letras y numeros,C 33981,,,,,,
00004692,Letras y numeros,C 34109,,,,,,
00004695,Letras y numeros,C 34287,,,,,,
00004696,Letras y numeros,C 34430,,,,,,
00004697,Letras y numeros,C 34888,,,,,,
00004698,Letras y numeros,C 35118,,,,,,
00004699,Letras y numeros,C 35632,,,,,,
00004701,Letras y numeros,C 36188,,,,,,
00004702,Letras y numeros,C 36840,,,,,,
00004703,Letras y numeros,C 36840/1,,,,,,
00004704,Letras y numeros,C 36998,,,,,,
00004706,Letras y numeros,C 37114,,,,,,
00004707,Letras y numeros,C 37144,,,,,,
00004708,Letras y numeros,C 37145,,,,,,
00004710,Letras y numeros,C 37157,,,,,,
00004711,Letras y numeros,C 38163/1,,N,,,,13/05/2014
00004712,Letras y numeros,C 40174,,,,,,
00004713,Letras y numeros,C 40868,,,,,,
00004714,Letras y numeros,C 41173,,,,,,
00004715,Letras y numeros,C 42098,,,,,,
00004717,Letras y numeros,C 48183,,,,,,
00004718,Letras y numeros,C 54121,,,,,,
00004719,Letras y numeros,C 60345,,,,,,
00004720,Letras y numeros,C 221079,,,,,,
00004721,Letras y numeros,C 221113,,,,,,
00004722,Letras y numeros,C 221380,,,,,,
00004723,Letras y numeros,C 261252,,,,,,
00004724,Letras y numeros,C 261252/1,,,,,,
00004725,Letras y numeros,C 271104,,,,,,
00004726,Letras y numeros,C 271170,,,,,,
00004727,Letras y numeros,C 271318,,,,,,
00004729,Letras y numeros,C 271390,,,,,,
00004730,Letras y numeros,C 271520,,,,,,
00004731,Letras y numeros,C 271580,,,,,,
00004732,Letras y numeros,C 271925,,,,,,
00004733,Letras y numeros,C 281012,,N,N,S,,20/12/2013
00004734,Letras y numeros,C 281090,,,,,,
00004735,Letras y numeros,C 281226,,,,,,
00004736,Letras y numeros,C 281265,,,,,,
00004737,Letras y numeros,C 281413,,,,,,
00004738,Letras y numeros,C 291032/1,,,,,,
00004739,Letras y numeros,C 291410/1,,,,,,
00004740,Letras y numeros,C 301066,,,,,,
00004741,Letras y numeros,C 301094,,,,,,
00004742,Letras y numeros,C 301184,,,,,,
00004743,Letras y numeros,C 30122,,,,,,
00004744,Letras y numeros,C 301221,,,,,,
00004745,Letras y numeros,C 301359,,,,,,
00004746,Letras y numeros,C 301371,,,,,,
00004747,Letras y numeros,C 311032,,,,,,
00004748,Letras y numeros,C 311093/1,,,,,,
00004749,Letras y numeros,C 311160,,,,,,
00004750,Letras y numeros,C 311165,,,,,,
00004752,Letras y numeros,C 311226/1,,,,,,
00004753,Letras y numeros,C 311256,,,,,,
00004754,Letras y numeros,C 311276,,,,,,
00004755,Letras y numeros,C 311311,,,,,,
00004756,Letras y numeros,C 311352,,,N,,17/01/2017,
00004757,Letras y numeros,C 311440,,,,,,
00004758,Letras y numeros,C 311460,,,,,,
00004759,Letras y numeros,C 311461,,,,,,
00004760,Letras y numeros,C 311512,,,,,,
00004761,Letras y numeros,C 311590/1,,,,,,
00004762,Letras y numeros,C 311592,,,,,,
00004763,Letras y numeros,C 311641,,,,,,
00004764,Letras y numeros,C 311645,,,,,,
00004765,Letras y numeros,C 321160,,,N,,,02/04/2015
00004766,Letras y numeros,C 321500,,,,,,
00004767,Letras y numeros,C 321594,,,,,,
00004768,Letras y numeros,C 331015,,,,,,
00004769,Letras y numeros,C 331023,,,,,,
00004770,Letras y numeros,C 331053,,,,,,
00004771,Letras y numeros,C 331296,,,,,,
00004772,Letras y numeros,C 331300,,,,,,
00004773,Letras y numeros,C 331305,N,,N,S,21/08/2018,
00004774,Letras y numeros,C 331456,,,,,,
00004775,Letras y numeros,C 331465,,,,,,
00004776,Letras y numeros,C 331600/1,,,,,,
00004777,Letras y numeros,C 331605,,,,,,
00004778,Letras y numeros,C 331825,,,,,,
00004779,Letras y numeros,C 331825/1,,,,,,
00004780,Letras y numeros,C 331840,,,,,,
00004781,Letras y numeros,C 331912,,,,,,
00004782,Letras y numeros,C 331929,,,,,,
00004783,Letras y numeros,C 332139,,,,,,
00004784,Letras y numeros,C 332225,,,,,,
00004785,Letras y numeros,C 351039,,,,,,
00004786,Letras y numeros,C 351177,,,,,,
00004787,Letras y numeros,C 351592,,,,,,
00004788,Letras y numeros,C 351850,,,,,,
00004789,Letras y numeros,C 352194,,,,,,
00004790,Letras y numeros,C 361125,,,,,,
00004791,Letras y numeros,C 371053,,,,,,
00004792,Letras y numeros,C 371774,,,,,,
00004793,Letras y numeros,C 381723,,,,,,
00004794,Letras y numeros,C 402070,,,,,,
00004795,Letras y numeros,C 411776,,,,,,
00004797,Letras y numeros,C 421404,,,,,,
00004798,Letras y numeros,C 452666,,,,,,
00004799,Letras y numeros,C 453265,,,,,,
00004800,Letras y numeros,C 481047,,,,,,
00004801,Letras y numeros,C 641500,,,,,,
00004807,Letras y numeros,CF 504,,,,,,
00004809,Letras y numeros,CF 604,,,,,,
00004810,Letras y numeros,CF 604/1,,,,,,
00004812,Letras y numeros,CF 606,,,N,,,16/12/2014
00004814,Letras y numeros,CF 630,,,,,,
00004816,Letras y numeros,CF 705,,,,,,
00004819,Letras y numeros,CF 711,,,,,,
00004824,Letras y numeros,CF 807,,,,,,
00004825,Letras y numeros,CF 808,,,,,,
00004826,Letras y numeros,CF 811,,,,,,
00004829,Letras y numeros,CF 830,,,,,,
00004833,Letras y numeros,CF 908/1,,S,N,,24/09/2012,
00004835,Letras y numeros,CF 908/3,,,,,,
00004836,Letras y numeros,CF 910,,,,,,
00004837,Letras y numeros,CF 915,,,,,,
00004840,Letras y numeros,CF 923,,,N,,,04/07/2012
00004843,Letras y numeros,CF 930,,,,,,
00004847,Letras y numeros,CF 1112,,,,,,
00004848,Letras y numeros,CF 1122,,,N,,,05/03/2018
00004849,Letras y numeros,CF 1125,,,,,,
00004850,Letras y numeros,CF 1133,,,,,,
00004852,Letras y numeros,CF 1210,,,,,,
00004853,Letras y numeros,CF 1212,,,N,,,21/10/2016
00004857,Letras y numeros,CF 1313,,,,,,
00004860,Letras y numeros,CF 1514,,,,,,
00004862,Letras y numeros,CF 1600,,,N,,,01/03/2013
00004865,Letras y numeros,CF 2100/1,,,,,,
00004866,Letras y numeros,CF 2135,,,,,,
00004868,Letras y numeros,CU 2149,,,,,,
00004869,Letras y numeros,CU 2316,,,,,,
00004872,Letras y numeros,CU 2430,,,,,,
00004873,Letras y numeros,CU 2525,,,,,,
00004874,Letras y numeros,CU 2745,,,N,,,11/07/2014
00004875,Letras y numeros,CU 2861,,,,,,
00004876,Letras y numeros,CU 2882,,,,,,
00004877,Letras y numeros,CU 2897,,,,,,
00004878,Letras y numeros,CU 2939,,,,,,
00004879,Letras y numeros,CU 2940,,,,,,
00004880,Letras y numeros,CU 3054,,,N,,28/02/2017,
00004881,Letras y numeros,CU 3059,,,,,,
00004882,Letras y numeros,CU 3337,,,N,,,17/10/2011
00004883,Letras y numeros,CU 3340,,,,,,
00004884,Letras y numeros,CU 3435,,,,,,
00004885,Letras y numeros,CU 3562,,N,,,,22/07/2022
00004886,Letras y numeros,CU 3858,,,,,,
00004887,Letras y numeros,CU 4007,,,,,,
00004888,Letras y numeros,CU 4251,,,N,,,15/05/2018
00004895,Letras y numeros,H 54,,,,,,
00004896,Letras y numeros,H 55,,,,,,
00004897,Letras y numeros,H 56,,,,,,
00004898,Letras y numeros,H 57,,,,,,
00004899,Letras y numeros,H 61,,,,,,
00004900,Letras y numeros,H 66/10,,,,,,
00004901,Letras y numeros,H 76,,,,,,
00004902,Letras y numeros,H 50,,,N,,,14/05/2018
00004903,Letras y numeros,H 51,,,,,,
00004904,Letras y numeros,H 52,,,,,,
00004905,Letras y numeros,H 53,,,,,,
00004906,Letras y numeros,H 57,,,,,,
00004907,Letras y numeros,H 58,,,,,,
00004908,Letras y numeros,H 63,,,,,,
00004909,Letras y numeros,H 64x,,,,,,
00004910,Letras y numeros,H 65,,,,,,
00004911,Letras y numeros,H 66x,,,,,,
00004912,Letras y numeros,H 67,,,N,,,02/05/2014
00004913,Letras y numeros,H 68,,,,,,
00004914,Letras y numeros,H 69,,,,,,
00004915,Letras y numeros,H 79,,,,,,
00004916,Letras y numeros,H 88,,,,,,
00004917,Letras y numeros,H 182,,,,,,
00004918,Letras y numeros,H 203,,,,,,
00004919,Letras y numeros,H 406,,,,,,
00004920,Letras y numeros,H 407,,,,,,
00004921,Letras y numeros,H 409,,,,,,
00004922,Letras y numeros,H 410,,,,,,
00004923,Letras y numeros,H 506,S,,,,,
00004924,Letras y numeros,H 513,,,,,,
00004925,Letras y numeros,H 601,,,,,,
00004927,Letras y numeros,H 601n,,,,,,
00004928,Letras y numeros,H 609,,,,,,
00004929,Letras y numeros,H 610,,,,,,
00004930,Letras y numeros,H 611,,,N,,,30/05/2017
00004931,Letras y numeros,H 611/10,,,,,,
00004932,Letras y numeros,H 612,,N,N,,,06/04/2022
00004934,Letras y numeros,H 614n,,,N,,,15/01/2016
00004935,Letras y numeros,H 614x,,,,,,
00004937,Letras y numeros,H 616/10,,,,,,
00004938,Letras y numeros,H 617n,,,,,,
00004939,Letras y numeros,H 621,,,,,,
00004940,Letras y numeros,H 622,,,,,,
00004941,Letras y numeros,H 625,,,,,,
00004942,Letras y numeros,H 631,,,N,,,27/05/2015
00004943,Letras y numeros,H 660,,,,,,
00004944,Letras y numeros,H 710,,,,,,
00004945,Letras y numeros,H 710/5,,,,,,
00004947,Letras y numeros,H 713x,,,N,,,05/07/2022
00004949,Letras y numeros,H 716/10,,,,,,
00004950,Letras y numeros,H 716x,,N,N,,,
00004951,Letras y numeros,H 717,,,,,,
00004952,Letras y numeros,H 717/1,,,,,,
00004953,Letras y numeros,H 718/10,,,,,,
00004954,Letras y numeros,H 719/10,,,,,,
00004955,Letras y numeros,H 720/10,,,N,,,01/12/2017
00004956,Letras y numeros,H 720x,,,,,,
00004957,Letras y numeros,H 721,,,,,,
00004958,Letras y numeros,H 723,,N,,,,10/05/2022
00004959,Letras y numeros,H 724,,,,,,
00004960,Letras y numeros,H 725,,,,,,
00004961,Letras y numeros,H 726/10,,,,,,
00004962,Letras y numeros,H 726x,,,,,,
00004965,Letras y numeros,H 728,,,,,,
00004966,Letras y numeros,H 729,,,,,,
00004967,Letras y numeros,H 729/10,,S,,,,14/09/2017
00004968,Letras y numeros,H 730x,,,,,,
00004969,Letras y numeros,H 737,,,,,,
00004970,Letras y numeros,H 746,,,,,,
00004971,Letras y numeros,H 749,,,,,,
00004972,Letras y numeros,H 804/10x,,,,,,
00004973,Letras y numeros,H 804d,,,,,,
00004974,Letras y numeros,H 804x,,,N,,,29/03/2017
00004975,Letras y numeros,H 805,,,,,,
00004976,Letras y numeros,H 807,,,,,,
00004977,Letras y numeros,H 809,,,,,,
00004978,Letras y numeros,H 811,,,N,,,31/08/2013
00004981,Letras y numeros,H 813x,,,,,,
00004982,Letras y numeros,H 813x,,,N,,,17/06/2019
00004983,Letras y numeros,H 814,,,,,,
00004984,Letras y numeros,H 816/5,,,,,,
00004986,Letras y numeros,H 816x,,N,N,,,05/04/2018
00004987,Letras y numeros,H 817,,,,,,
00004989,Letras y numeros,H 818/5,,,,,,
00004991,Letras y numeros,H 819n,,,N,,,24/08/2013
00004994,Letras y numeros,H 822/1x,,,,,,
00004997,Letras y numeros,H 824/11,,,N,,,
00004998,Letras y numeros,H 824/15,,,,,,
00004999,Letras y numeros,H 824/1x,,,,,,
00005000,Letras y numeros,H 825/1,,S,N,,,22/01/2014
00005002,Letras y numeros,H 826,,,,,,
00005003,Letras y numeros,H 827,,,,,,
00005004,Letras y numeros,H 828,,,,,,
00005005,Letras y numeros,H 828/10,,,,,,
00005006,Letras y numeros,H 828/5,,,,,,
00005007,Letras y numeros,H 829,,,,,,
00005008,Letras y numeros,H 829/3,,,N,,,19/12/2013
00005010,Letras y numeros,H 831x,,,,,,
00005011,Letras y numeros,H 833,,,,,,
00005012,Letras y numeros,H 834,,,,,,
00005013,Letras y numeros,H 837,,,,,,
00005014,Letras y numeros,H 838,,,,,,
00005015,Letras y numeros,H 841,,,,,,
00005016,Letras y numeros,H 845,,,,,,
00005017,Letras y numeros,H 846,,S,,,,02/10/2018
00005018,Letras y numeros,H 849/10,,,,,,
00005019,Letras y numeros,H 853,,,,,,
00005020,Letras y numeros,H 854x,,,N,,,27/07/2013
00005021,Letras y numeros,H 909,,,,,,
00005022,Letras y numeros,H 910/2,,,,,,
00005024,Letras y numeros,H 914,,,N,,,16/11/2015
00005025,Letras y numeros,H 914/10,,,,,,
00005027,Letras y numeros,H 916x,N,,N,,,
00005028,Letras y numeros,H 919,,,,,,
00005030,Letras y numeros,H 921/20,,,,,,
00005031,Letras y numeros,H 921/30,,,,,,
00005033,Letras y numeros,H 922/1x,,,,,,
00005034,Letras y numeros,H 923x,,,,,,
00005035,Letras y numeros,H 924,,,,,,
00005036,Letras y numeros,H 925/1x,,,,,,
00005037,Letras y numeros,H 926,,,N,,,24/10/2011
00005039,Letras y numeros,H 928/1t,,,,,,
00005040,Letras y numeros,H 929x,,,,,,
00005041,Letras y numeros,H 930,,,,S,,
00005042,Letras y numeros,H 930/15x,,N,,,,29/07/2014
