,Codigo,Descripcion,Grupo,Fecha Compra,Fecha Venta,Inv Bodega,Inv Matriz,Inv Serena,Inv Industrial
4862,00086687,MOPA FREGONA ALGODON BLANCO 250GR (24UND)         ,ROTACION ,,,,,,
4863,00086688,MANGO FREGONA  ROSCA 1.4 M (ITALY)                ,ROTACION ,,,,,,
4864,00086692,PER HEX MI 10.9  12X 40MM                         ,ROTACION ,,,,,,
4865,00086694,PER HEX MI 10.9 12 X 60MM                         ,ROTACION ,,,,,,
4866,00086695,PER HEX  MI 10.9  12 X 70MM                       ,ROTACION ,,,,,,
4867,00086698, 10.9 PASO 1 5 12 X 70                            ,ROTACION ,,,,,,
4868,00086706,TUERCA SEGURO 12 M PASO 1 75                      ,ROTACION ,,,,,,
4869,00086707,GOLILLA CORRIENTE   1/2                           ,ROTACION ,,,,,,
4870,00086708,GENERADOR COMBINADO 22KVA BRUNO                   ,ROTACION ,,,,,,
4871,00086709,GENERADOR COMBINADO 33KVA BRUNO                   ,ROTACION ,,,,,,
4872,00086711,GENERADOR COMBINADO 22KVA SDMO                    ,ROTACION ,,,,,,
4873,00086712,GENERADOR COMBINADO 30KVA SDMO                    ,ROTACION ,,,,,,
4874,00086720,GENERADOR COMBINADO 22KVA INMESOL                 ,ROTACION ,,,,,,
4875,00086723,GENERADOR COMBINADO 33KVA INMESOL                 ,ROTACION ,,,,,,
4876,00086726,"ESMERIL A. 9"" (230)2200 5.5 HOMBRE MUERTO (GA9060)",ROTACION ,,,,,,
4877,00086727,MOTOR ARRANQUE NPR815 ISUZU 5.2                   ,ROTACION ,,,,,,
4878,00086732,CROSBY CANCAMO GIR.HR-125 M8X1 25X40              ,ROTACION ,,,,,,
4879,00086733,CROSBY CANCAMO GIR.HR-125 M10X1 50X40             ,ROTACION ,,,,,,
4880,00086734,CROSBY CANCAMO GIR.HR-125 M12X1 75X70             ,ROTACION ,,,,,,
4881,00086735,CROSBY CANCAMO GIR.HR-125 M16X2 0X60              ,ROTACION ,,,,,,
4882,00086737,BATERIA AC DELCO 100 AM 780CC                     ,ROTACION ,,,,,,
4883,00086739,HERVIDOR SOMELA HE-1200                           ,ROTACION ,,,,,,
4884,00086740,PLACA COMPACT.REVERSIBLE HONDA 5.5HP              ,ROTACION ,,,,,,
4885,00086749,"TUERCA C/RESORTE 1/2"" EKOLINE                     ",ROTACION ,,,,,,
4886,00086752,PLANCHA METALICA 1CM (10MM) X 1 X 3               ,ROTACION ,,,,,,
4887,00086753,PLANCHA 32 X 3 X 6                                ,ROTACION ,,,,,,
4888,00086768,PLATINA 32 X 3 X 6                                ,ROTACION ,,,,,,
4889,00086769,PERNO HEX  A-325 1 1/2 X 5 COMPLETO               ,ROTACION ,,,,,,
4890,00086770,PERNO PARKER CAB PL 5/8 X 3 G8 COMPLETO           ,ROTACION ,,,,,,
4891,00086773,BARRA PLANA 32MM X 5 X 6MTS                       ,ROTACION ,,,,,,
4892,00086774,BARRA PLANA 32MM X 10 X 6MTS                      ,ROTACION ,,,,,,
4893,00086775,SOPORTE EXTINTOR REFORZADO 10 A 15 KLS.           ,ROTACION ,,,,,,
4894,00086776,GENERADOR GG14 B&S 14KVA / 230                    ,ROTACION ,,,,,,
4895,00086777,PLACA COMPRACTADORA BOMAG BPR35-60D               ,ROTACION ,,,,,,
4896,00086779,"VALVULA RETENCIÓN 1/2""                            ",ROTACION ,,,,,,
4897,00086784,UNION STORZ ESPIGA 2 1/2                          ,ROTACION ,,,,,,
4898,00086785,UNION STORZ HEMBRA BSP 2 1/2                      ,ROTACION ,,,,,,
4899,00086786,MANGUERA PLANA PVC NITRILO 200 PSI 2 1/2 ROJA     ,ROTACION ,,,,,,
4900,00086789,"MACHO M/PRESION ACERO GALV ESPIGA 1""              ",ROTACION ,,,,,,
4901,00086793,DISCO SIERRA 10 1/2 (260X25.4X120T)ALUMINIO D61058,ROTACION ,,,,,,
4902,00086794,YESO VOLCAN 1KG                                   ,ROTACION ,,,,,,
4903,00086795,TUBO FL. 36W LUZ DIA 54 TLD PH.                   ,ROTACION ,,,,,,
4904,00086806,INTERRUPTOR DOBLE 9/15 BLCO                       ,ROTACION ,,,,,,
4905,00086807,INTERRUPTOR SIEMPLE 9/12 BLCO                     ,ROTACION ,,,,,,
4906,00086809,ACEITE CORTE WOC 5L                               ,ROTACION ,,,,,,
4907,00086810,TALADRINA CUT-COLL 5L                             ,ROTACION ,,,,,,
4908,00086811,ACEITE CORTE MULTI WFC 5L                         ,ROTACION ,,,,,,
4909,00086816,KNOCK OUT HIDRAULICO 15T (HHK-15)TLP-CHINA        ,ROTACION ,,,,,,
4910,00086822,CANAL U 2 X 3 X 0.85 X 6 MTS                      ,ROTACION ,,,,,,
4911,00086823,OMEGA CIELO X 6 MTS                               ,ROTACION ,,,,,,
4912,00086828,ALICADOR DSC                                      ,ROTACION ,,,,,,
4913,00086838,PROYECTOR LED FL-200 IP65 200W                    ,ROTACION ,,,,,,
4914,00086839,"CONDUIT GALV. 2"" X 3 MTS. C.80.1EKOLI             ",ROTACION ,,,,,,
4915,00086843,CARPA 5X6MTS.TELA PVC 0.60MM ESP.P650GR/M2 IMPERMI,ROTACION ,,,,,,
4916,00086844,CARPA 5X6MT.TELA PVC 0.70MM PESO800GR/M2 IMPERME  ,ROTACION ,,,,,,
4917,00086846,PLANCHA ACERO GALV 4MM X 1000 X 3000              ,ROTACION ,,,,,,
4918,00086847,TUERCA HEX.PU G2 NC 1/2 GALV                      ,ROTACION ,,,,,,
4919,00086851,CORNISA FINGER 3/4 2 X 3                          ,ROTACION ,,,,,,
4920,00086863,GOLILLA PRESION 1/2 GV                            ,ROTACION ,,,,,,
4921,00086865,PINO 1X10 3.20 INSIGNE BRUTO                      ,ROTACION ,,,,,,
4922,00086870,PERNO A-325 3/4 X 6 1/2 NR                        ,ROTACION ,,,,,,
4923,00086873,COPLA GALV. CL 150NPT 1                           ,ROTACION ,,,,,,
4924,00086874,PERNO HEX G8.8 D-933 P2- 16X50MM                  ,ROTACION ,,,,,,
4925,00086875,ESMALTE OLEO NEGRO BRILLANTE CP-70 BASE FUERTE    ,ROTACION ,,,,,,
4926,00086876,LATEX TECNO-CONSTRUCCION BLANCO SIPA  4           ,ROTACION ,,,,,,
4927,00086878,SIERRA SABLE P/METAL150X25MM C/HASTA100MM 5PZAS   ,ROTACION ,,,,,,
4928,00086879,SIERRA SABLE P/METAL 225X25MM C/HASTA 175MM 5PZAS ,ROTACION ,,,,,,
4929,00086880,SIERRA SABLE P/METAL 300X25MM C/HASTA 250MM 5PZAS ,ROTACION ,,,,,,
4930,00086881,SIERRA SABLE P/METAL 300X19MM C/HASTA250MM 5PZAS  ,ROTACION ,,,,,,
4931,00086884,CURVADORA HIDRAULICA 1/2 -2'' MEGA                ,ROTACION ,,,,,,
4932,00086887,CURVADORA HIDRAULICA 1/2 - 3''   MEGA             ,ROTACION ,,,,,,
4933,00086902,DISCO CORTE BODCH EXPER 7                         ,ROTACION ,,,,,,
4934,00086915,MARTILLO COMB HILTI TE 30 A 36 M (2029311)        ,ROTACION ,,,,,,
4935,00086921,MUEBLE HERRAMIENTA 4+1 TACTIX                     ,ROTACION ,,,,,,
4936,00086924,"CAMPANILLA 10"" 220V C/BASE                        ",ROTACION ,,,,,,
4937,00086927,VALVULA BOLA HI 2'' BRONCE NIBSA (200-400)        ,ROTACION ,,,,,,
4938,00086929,DOBLADORA HIDRAULICA 3/8-2'' HB382 RIDGID         ,ROTACION ,,,,,,
4939,00086930,PLANCHA 3 X 1 X 3MM ACERO CARBONO                 ,ROTACION ,,,,,,
4940,00086931,TIRA PERFIL 40 X 40 X 3MM X 6MTS.-                ,ROTACION ,,,,,,
4941,00086942,REFUERZO PARACHOQUE DEL SUZ G.VITARA              ,ROTACION ,,,,,,
4942,00086946,FRONTAL INFERIOR SUZ G.VITARA                     ,ROTACION ,,,,,,
4943,00086947,FRONTAL SUPERIOR SUZ G.VITARA                     ,ROTACION ,,,,,,
4944,00086948,PANDERETA 0.50 X 2 MTS                            ,ROTACION ,,,,,,
4945,00086949,POSTE PARA PANDERETA                              ,ROTACION ,,,,,,
4946,00086950,VIDRIO DOBLE 3 M/M 88.5 X 38.5                    ,ROTACION ,,,,,,
4947,00086951,VIDRIO TRIPLE 4 M/M                               ,ROTACION ,,,,,,
4948,00086958,PLACA DIODO GA 1596                               ,ROTACION ,,,,,,
4949,00086959,REGULADOR GA 595                                  ,ROTACION ,,,,,,
4950,00086965,PERNO RUEDA MERCEDES 1.5X95 BENZ IVECO 1313       ,ROTACION ,,,,,,
4951,00086966,SEGURO PERNO RUEDA 22MM T/GOTA                    ,ROTACION ,,,,,,
4952,00086972,CODO SO-SO 3/4 AGUA                               ,ROTACION ,,,,,,
4953,00086973,CODO SO-HI 3/4 AGUA                               ,ROTACION ,,,,,,
4954,00086982,HERVIDOR 629 ELECTRON                             ,ROTACION ,,,,,,
4955,00087008,CABLE ACERO GALV. 6*7 FC 5/32                     ,ROTACION ,,,,,,
4956,00087013,RODAMIENTO NTN UC 209                             ,ROTACION ,,,,,,
4957,00087029,PUNTO PARA CENTRAR 1/2 X 5.5/8 PROTO              ,ROTACION ,,,,,,
4958,00087043,RETEN CR 62752 6 25 7 85 0.625                    ,ROTACION ,,,,,,
4959,00087045,NEU 325/95 R24 CM772 22PR TL 826935               ,ROTACION ,,,,,,
4960,00087049,JUEGO CADENAS PARA NIEVE 275/70R18                ,ROTACION ,,,,,,
4961,00087051,KIT HIDRONEUMATICO VCF100L 100L                   ,ROTACION ,,,,,,
4962,00087052,"CODO BRONCE SO-HE 3/4""                            ",ROTACION ,,,,,,
4963,00087067,CALEFONT IONIZADO 5 LT JUNKERS                    ,ROTACION ,,,,,,
4964,00087075,PISTOLA AUTOMATICA COMBISTIBLE 3/4 FILL RITE      ,ROTACION ,,,,,,
4965,00087087,TAMBOR DE ACEITE CAUFQUEN 1                       ,ROTACION ,,,,,,
4966,00087104,ROD 6209 ZZ KOYO JP                               ,ROTACION ,,,,,,
4967,00087105,ROD 6309 ZZ KOYO JP                               ,ROTACION ,,,,,,
4968,00087130,EXTENSION ELECTRICA 30MT 220W CARRETE             ,ROTACION ,,,,,,
4969,00087132,DOBLADORA FIERRO MOD.DEL32                        ,ROTACION ,,,,,,
4970,00087133,DOBLADORA FIERRO MOD.CEL42                        ,ROTACION ,,,,,,
4971,00087134,LLAVE PUNTA CORONA 2.3/16 ELORA                   ,ROTACION ,,,,,,
4972,00087142,CERAMICA ABRASIVA LOC                             ,ROTACION ,,,,,,
4973,00087144,CORTADORA DE BARRAS MOD.CEL 36 4ENFI2005          ,ROTACION ,,,,,,
4974,00087151,MONTAJE NEUM 10 12 -16.5 TUBULAR  C/U             ,ROTACION ,,,,,,
4975,00087162,ENCHUFE MOD HEMBRA 2P+T 10/16A MAGIC BITICINO     ,ROTACION ,,,,,,
4976,00087163,MOLDURA 20 X 12.5MM C/TAPA (10030)                ,ROTACION ,,,,,,
4977,00087165,TRANSPALETA 2000 KGS 540MMX1150MM                 ,ROTACION ,,,,,,
4978,00087176,"PERNO CUCHILLA NC 1""X3.1/2""                       ",ROTACION ,,,,,,
4979,00087193,BOMBA SUMERGIBLE 1 HP LONCIN QDX                  ,ROTACION ,,,,,,
4980,00087203,PLATINA ACERO 75X5X6000                           ,ROTACION ,,,,,,
4981,00087204,PLATINA ACERO 32X8X6000                           ,ROTACION ,,,,,,
4982,00087205,PLATINA ACERO 50X12X6000                          ,ROTACION ,,,,,,
4983,00087206,PLATINA ACERO 75X12X6000                          ,ROTACION ,,,,,,
4984,00087207,PLATINA ACERO 100X12X6000                         ,ROTACION ,,,,,,
4985,00087208,PLATINA ACERO 120X12X6000                         ,ROTACION ,,,,,,
4986,00087209,ANGULO 30X30X5                                    ,ROTACION ,,,,,,
4987,00087210,PLANCHA FE 1000X3000X5MM                          ,ROTACION ,,,,,,
4988,00087211,PLANCHA FE 1000X3000X20MM                         ,ROTACION ,,,,,,
4989,00087214,CONDULET ST300 ALUMINIO INYEC.                    ,ROTACION ,,,,,,
4990,00087215,PERNO HEX ZINC 3/4 X 11                           ,ROTACION ,,,,,,
4991,00087217,CUCHILLA HERR TORNO 1''X3/16X6'' (04-32-09)       ,ROTACION ,,,,,,
4992,00087230,FILTRO TECFIL PSL174 (LF0667)                     ,ROTACION ,,,,,,
4993,00087232,FILTRO PEL-415 (LF17486)                          ,ROTACION ,,,,,,
4994,00087233,FILTRO PEL-2011 (LF3829)                          ,ROTACION ,,,,,,
4995,00087256,MOTONES SIMPLE 5'' X 550 KG  (51-02-05)           ,ROTACION ,,,,,,
4996,00087257,MOTONES DOBLES 5'' X 550 KG (51-01-05)            ,ROTACION ,,,,,,
4997,00087271,COPA DIAMANTADA 125MM DOBLE ASPERESA (D-41458)    ,ROTACION ,,,,,,
4998,00087272,COPA DIAMANTADA 180MMX22.23MM (D-62321)           ,ROTACION ,,,,,,
4999,00087307,DISCO EMBRAGUE NP300 NISSAN                       ,ROTACION ,,,,,,
5000,00087308,PRENSA EMGRAGUE NP300 NISSAN                      ,ROTACION ,,,,N,,
5001,00087309,RODAMIENTO EMBRAGUE NP300 VALEO                   ,ROTACION ,,,,,,
5002,00087312,AMORT.DEL NP300 ORIGINAL                          ,ROTACION ,,,,,,
5003,00087313,AMORT.TRASERO NP300 ORIGINAL                      ,ROTACION ,,,,,,
5004,00087314,FILTRO AIRE PA1674                                ,ROTACION ,,,,,,
5005,00087316,"ABRAZADERA F/F 2 PERNO SL 22-3/8"" (17-22)         ",ROTACION ,,,,,,
5006,00087327,"DISCO CORTE 14"" A24R KLINSPORG SUPRA              ",ROTACION ,,,,,,
5007,00087350,PER HEX. A325 1 X 4 HC                            ,ROTACION ,,,,,,
5008,00087361,FUIBLE 60AMP S/PATA                               ,ROTACION ,,,,,,
5009,00087364,ABRAZADERA A.PRESION INOX 36-39MM                 ,ROTACION ,,,,,,
5010,00087367,NEUM 825 R16 CDR926D 14PR WESLAKE                 ,ROTACION ,,,,,,
5011,00087374,FLOTADOR COM NISSAN TERRA                         ,ROTACION ,,,,,,
5012,00087375,BOMBA  INYE  COMBU NISSAN                         ,ROTACION ,,,,,,
5013,00087401,JGO CARBON HR5211C 195844-2                       ,ROTACION ,,,,,,
5014,00087417,CARPA 3 X 14 MTS CON OJETILLO CADA 80 CENTIMETROS ,ROTACION ,,,,,,
5015,00087422,"UNIDAD FRL 150PSI NPT 1/2""                        ",ROTACION ,,,,,,
5016,00087427,CANAL METALC C-6*38*8 6 MTS                       ,ROTACION ,,,,,,
5017,00087428,CANAL METALCOM U 62*25*0.85 6 MTS                 ,ROTACION ,,,,,,
5018,00087447,TABLERO EMB 6MOD PTA TRANSP                       ,ROTACION ,,,,,,
5019,00087506,ACEITE VALVOLINE 15W40 CI-4 19LTS                 ,ROTACION ,,,,,,
5020,00087510,FILTRO HIDRAULICO p763529                         ,ROTACION ,,,,,,
5021,00087511,FILTRO HIDRAULICO P564425                         ,ROTACION ,,,,,,
5022,00087521,FAROL TRAS LH MASTERVAN 1.3 SUZ                   ,ROTACION ,,,,,,
5023,00087522,PARACHOQUE TRAS SUZ MASTER VAN                    ,ROTACION ,,,,,,
5024,00087527,AMPOLLETA XENON H8 6000K                          ,ROTACION ,,,,,,
5025,00087529,"ESP.QUIMICA 5/8X5"" C/AMPOLLA Y TUERCA             ",ROTACION ,,,,,,
5026,00087560,ATS GENERADOR 1500                                ,ROTACION ,,,,,,
5027,00087561,CAPSULA QUIMICA HVU M16X125                       ,ROTACION ,,,,,,
5028,00087562,VARILLA ANCLAJE HAS 58.8 5/8X6                    ,ROTACION ,,,,,,
5029,00087564,AUTOMATICO 1X63A 6-10KA (06382)                   ,ROTACION ,,,,,,
5030,00087573,"CORREA DAYKO 22345 15/32""                         ",ROTACION ,,,,,,
5031,00087579,NIPLE 12-12 FFORX 45º                             ,ROTACION ,,,,,,
5032,00087580,ADAPTADOR 06 MJ-06FJX 45ª                         ,ROTACION ,,,,,,
5033,00087581,TERMINAL 6-6 FFORX HI                             ,ROTACION ,,,,,,
5034,00087582,TERMINAL 10-10 FFORX HI                           ,ROTACION ,,,,,,
5035,00087583,TERMINAL 6-6 MFOR HE                              ,ROTACION ,,,,,,
5036,00087584,TERMINAL 10-10 MFOR HE                            ,ROTACION ,,,,,,
5037,00087585,"PER. A-325 5/8 X 1 1/4"" GALV.                     ",ROTACION ,,,,,,
5038,00087586,ADHESIVO EPOXICO MCI DUR 230 (SEPE230)            ,ROTACION ,,,,,,
5039,00087594,PERNO HEX M64 X 240 10.9                          ,ROTACION ,,,,,,
5040,00087595,TUERCA M64 C8 NR                                  ,ROTACION ,,,,,,
5041,00087596,PERNO AVELLANADO 22X65 10.9                       ,ROTACION ,,,,,,
5042,00087614,ROD. NJ 308 EM C3 ROLLWAY                         ,ROTACION ,,,,,,
5043,00087615,ROD 6224 ZZ C3 ROLLWAY                            ,ROTACION ,,,,,,
5044,00087616,ROD 30307 JR-1 KOYO JP                            ,ROTACION ,,,,,,
5045,00087617,ROD 30307 ROLLWAY                                 ,ROTACION ,,,,,,
5046,00087618,ROD NJ 313EM C3 ROLLWAY                           ,ROTACION ,,,,,,
5047,00087619,ROD 30309 ROLLWAY                                 ,ROTACION ,,,,,,
5048,00087620,ROD 30310 ROLLWAY                                 ,ROTACION ,,,,,,
5049,00087621,ROD 30310 JR KOYO                                 ,ROTACION ,,,,,,
5050,00087622,ROD 6315 ZZ C3 ROLLWAY                            ,ROTACION ,,,,,,
5051,00087623,PULPO GORILA 6                                    ,ROTACION ,,,,,,
5052,00087627,"ROSCADORA 1/2""-2 NPT(50A25) SMART                 ",ROTACION ,,,,,,
5053,00087629,"ROSCADORA 1/2""-2 NPT(50C25) C/BASE SMART          ",ROTACION ,,,,,,
5054,00087630,"ROSCADORA 1/2""-4 NPT(94A25) SMART                 ",ROTACION ,,,,,,
5055,00087664,EXTRACTOR DE 2 PATAS DE 3'' FORCE (6398300)       ,ROTACION ,,,,,,
5056,00087665,EXTRACTOR DE 2 PATAS DE 6'' FORCE (639804)        ,ROTACION ,,,,,,
5057,00087679,BOMBA ROTARIA 1/3 HP 220V FR701VL FILL-RITE       ,ROTACION ,,,,,,
5058,00087685,PARKER 24 X 110 G8.8 PASO 1.50                    ,ROTACION ,,,,,,
5059,00087686,"CODO 90º GALV. CL 150 NPT 2 1/2""                  ",ROTACION ,,,,,,
5060,00087690,REMACHORA TIPO ACORDEON                           ,ROTACION ,,,,,,
5061,00087691,REMACHAORA NEUMATICA                              ,ROTACION ,,,,,,
5062,00087694,AMPOLLETA AHORRO FL 105W-E40                      ,ROTACION ,,,,,,
5063,00087721,AZADILLA TRES PUNTAS                              ,ROTACION ,,,,,,
5064,00087722,ESM SINT CP-70 BASE INT SOQ 7502                  ,ROTACION ,,,,,,
5065,00087729,ESM SINT CP-70 BASE BLANCA                        ,ROTACION ,,,,,,
5066,00087734,ESMALTE AZUL EPOXICO RAL 5010 GL                  ,ROTACION ,,,,,,
5067,00087739,TINETA ESMALTE EPOXICO AMARILLO REY               ,ROTACION ,,,,,,
5068,00087740,TINETA CATALIZ. EPOXICO                           ,ROTACION ,,,,,,
5069,00087752,"BARRENA BIT 6"" X 5.2"" 30""                         ",ROTACION ,,,,,,
5070,00087754,SEGUN COTIZACION S04-503 D MESON                  ,ROTACION ,,,,,,
5071,00087758,BOTONERA LEGRAND 23717                            ,ROTACION ,,,,,,
5072,00087759,FERRUL 1.5MM                                      ,ROTACION ,,,,,,
5073,00087763,MOTOR PARTIDA NISA TERRA 2 5                      ,ROTACION ,,,,,,
5074,00087783,"CODO 90º A-105 CL3000 NPT 3/4""                    ",ROTACION ,,,,,,
5075,00087802,CAJA ESTANCA 108X108X64MM CIEGA EL-111            ,ROTACION ,,,,,,
5076,00087813,PLANCHA FE NEGRO 1000 X 3000 8MM                  ,ROTACION ,,,,,,
5077,00087821,PER HEX. A-325 5/8 X 3                            ,ROTACION ,,,,,,
5078,00087824,DEFENSA MURO DOBLE TIBURON 2MM                    ,ROTACION ,,,,,,
5079,00087832,PRENSA HID 20 TON MEGA                            ,ROTACION ,,,,,,
5080,00087833,PRENSA HID 30 TON MEGA                            ,ROTACION ,,,,,,
5081,00087834,PRENSA HID 50 TON MEGA                            ,ROTACION ,,,,,,
5082,00087836,ESM.EPOXICO JUEGO A+B GRIS 5LT                    ,ROTACION ,,,,,,
5083,00087839,ESM.EPOXICO JUEGO A+B BLANCO 5LT                  ,ROTACION ,,,,,,
5084,00087862,TORNILLO ESCUADRA 2                               ,ROTACION ,,,,,,
5085,00087863,NEU 10.0/75-15.3 10PR TL IMP1000 TAIHAO           ,ROTACION ,,,,,,
5086,00087880,"PISTOLA ELECTRICA 1""                              ",ROTACION ,,,,,,
5087,00087881,RODAMIENTO 6305 2Z/C3 KOYO                        ,ROTACION ,,,,,,
5088,00087882,TUERCA HEX 1-8 2H NR                              ,ROTACION ,,,,,,
5089,00087884,AMORTIGUADOR TRAS OSTRA ( JUEGO)                  ,ROTACION ,,,,,,
5090,00087911,"PERNO HEX 5/8X3.1/2"" NC G2 GALV COMPLETO          ",ROTACION ,,,,,,
5091,00087912,"PERNO HEX 5/8X4""NC G2 GALV COMPLETO               ",ROTACION ,,,,,,
5092,00087913,"PERNO HEX 5/8X6.1/2""NC G2 GALV COMPLETO           ",ROTACION ,,,,,,
5093,00087914,"PERNO HEX 5/8X7""NC G2 GALV COMPLETO               ",ROTACION ,,,,,,
5094,00087915,ESPEJO CONVEXO 60 CM EXT                          ,ROTACION ,,,,,,
5095,00087916,"PERNO HEX 5/8X8""NC G2 GALV COMPLETO               ",ROTACION ,,,,,,
5096,00087917,BARRA 16MM P-2 1MT ZINCADO                        ,ROTACION ,,,,,,
5097,00087919,TURBO NAVARA C/SENSOR ALTERNATIVO                 ,ROTACION ,,,,,,
5098,00087920,TURBO NAVARA S/SENSOR ALTERNATIVO                 ,ROTACION ,,,,,,
5099,00087921,DADO ALLEN #1/2 3/8 PROTO                         ,ROTACION ,,,,,,
5100,00087932,PLANCHA FIERRO A-36 12X1000X3000MM                ,ROTACION ,,,,,,
5101,00087934,MANGUERA ESPIROFLEX 3''                           ,ROTACION ,,,,,,
5102,00087938,PROYECTOR ÁREA 70W 220V                           ,ROTACION ,,,,,,
5103,00087946,PUNTO CENTRO 3/8 X 4.7 X 8'' PROTO                ,ROTACION ,,,,,,
5104,00087947,PUNTO CENTRO 7/16 X 5.1 X 4'' PROTO               ,ROTACION ,,,,,,
5105,00087948,PUNTO CENTRO 1/2 X 5.5 X 8'' PROTO                ,ROTACION ,,,,,,
5106,00087949,PUNTO CENTRO 5/8 X 6.1 X 1/4 PROTO                ,ROTACION ,,,,,,
5107,00087961,AMORTIGUADOR DEL CHEV OPTRA                       ,ROTACION ,,,,,,
5108,00087967,MARTILLO COMB TE 30-A36M HILTI                    ,ROTACION ,,,,,,
5109,00087969,BATERIA B 36/6.6 Li-Ion   HILTI                   ,ROTACION ,,,,,,
5110,00087971,ADHESIVO INYECC HIT-RED 500 V3/500/1 HILTI        ,ROTACION ,,,,,,
5111,00087989,RODEL REPUEST WIDIA RUBI 10 MM                    ,ROTACION ,,,,,,
5112,00087990,ALAMBRE TUB -ALLOY 255-G 1.2 (SP25LB)             ,ROTACION ,,,,,,
5113,00087991,ALAMBRE TUB -ALLOY 255-O 1/16 (SP25LB)            ,ROTACION ,,,,,,
5114,00087992,BOQUILLA CONT 1.2 M6                              ,ROTACION ,,,,,,
5115,00087993,BOQUILLA CONT 1.6 M8                              ,ROTACION ,,,,,,
5116,00087994,CONECTOR RJ45 CAT5E 100UN  PN:3143                ,ROTACION ,,,,,,
5117,00087996,SWITCH 24 PUERTOS  10/100MBPS TL-SF1024D          ,ROTACION ,,,,,,
5118,00087997,CAPUCHON RJ45 GRIS 100UN UL-NTW70150              ,ROTACION ,,,,,,
5119,00087998,GABINETE MURO ARMABLE 4UX60CMX60CM 2FAN P/CRISTAL ,ROTACION ,,,,,,
5120,00088002,PLANCHA OSB DE 11 M/M.                            ,ROTACION ,,,,,,
5121,00088015,LOCTITE ETCH AGNT  (AGENTE ACTIVADOR)             ,ROTACION ,,,,,,
5122,00088016,PISTOLA MANUAL 400ML PARA CARTUCHO LOCTITE        ,ROTACION ,,,,,,
5123,00088017,BOQUILLA MEZCLADORA 400ML PACK 10U                ,ROTACION ,,,,,,
5124,00088042,VARILLA DE PLATA AG 50% FC FX 2.0 X 450 INDURA    ,ROTACION ,,,,,,
5125,00088077,PER HEX  16MM X 50  1 5 G 10 9 HF                 ,ROTACION ,,,,,,
5126,00088078,MANIOBRA 4 RAMAL 5/16X6MT 5.2TON                  ,ROTACION ,,,,,,
5127,00088081,MANIOBRA 4 RAMAL 3/8X6MT 8.3TON                   ,ROTACION ,,,,,,
5128,00088100,"CODO 90º GALVANIZADO CL150 BSP 2.1/2""             ",ROTACION ,,,,,,
5129,00088101,GABINETE METALICO PROF 8 CAJONES TORIN            ,ROTACION ,,,,,,
5130,00088106,PUNTAS 1/2 X KILO                                 ,ROTACION ,,,,,,
5131,00088107,CORTADORA CER RUBI STAR 63 MM  (27-55-38)         ,ROTACION ,,,,,,
5132,00088112,"VALVULA BOLA BR/CROM BSP 4""                       ",ROTACION ,,,,,,
5133,00088123,PRENSA HIDRA SOBRE  10 TONELA                     ,ROTACION ,,,,,,
5134,00088124,PRENSA HIDRA 15 TONELA                            ,ROTACION ,,,,,,
5135,00088134,PERNO HEX MM 18X50 P2.5 G10.9                     ,ROTACION ,,,,,,
5136,00088135,PERNO HEX MM 10X35 P-1.5 G10.9                    ,ROTACION ,,,,,,
5137,00088136,PERNO HEX MM 6X25 P-1 10.9                        ,ROTACION ,,,,,,
5138,00088397,TERCIADO PINO ESTRUCTURAL 9.5X1..X2.44            ,ROTACION ,,,,,,
5139,00088398,TERCIADO CLEAR 3.2X1.22X2.44                      ,ROTACION ,,,,,,
5140,00088402,MOLY PASTE LOCTITE 454GRS (1LB) IDH226696)        ,ROTACION ,,,,,,
5141,00088411,RODAMIENTO 6014-2RS1 KOYO                         ,ROTACION ,,,,,,
5142,00088416,COPA C/PLACA GRABADO                              ,ROTACION ,,,,,,
5143,00088417,MEDALLA RECONOCIMIENTO                            ,ROTACION ,,,,,,
5144,00088424,PL FIERRO 1000 X 2000 X 12 MM                     ,ROTACION ,,,,,,
5145,00088425,PL FIERRO 1000 X 2000 X 6 MM                      ,ROTACION ,,,,,,
5146,00088427,PARRILLA NEGRA ARS-3 970X6000 (METAL DESPLEGADO)  ,ROTACION ,,,,,,
5147,00088432,MULTIUSO PRIMAVERA 5LTS                           ,ROTACION ,,,,,,
5148,00088439,PERNO CONECTOR MM 19X105 1108010                  ,ROTACION ,,,,,,
5149,00088450,CER 45 X 45 FRESNO AMERICANO 2.08 M2 X CAJA       ,ROTACION ,,,,,,
5150,00088451,CER 45 X 45 EUCALIPTUS 2.08 M2 X CAJA             ,ROTACION ,,,,,,
5151,00088453,REPELENT 100  20LTS                               ,ROTACION ,,,,,,
5152,00088456,ESMALTE ALTO TRAFICO AZUL GL (SHERWIN W)          ,ROTACION ,,,,,,
5153,00088473,"MANGUERA SUC Y DESC PVC ESPIRALADA 1.1/2""         ",ROTACION ,,,,,,
5154,00088485,CORREA 5VX-750 DAYCO                              ,ROTACION ,,,,,,
5155,00088489,PUNTAS 1.1/2                                      ,ROTACION ,,,,,,
5156,00088493,BATERIA 110AMP 12VOLT S2000 CICLO PROFUNDO        ,ROTACION ,,,,,,
5157,00088495,PINTURA EPOXICA VERDE                             ,ROTACION ,,,,,,
5158,00088509,VALVULA CUCHILLO 4''PN10                          ,ROTACION ,,,,,,
