,Codigo,Descripcion,Grupo,Fecha Compra,Fecha Venta,Inv Bodega,Inv Matriz,Inv Serena,Inv Industrial
686,00006677,SILICONA ACETICA TRANS. 595 ML LOCTITE CARTUCHO   ,ROTACION ,,,,,,
687,00006679,CANDADO AMERICAN LOCK S1106 AMARILLO              ,ROTACION ,,,,,,
688,00006680,CANDADO AMERICAN LOCK 1105 AZUL                   ,ROTACION ,,,,,,
689,00006683,JUEGO DE PIOLAS C/ CANDADO                        ,ROTACION ,,,,,,
690,00006684,TRABA TUERCA 6X19 CAMIONETA MINERA CERT.          ,ROTACION ,,,,,,
691,00006685,MONOMANDO LAVAPLATOS INCA IN-915 CRO TEKA         ,ROTACION ,,,,,,
692,00006687,DESAGUE VANITORIO POP 11/4 C/ REBALSE STRETTO     ,ROTACION ,,,,,,
693,00006688,PITON RESINA ABS FAB  60097                       ,ROTACION ,,,,N,,
694,00006689,"LLAVE ANGULAR C/FLEXIBLE METAL 1/2"" NIBSA  1351095",ROTACION ,,,,,,
695,00006691,SILICONA MULTI.TRANS. CARTUCHO 300ML AFIX         ,ROTACION ,,,,,,
696,00006692,PACK 10 PILAS ALCALINAS AAA 1.5V DAIRU            ,ROTACION ,,,,,,
697,00006693,GATA HIDRAULICA 40 TON  SNIT                      ,ROTACION ,,,,,,
698,00006694,ESMERIL ANGULAR MAKITA 2600 W  H M                ,ROTACION ,,,,,,
699,00006696,"ESMERIL MAKITA 9"" GA 9040S HM                     ",ROTACION ,,,,,,
700,00006697,ROPERO METALICO 2 PTAS  1 85  1 CAJON 6 ESP BARRA ,ROTACION ,,,,,,
701,00006698,ALIMENTO PERRO ADULTO 15 KG MASTER DOG            ,ROTACION ,,,,,,
702,00006699,ANTIPARASITARIO MASCOTA 50 ML EXTERNO DRAG PHARMA ,ROTACION ,,,,,,
703,00006700,TUBERIA HDPE 90MM PE100 PN-10 6 MTS               ,ROTACION ,,,,,,
704,00006701,CODO 45° PE100 90MM SDR 17                        ,ROTACION ,,,,,,
705,00006702,CODO 90° PE100 90 MM SDR 17                       ,ROTACION ,,,,,,
706,00006703,"FLANGE LAP 90 MM3"" JOINT 150 LBS A 105            ",ROTACION ,,,,,,
707,00006704,STUB END LARGO PE100 SDR17  T.F 90 MM             ,ROTACION ,,,,,,
708,00006707,GOLILLA PRESION AISI-316 1/2 741432               ,ROTACION ,,,,,,
709,00006709,SILICONA BLANCA AGOREX 700                        ,ROTACION ,,,,,,
710,00006712,BATERIA 100 AMP ROCKET 760CC (BOSCH)              ,ROTACION ,,,,,,
711,00006714,WK 932 SPEED MATE                                 ,ROTACION ,,,,,,
712,00006715,FILTRO POLEN CU 25010-2 KENDALL                   ,ROTACION ,,,,,,
713,00006717,POSTE OMEGA GALVANIZADO 3 MTS X 2.50MM            ,ROTACION ,,,,,,
714,00006719,CORREA B 92  MITSUBA                              ,ROTACION ,,,,,,
715,00006720,CORREA B 90 MITSUBA                               ,ROTACION ,,,,,,
716,00006724,"JGO BROCA A/R 1/16-3/8"" 21PZ DORMER               ",ROTACION ,,,,,,
717,00006725,JGO BROCA A/R 1-10 MM 19PZ DORMER                 ,ROTACION ,,,,,,
718,00006726,AMPERIMETRO KLEIN CL900 2000A                     ,ROTACION ,,,,,,
719,00006735,CARGADOR ALPINE 50 12/24 VOLT 50A BATERIA TELWIN  ,ROTACION ,,,,,,
720,00006737,AMPERIMETRO 374FC  FLUKE                          ,ROTACION ,,,,,,
721,00006738,"PERNO HEX.INOX. 304 1/2 X 1""  158432              ",ROTACION ,,,,,,
722,00006739,GUARDERAS 1/2 X 10                                ,ROTACION ,,,,,,
723,00006741,TACOMETRO DIGITAL LASER SIN CONTACTO DT2234C      ,ROTACION ,,,,,,
724,00006742,DISTANCIOMETRO LASER 60M HT-60 MEMOR20 RESULTADOS.,ROTACION ,,,,,,
725,00006743,DISTANCIOMETRO MANO DM100 PRECASTER               ,ROTACION ,,,,,,
726,00006744,DISTANCIOMETRO TAPSUS DM-100                      ,ROTACION ,,,,,,
727,00006748,MULTIMETRO TERMOGRAFICO INAL.FLUKE 279            ,ROTACION ,,,,,,
728,00006767,"PER HEX G8  1""  3/8  X   8"" UNC                   ",ROTACION ,,,,,,
729,00006768,"TUER HEX  G8    1""   3/8                          ",ROTACION ,,,,,,
730,00006769,GOLILLA PLANA  1!  3/8                            ,ROTACION ,,,,,,
731,00006770,GOLILLA PLANA   1!  3/8                           ,ROTACION ,,,,,,
732,00006771,ALICATE ENFIERRADOR 9S/AISLACION 204-9  RYDON     ,ROTACION ,,,,,,
733,00006774,COMPRESOR 5.5 HP 175 LBS 380V MSV-20MX SCHULZ     ,ROTACION ,,,,,,
734,00006775,COMPRESOR 3HP 200 LT 220V MSL15MAX SCHULZ         ,ROTACION ,,,,,,
735,00006776,COMPRESOR 3 HP 200 LT 220V MASV15 MAX/200 SCHULZ  ,ROTACION ,,,,,,
736,00006777,TALADRO PEDESTAL 25MM 900W TC825/200/50 GLADIADOR ,ROTACION ,,,,,,
737,00006779,ESMALTE SINTETICO MAITE ORO GL                    ,ROTACION ,,,,,,
738,00006780,ESMALTE AL AGUA CP-70 COLORES FUERTE 5 GL         ,ROTACION ,,,,,,
739,00006784,ESMALTE AGUA CP-70 AZUL GALON                     ,ROTACION ,,,,,,
740,00006785,ALAMBRE TUBULAR  71 1.2 MM                        ,ROTACION ,,,,,,
741,00006788,"LLAVE CADENA 6"" P/ CAÑERIA SMART  6107032         ",ROTACION ,,,,,,
742,00006789,PERNO HEX G8.8 8X65MM P-1.25  D-931   255688      ,ROTACION ,,,,,,
743,00006790,ANTENA UBIQUITI 5 1-5.19GHZ-AC 1-1000             ,ROTACION ,,,,N,,
744,00006792,PUERTA 80 X 2 TUNIS                               ,ROTACION ,,,,,,
745,00006793,CERAMICA 36 X 36 TOSCANAS (2.68 M2 X CAJA )       ,ROTACION ,,,,,,
746,00006798,CAMARA B- 25-20                                   ,ROTACION ,,,,,,
747,00006803,PORTALON ORIGINAL SUZUKI GRAND NOMADE             ,ROTACION ,,,,,,
748,00006804,PARACHOQUE TRASERO ORIG SUZUKI G.N                ,ROTACION ,,,,,,
749,00006805,CORCHETERA IMPACTO PHT150 STANLEY                 ,ROTACION ,,,,,,
750,00006806,HEMBRA VOLANTE TRIPLE 2P+T16A IP-44 220V EKO      ,ROTACION ,,,,,,
751,00006810,BARRA HILO M24 X 1 MTS P 3.0 INOX                 ,ROTACION ,,,,,,
752,00006811,LLAVE PUNTA CORONA 15/16 CROSSMAN                 ,ROTACION ,,,,,,
753,00006812,"CHICHARRA CROSSMAN 10"" DES.RAPIDO 1/2 DR 97936    ",ROTACION ,,,,,,
754,00006813,"MANGO CORREDIZO 1/2 -10"" CROSSMAN  99-440         ",ROTACION ,,,,,,
755,00006814,"MANGO CORREDIZO 3/4"" 20"" CROSSMAN 99-305          ",ROTACION ,,,,,,
756,00006823,GENERADOR DIESEL SDS POWER 5.KKVA 380V TRIFASICO  ,ROTACION ,,,,,,
757,00006826,"CORTA CABLES 10"" T/CHICHARRA  KNIPEX              ",ROTACION ,,,,,,
758,00006827,CORTA CABLES T CHICHARRA 225MM FORCE              ,ROTACION ,,,,,,
759,00006828,ROD 32211  ROLLWAY F-82                           ,ROTACION ,,,,,,
760,00006829,ROD 32210 ROLLWAY F-82                            ,ROTACION ,,,,,,
761,00006830,ROD 32211 JR KOYO H3                              ,ROTACION ,,,,,,
762,00006831,"VALVULA DE PIE F/F BSP 2""                         ",ROTACION ,,,,,,
763,00006832,PALA PUNTA HUEVO C/MANGO ASA BELLOTA 5504         ,ROTACION ,,,,,,
764,00006833,NEU. 14X17.5 14PR CL 723 TL WEST                  ,ROTACION ,,,,,,
765,00006835,NEU 750 R 16 CR926 14PR WEST                      ,ROTACION ,,,,,,
766,00006836,TERM.INFARROJO AUTON.C/DISPENSADOR ALCOHOL 114-   ,ROTACION ,,,,,,
767,00006841,CORREA OPTIBELT B-78                              ,ROTACION ,,,,,,
768,00006842,CREMALLERA NISSAN NP-300                          ,ROTACION ,,,,,,
769,00006845,NEUM.WRANGLER 265/65 R17 AT 112T SL               ,ROTACION ,,,,,,
770,00006850,NEUM. 750 R16 CR926 14PR SET WESTLAKE             ,ROTACION ,,,,N,,
771,00006860,PERNO HEX.G-10.9 P-2.5 20 X 110 MM                ,ROTACION ,,,,,,
772,00006862,SIKA IMPRIMANTE ASFALTICO IGOL PRIMER 3 LT        ,ROTACION ,,,,,,
773,00006863,SEGURO TUERCA RUEDA IND.HEX 21 MM                 ,ROTACION ,,,,,,
774,00006868,LAMA 200X2.0 LISA FRANCESA ROLLO 50MTS            ,ROTACION ,,,,N,,
775,00006869,BROCA HSS CONO MORSE 22 MARCA JK                  ,ROTACION ,,,,N,,
776,00006870,APPLE PENCIL 1 GENERACION                         ,ROTACION ,,,,,,
777,00006873,CARGADOR HP ORIG ELITEBOOK X360 1030G2            ,ROTACION ,,,,,,
778,00006874,"MONITOR GAMER LG 27MK400HD LED 27"" NEGRO 100V     ",ROTACION ,,,,,,
779,00006878,SPLITTER HDMI 1 4 1080P ACTIVO AMP 2 SALIDAS      ,ROTACION ,,,,,,
780,00006886,TABLERO OSB 11.1 MM 1.22 X 2.44                   ,ROTACION ,,,,,,
781,00006887,CANCAMO GIRATORIO M8                              ,ROTACION ,,,,,,
782,00006888,CANCAMO GIRATORIO M24 X 32                        ,ROTACION ,,,,,,
783,00006889,CANCAMO GIRATORIO M30 X 62                        ,ROTACION ,,,,,,
784,00006890,CANCAMO GIRATORIO M42                             ,ROTACION ,,,,,,
785,00006894,PICOTA TRUPER 7 LBS C/MANGO MADERA ZP-7M          ,ROTACION ,,,,,,
786,00006895,"EMPAQUET.TRENZ.TEFLON GRAFITO 5/8""  S1308         ",ROTACION ,,,,,,
787,00006896,"VALVULA DE PIE F/F BSP 3""                         ",ROTACION ,,,,,,
788,00006897,AMOLADORA ANGULAR A BAT. GWS 18V-15 C BOSCH       ,ROTACION ,,,,,,
789,00006898,ESMERIL ANG. GWS 18V-15 C ( SIN BAT NI CARG )     ,ROTACION ,,,,,,
790,00006901,TALADRO  ATORNILLADOR GSR 180 LI                  ,ROTACION ,,,,,,
791,00006902,ASPIRADORA INAL.18V GAS 18V-10V SIN BAT-SIN CARG. ,ROTACION ,,,,,,
792,00006903,SISTEMA ASPIRAC.POLVO GDE 68 SIN BAT-SIN CARG.    ,ROTACION ,,,,,,
793,00006908,CADENA PLASTICO 25MT X 8 MM ROJO/BLANCO           ,ROTACION ,,,,,,
794,00006909,SOPORTE SNK 512 -610 INC/ ABT + ANILLOS           ,ROTACION ,,,,,,
795,00006910,MANGUITO H - 312  FSQ                             ,ROTACION ,,,,,,
796,00006911,RODAMIENTO 22212 K W33 C3  SNR                    ,ROTACION ,,,,,,
797,00006912,RODAMIENTO 22213 K W33 C3 BBC                     ,ROTACION ,,,,,,
798,00006916,LLAVE MANDRIL 13 MM BOSCH                         ,ROTACION ,,,,,,
799,00006917,LLAVE MANDRIL 10 MM BOSCH MAGNUM                  ,ROTACION ,,,,,,
800,00006935,BOMBA MANUAL 700 CC3 TLP  2491400                 ,ROTACION ,,,,,,
801,00006937,PERNO HEX 7/16 X 10 G5 NR  5111                   ,ROTACION ,,,,,,
802,00006952,EXTENSION ELELCTRICA 15 MTS 8253005               ,ROTACION ,,,,,,
803,00006961,NEU 225/65 R17 SU318 102T TL WESTLAKE             ,ROTACION ,,,,,,
804,00006964,BANDEJA SUPER.LH NP                               ,ROTACION ,,,,,,
805,00006965,BANDEJA SUPER. RH NP300                           ,ROTACION ,,,,,,
806,00006968,NEU 215/75 R17.5 TRIANGLE TR689A TRACCION         ,ROTACION ,,,,,,
807,00006969,NEU 11R 22.5 FIRESTONE FS 567 DIRECCIONAL         ,ROTACION ,,,,,,
808,00006970,NEU 12-16.5 SUPERGUIDER SKS-3 M.CARGADOR          ,ROTACION ,,,,,,
809,00006976,PERNO SENCILLA C/ GANCHO 1 TON                    ,ROTACION ,,,,,,
810,00006985,SOPLADOR DUB182Z 18V MAKITA                       ,ROTACION ,,,,,,
811,00006987,FUNDA TAPIZ SPARCO NEGRA COST ROJAS               ,ROTACION ,,,,,,
812,00006994,ASIENTO WC REDONDO PLASTICO BLANCO BEMIS 281773   ,ROTACION ,,,,,,
813,00006995,PAPELERO PLASTICO 13 LT GRIS REYPLAST             ,ROTACION ,,,,,,
814,00006997,FORRO CORTINA WC PVC 190X195 CM BLANCO 621943     ,ROTACION ,,,,,,
815,00006998,PISO ANTIADHERENTE MICROCONTROL 70X40 CM BLANCO   ,ROTACION ,,,,,,
816,00007002,TECLE GRUA PLUMA 500KGS PICK UP TRF306            ,ROTACION ,,,,,,
817,00007006,NIPLE 8-8 FFORX 45°                               ,ROTACION ,,,,,,
818,00007007,NIPLE 16 - 16 FFORX 45° - A                       ,ROTACION ,,,,,,
819,00007009,"FERULA 4SP- 4SH 3/4""  ( MR 00400- 12 )            ",ROTACION ,,,,,,
820,00007010,"FERULA  4SP -5/8""  ( T/M - 402 - 10 )             ",ROTACION ,,,,,,
821,00007011,ESP 36X260 B7 NR                                  ,ROTACION ,,,,,,
822,00007013,EXTRACTOR 3 BRAZOS 300MM KUKKO 206-1 4761060      ,ROTACION ,,,,,,
823,00007023,ESCALERA TIJERA ALUM 1.83MT INCO AZUL 4221050     ,ROTACION ,,,,,,
824,00007024,ESCALERA TIJERA ALUM.3.66MT INCO AZUL 4221065     ,ROTACION ,,,,,,
825,00007026,GATA HIDRAU.T/ BOTELLA 50 TON TRUPER 231550       ,ROTACION ,,,,,,
826,00007031,MOS/ PL BLANCA ANCHA 3 ENCHUFES                   ,ROTACION ,,,,,,
827,00007037,NEUMATICO 215/75  R15 GOODYEAR AT/S WRANGLER      ,ROTACION ,,,,,,
828,00007038,NEUMATICO 215/75 R15 ONYX AT-187                  ,ROTACION ,,,,,,
829,00007042,FILTRO COMB BT60                                  ,ROTACION ,,,,,,
830,00007043,NAPOLEON 42'' RIDGID                              ,ROTACION ,,,,,,
831,00007045,CERROJO DE SEG L2200 LIOL 30MM                    ,ROTACION ,,,,,,
832,00007046,NEUMATICO 265/65 R16 WESTLAKE TL SL369            ,ROTACION ,,,,,,
833,00007049,FILTRO BF 966 COMBUSTIBLE                         ,ROTACION ,,,,,,
834,00007050,PERNO HEX.G-2 5/8 X 4 NC ZINC H.COMP103134        ,ROTACION ,,,,,,
835,00007053,BOTON PARTIDA-PARADA S/LUZ PILOTO EKOLINE         ,ROTACION ,,,,,,
836,00007054,RELE TERMICO 23A - 32A EKOLINE                    ,ROTACION ,,,,,,
837,00007056,BENDIX BE-1157 ZEN                                ,ROTACION ,,,,,,
838,00007057,MOTOR PARTIDA MP-IS 0403                          ,ROTACION ,,,,,,
839,00007060,"CONDULET ALUMINIO LB 1"" EKOLINE                   ",ROTACION ,,,,,,
840,00007062,LUZ PILOTO LED AMARILLO 22MM 220V EKOLINE         ,ROTACION ,,,,,,
841,00007063,INTERRUPTOR MOLDEADA 50A -25KA DONGA              ,ROTACION ,,,,,,
842,00007064,INTERRUPTOR AUTOM. 1X 2A 10K CURVA EKOLINE        ,ROTACION ,,,,,,
843,00007065,CONTADOR DMC40B 32A BOBINA 220V 2A2C 15KW DONGA   ,ROTACION ,,,,,,
844,00007066,PERNO HEX INOX 316 24X80MM P-3.0 RT               ,ROTACION ,,,,,,
845,00007067,LIMA ROTATIVA 9.6 X 6 MM OJIVAL(P67129.6X6.0)     ,ROTACION ,,,,,,
846,00007068,LIMA ROTATIVA 9.6 X 6MM RADIO (P6059)             ,ROTACION ,,,,,,
847,00007069,LIMA ROTATIVA S3 SUP 9.50 (3/8) S3S               ,ROTACION ,,,,,,
848,00007070,BARRA HILO 1/2 X 1 MT B7 ZINC                     ,ROTACION ,,,,,,
849,00007075,LINTERNA 6 LEDS ML33 A ENERGIZER 903502           ,ROTACION ,,,,,,
850,00007087,MARTILLO GEOLOGO 22 OZ NYLON  19-019              ,ROTACION ,,,,,,
851,00007088,ESTUCHE P/ MARTILLO NACIONAL  19-050              ,ROTACION ,,,,,,
852,00007089,PALA MUESTRA P/ GEOQUIMICA  19-185                ,ROTACION ,,,,,,
853,00007090,ETIQUETAS 1 X 3 1/2 PULGADAS  15-150              ,ROTACION ,,,,,,
854,00007091,CORCHETERA BOSTITCH P- 6-8  SKU 11-010            ,ROTACION ,,,,,,
855,00007092,"CORCHETES NAC. 5000  P/ 6-8 3/8 ""  SKU 11-015     ",ROTACION ,,,,,,
856,00007093,"TIJERA ELECTRICISTA 3 CLAVELES 5.5"" 163           ",ROTACION ,,,,,,
857,00007095,EXTENSION ELECTRICA 10 MTS 77021                  ,ROTACION ,,,,,,
858,00007096,ESCALERA TIJERA ALUM.2.44 MT AMARILLA 4221015     ,ROTACION ,,,,,,
859,00007098,"TALADRO INA 1/2"" 18V 1.1AH MAKITA DF457DWE        ",ROTACION ,,,,,,
860,00007103,PORTA FUSIBLE TIPO ATO C/ TAPA THUNDER            ,ROTACION ,,,,,,
861,00007106,PISTOLA PINTAR 400CC CARG SUP TOTAL               ,ROTACION ,,,,,,
862,00007110,ESCALA PEGABLE MINI ALUM.0.9 M EKOLINE            ,ROTACION ,,,,,,
863,00007112,CORREDERA TELESCOPICA 500MM                       ,ROTACION ,,,,,,
864,00007121,"PRENSA TIPO C-12"" SOMAR  5941475                  ",ROTACION ,,,,,,
865,00007127,LANZA  HIDRP K2-K3-K3 K5 KARCHER (2.6423.253.099) ,ROTACION ,,,,,,
866,00007133,CERAMICA BEIGE JAS 41 X 41  2MT2                  ,ROTACION ,,,,,,
867,00007134,PISO FLOTANTE 8MM FOREST 2.41MT2                  ,ROTACION ,,,,,,
868,00007137,BROCA METAL 32 MM - HSS  CONO MORSE               ,ROTACION ,,,,,,
869,00007138,BATERIA AC DELCO S95D31R 90 AMP                   ,ROTACION ,,,,,,
870,00007139,BATERIA AC DELCO S9531L 90 AMP                    ,ROTACION ,,,,,,
871,00007140,KIT SOLDAR 300 AMPS INVERSORA WELDACC  1041158    ,ROTACION ,,,,,,
872,00007143,PISTOLA PINTAR BAUKER  400 W                      ,ROTACION ,,,,,,
873,00007151,ZINC ACANALADO 0.30X3.00MTS                       ,ROTACION ,,,,,,
874,00007152,ZINC ACANALADO 0.30X2.00 MT                       ,ROTACION ,,,,,,
875,00007153,PERFIL RECT 150X50X2MM 6MT                        ,ROTACION ,,,,,,
876,00007164,"BARRA AC. INOX 316 R 3"" 002026                    ",ROTACION ,,,,,,
877,00007165,"BARRA AC. INOX 316 R 3"" 3.10 MT  2026_076         ",ROTACION ,,,,,,
878,00007169,MOTOR ELECT.220V 2.0HP 1330 RPM FLOWMAK           ,ROTACION ,,,,,,
879,00007177,JGO SACABOCADOS 2-50MM JLB250-KUKKO-4761995       ,ROTACION ,,,,,,
880,00007180,PERNO PARKER M36-4 X 140 12.9 NR                  ,ROTACION ,,,,,,
881,00007187,MULTIMETRO DIGITAL FLUKE -175                     ,ROTACION ,,,,,,
882,00007188,ESTUCHE DE TRANSPORTE FLUKE 218X128X64MM          ,ROTACION ,,,,,,
883,00007192,CERAMICA SWING GRIS 61X61  1.48 M2                ,ROTACION ,,,,,,
884,00007194,CERAMICA SORRENTO 44X44  2.5 M2                   ,ROTACION ,,,,,,
885,00007203,LLAVE ESM RECTA 2 AGUJERO                         ,ROTACION ,,,,,,
886,00007205,GAS REFRIGERANTE R141B                            ,ROTACION ,,,,,,
887,00007208,RODAMIENTO 6207 ZZ C3 KOYO  B-11                  ,ROTACION ,,,,,,
888,00007209,"ELECTRODO LINCOLN E-6011 AS 1/8""                  ",ROTACION ,,,,,,
889,00007210,"ELECTRODO LINCOLN E 7018  1/8""  5 KG              ",ROTACION ,,,,,,
890,00007212,ELECTRODO LINCOLN E- 7018  3/32 5 KG              ,ROTACION ,,,,,,
891,00007215,PERNO HEX 1 3/8-8 X 10 B7                         ,ROTACION ,,,,,,
892,00007216,GOLILLA PLANA 1 3/4 F436                          ,ROTACION ,,,,,,
893,00007217,SIERRA SABLE S123XF METAL 1-8MM 2 PIEZA BOSCH     ,ROTACION ,,,,,,
894,00007218,HOJA SIERRA S1122EF 3-8MM BOSCH 2608-656-020      ,ROTACION ,,,,,,
895,00007219,HOJA SIERRA S1111K BOSCH 175MM 2 UN               ,ROTACION ,,,,,,
896,00007220,HOJA SIERRA S3456XF BOSCH 100MM 2608654406        ,ROTACION ,,,,,,
897,00007222,ESPATULA CROSSMAN 110 MM  67-521                  ,ROTACION ,,,,,,
898,00007223,"EMPAQ.TRENZADA TEFLON 3/4"" GRAFITO ESTILO S1308   ",ROTACION ,,,,,,
899,00007227,CERRADURA SOB 1974 C/ TIRADOR POLI                ,ROTACION ,,,,,,
900,00007228,GUIA PORTON 35MM BRONCE                           ,ROTACION ,,,,,,
901,00007235,REMOVEDOR OXIDO 1 GL WD-40 SPACIALIST             ,ROTACION ,,,,,,
902,00007236,PINTURA ANTIOXIDO OPACO 1 GL NEGRO  SIPA          ,ROTACION ,,,,,,
903,00007238,SILLA EJECUTIVA MALLA 122X55X64 CM NEGRO JUST HOME,ROTACION ,,,,,,
904,00007241,COMPRESOR MYH EAGLE 100 LT 3HP 220 V              ,ROTACION ,,,,,,
905,00007242,COMPRESOR MYH CONDOR 200 LT 3HP                   ,ROTACION ,,,,,,
906,00007244,ESCALERA TIJERA ALUM.8 PELD.2.100 MT  JCA-08      ,ROTACION ,,,,,,
907,00007245,SELLANTE BUTILICA TAPAGOTERAS 4.5 KG  HENKEL      ,ROTACION ,,,,,,
908,00007249,AUTOPERF.GOL NEOP 12 X 1 ZINC 1008025             ,ROTACION ,,,,,,
909,00007264,NEUMATICO 275/65/R 18 RA 1100 ROADCRUZA           ,ROTACION ,,,,,,
910,00007265,VIDRIO COPILOTO DL DR DMAX 2019 4X4               ,ROTACION ,,,,,,
911,00007266,TAPA BALDE C/VERT BLANCO (20LTS)                  ,ROTACION ,,,,,,
912,00007270,LLAVE SACA FILTRO COPA 79 MM 15 CARAS TOYOTA      ,ROTACION ,,,,,,
913,00007273,NEUMATICO WESTAKLE AT SL 369                      ,ROTACION ,,,,,,
914,00007294,NEUMATICO 265/75 R16 TL 10PR WESTLAKE  851776     ,ROTACION ,,,,,,
915,00007296,FUSIBLE MT 3/72 KV BACK UP=E 192MM 80 AM SIBA     ,ROTACION ,,,,,,
916,00007299,FUSIBLE MT 3/72 KV  BACK UP=E 292MM 40 AM SIBA    ,ROTACION ,,,,,,
917,00007300,FUSIBLE MT 3/72KV BACK UP=E 442MM 40AM SIBA       ,ROTACION ,,,,,,
918,00007301,"PERNO HEX G5 3/4X4"" ZINC UNC                      ",ROTACION ,,,,,,
919,00007303,CAJA CHUQUI SOBREPUESTA LEGRAND LIB.HALOGENO      ,ROTACION ,,,,,,
920,00007305,CURVA 90° EMT 20MM EKOLINE                        ,ROTACION ,,,,,,
921,00007306,TOMA CTE/ TRIPLEX ARMADOBLANCO 7548               ,ROTACION ,,,,,,
922,00007307,ADAPTADOR MACHO VOLANTE/HEMBRA DOBLE 2P+T16AMP    ,ROTACION ,,,,,,
923,00007308,NEU 265/70 R17 SL369 10PR TL WES                  ,ROTACION ,,,,,,
924,00007317,PERNO HEX 304  5/8 -11 X 3 RP C/ TUERCA 1134076   ,ROTACION ,,,,,,
925,00007318,NEUMATICO 235/75 R17.5 16PR TL WESTLAKE 708033    ,ROTACION ,,,,,,
926,00007320,PLANCHA FIERRO NEG.10MM X1000 X 3 MT              ,ROTACION ,,,,,,
927,00007322,"LLAVE IMPACTO NEUM.1"" A/TORQUE STD SIOUX 5093C    ",ROTACION ,,,,,,
928,00007323,CUCHILLO SNAP-OFF USO PESADO ALUMINIO SMART 610192,ROTACION ,,,,,,
929,00007324,NEUMATICO 1200 R20 CB972 WESTLAKE  103049         ,ROTACION ,,,,,,
930,00007325,NEUMATICO 12 R22.5 16 PR TL WESTLAKE  736461      ,ROTACION ,,,,,,
931,00007326,CORREA C 88 FENNER                                ,ROTACION ,,,,,,
932,00007328,CORREA B 107 MITSUBA                              ,ROTACION ,,,,,,
933,00007329,BALON DE GAS BUTANO 190 GR                        ,ROTACION ,,,,,,
934,00007331,CORREA OPTIBELT VB B-90  600418                   ,ROTACION ,,,,,,
935,00007332,CORREO OPTIBELT VB B-118 600446                   ,ROTACION ,,,,,,
936,00007333,CORREA OPTIBELT VB B-57  600385                   ,ROTACION ,,,,,,
937,00007334,CORREA OPTIBELT VB-B-80  600408                   ,ROTACION ,,,,,,
938,00007335,DISPENSADOR JABON CELES.PLANCO PLASTICO           ,ROTACION ,,,,,,
939,00007336,ESMALTE SINT. BERMELLON SOQUINA GL                ,ROTACION ,,,,,,
940,00007337,MALLA RASCHEL 65% X 4.2 MT VERDE                  ,ROTACION ,,,,,,
941,00007339,MANILLA BMETALICA WC SIMPLE                       ,ROTACION ,,,,,,
942,00007340,TALADRO DE COLUMNA 1.5 HP 220 V COD.2502030       ,ROTACION ,,,,,,
943,00007342,TENAZA CARP.200 M/M KENDO                         ,ROTACION ,,,,,,
944,00007343,TENAZA CARP.8 TOLSEN MOD.10045                    ,ROTACION ,,,,,,
945,00007354,SOLDADURA 110-18M 1/8 3.2MM 25K                   ,ROTACION ,,,,,,
946,00007357,"MONITOR LED 27"" VIE SONIC VA 2719-SMH FUL HD      ",ROTACION ,,,,,,
947,00007359,LENOVO TAB 11 6G  128GB ANDROID                   ,ROTACION ,,,,,,
948,00007360,PORTABLE HUB USB 3 0 KENSINGTON  4 PTOS           ,ROTACION ,,,,,,
949,00007364,DISCO DE FRENO VENT AMAROK                        ,ROTACION ,,,,,,
950,00007369,CAMARA ARO 10  500X10                             ,ROTACION ,,,,,,
951,00007371,CHALECO GEOL.IGNIFUGO NAR.  TALLA L 88/12         ,ROTACION ,,,,,,
952,00007372,CHALECO GEOL.IGNIFUGA NAR. TALLA XL  88/12        ,ROTACION ,,,,,,
953,00007373,CHALECO GEOL.IGNIFUGA NARA. TALLA XXL  88/12      ,ROTACION ,,,,,,
954,00007385,"PERNO REY 2"" C/FLANCHE PARA APERNAR 10MM/PR0012   ",ROTACION ,,,,,,
955,00007391,TABLET XIAOMI PAD 5 6GB RAM 256GB ROM             ,ROTACION ,,,,,,
956,00007392,JUEGO BRICAS  COBALTO  1 a 13mm  25 pzas IZAR     ,ROTACION ,,,,,,
957,00007402,PER HEX M30-3.5 X 270                             ,ROTACION ,,,,,,
958,00007405,PERNO PARKER CABEZ PLANA M10-1.5X40 INOX          ,ROTACION ,,,,,,
959,00007407,BOCINA TONO BAJO ORIGINAL NP300                   ,ROTACION ,,,,,,
960,00007408,KIT DIS COMPLETO SUZ SWIFT 2011-12                ,ROTACION ,,,,,,
961,00007415,MODULO CAMARA HORMIGON 60X30 CM                   ,ROTACION ,,,,,,
962,00007416,TUBO PVC-S 110MM X 3MM GRIS CEMENTAR 539309       ,ROTACION ,,,,,,
963,00007417,TOPEX HORMIGON 25 KG  3307352                     ,ROTACION ,,,,,,
964,00007418,MORTERO TOP 107 MONOCOMPONENTE 20 KG SIKA         ,ROTACION ,,,,,,
965,00007419,COPLA PVC-S CEMENTAR 110MM GRIS 1U TIGRE          ,ROTACION ,,,,,,
966,00007420,ADHESIVO PVC 237 ML HUMEDAD PROFESIONAL OATEY     ,ROTACION ,,,,,,
967,00007444,ESLINGA SINTETICA 2 CAPAS 50MM X 3 MTS            ,ROTACION ,,,,,,
968,00007445,COMP MSV-40MAX 10HP TRI 380/660V 175 LBS  SCHULZ  ,ROTACION ,,,,,,
969,00007447,ELECTROBOMBA SUMERG.0.67 HP 167 I /MIN HUMBOLDT   ,ROTACION ,,,,,,
970,00007449,"BOLSO HERRAMIENTA 16"" BASE GOMA IMPER. WORKPRO    ",ROTACION ,,,,,,
