Sucursal  : 0005 BARRIO INDUSTRIAL 00000001 dias compras : 10

Codigo,Cod.Proveedor,Descripcion Producto,familia,linea,Inventario,Rotacion,Dia ventas,Ventas,Stock Actual,stock Minimo,Stock Seguridad,Stock Maximo,Ventas Proyectadas,Pendientes en O/C.,Sugerida a Comprar,Precio Lista Proveedor,Total Compra,Proveedor,Proveedor Ultima compra,Fecha Ultima compra,Valor ultima compra,Fecha Ulima Venta,Valor ult.Venta
00000001,,AMP 24V  FUSIBLE 4 LED 10X31 CRISTAL SV8.5 5218   ,AMPOLLETA,AMPOLLETA LED,N,SIN ROTACION,180,0,6,0,0,0,0,1,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20160820,696,20210326,1114
00000004,,PERNO HEX GALVANIZADO 5/8 X 1 11H                 ,PERNO,GALVANIZADO,S,SIN ROTACION,180,0,100,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,COMERC. PROVEPER LTDA.,20210430,161,20220514,269
00000008,,AMPOLLETA GLOBO GR 12V 18W 1CONT TW               ,AMPOLLETA,12 VOL TW,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,COM.HU Y TSAI LTDA.,20170417,58,20230123,134
00000009,,AMPOLLETA GLOBO GR 12V 21W 1CONT 93 TW            ,AMPOLLETA,12 VOL TW,S,SIN ROTACION,180,0,17,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,COM.HU Y TSAI LTDA.,20201109,77,20230106,160
00000010,,AMPOLLETA GLOBO GR 24V 15W 1CONT TW               ,AMPOLLETA,24 VOL TW,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,COM.HU Y TSAI LTDA.,20130710,63,20221228,105
00000012,,AMPOLLETA GLOBO GR 12V 20/5W 2CONT C/P TW         ,AMPOLLETA,12 VOL TW,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,COM.HU Y TSAI LTDA.,20130710,67,20211026,81
00000014,,FUSIBLE MUE                                       ,ROTACION ,MINIMA,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMPORTADORA ALSACIA SPA,20121023,61,20201126,1
00000015,,AMPOLLETA GLOBO GR 24V 20/5W 2CONT C/P TW 1034    ,AMPOLLETA,24 VOL TW,S,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMPORTADORA ALSACIA SPA,20180313,230,20221015,304
00000017,,AMPOLLETA GLOBO GR 12V 34/4CP FLOSS 5230          ,IMPORTACION,FLOSSER,N,SIN ROTACION,0,0,175,7,1.75,8.75,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20220708,350,20230123,588
00000018,,AMPOLLETA SOFITO T10 12V 5W COLA PEZ              ,AMPOLLETA,12 VOL TW,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20210315,89,20230118,107
00000023,,AMPOLLETA FUSIBLE 12V 10x31 10W TW                ,AMPOLLETA,12 VOL TW,N,SIN ROTACION,180,1,5,1,.25,1.25,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20221117,89,20230131,235
00000024,,AMPOLLETA FUSIBLE 12V 10x36 10W TW                ,AMPOLLETA,12 VOL TW,S,SIN ROTACION,180,5,18,1,.25,1.25,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20210315,78,20220914,159
00000025,,AMPOLLETA FUSIBLE 12V 11x39 10W TW                ,AMPOLLETA,12 VOL TW,S,SIN ROTACION,180,0,33,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20201127,59,20230131,160
00000026,,AMPOLLETA FUSIBLE 12V 11x44 5W TW                 ,AMPOLLETA,12 VOL TW,S,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20210408,4522,20210319,116
00000027,,AMPOLLETA FUSIBLE 12V 11x44 10W TW                ,AMPOLLETA,12 VOL TW,N,SIN ROTACION,180,0,4,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20190722,78,20220412,143
00000030,,AMPOLLETA FUSIBLE 24V 11x44 10W TW                ,AMPOLLETA,24 VOL TW,N,SIN ROTACION,180,2,1,1,.25,1.25,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20210211,75,20220422,160
00000034,,AMPOLLETA H3 24V 70W TW                           ,AMPOLLETA,24 VOL TW,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,COM.HU Y TSAI LTDA.,20130905,313,20190731,561
00000036,,AMPOLLETA H4 P43 12V 60/55W TW                    ,AMPOLLETA,12 VOL TW,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMPORTADORA ALSACIA SPA,20170516,979,20221024,2139
00000041,,FAROL TRASERO 16 LED BI-VOL (RINDER 591) ROJO     ,FAROLES,TRASERO LED,S,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMP.DE REPUESTOS BRASIL LTDA.,20200929,3400,20220924,5105
00000054,,BOTON PARADA DE EMERGENCIA C/ CAJA                ,ACCESORIOS,BOTONES - INTERRUPTORES,S,SIN ROTACION,180,10,20,1,.25,1.25,1.1,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMPORTADORA AUTOTRUCK CENTER S.P.A,20230130,2890,20230127,12134
00000055,,POLIETILENO NEGRO RECUPER.0.20MC 2A4MTX33MT       ,VARIOS ,VARIOS,N,SIN ROTACION,180,0,5,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20220908,50850,20221229,61045
00000056,,WK 48/3                                           ,FILTROS,WK - WDK,S,SIN ROTACION,180,0,1,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,J RIVEROS S.A.I.C.,20220822,2617,20230113,3142
00000059,,AMPOLLETA GLOBO CH 12V 5W FLOSS 4025              ,IMPORTACION,FLOSSER,S,SIN ROTACION,0,0,312,13,3.25,16.25,2,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,FLOSSER GM BH Y CO KG,20220708,231,20230131,387
00000060,,AMPOLLETA GLOBO CH 12V 10W FLOSS 14025            ,IMPORTACION,FLOSSER,S,SIN ROTACION,0,0,444,14,3.5,17.5,3.3,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,FLOSSER GM BH Y CO KG,20220708,231,20230128,387
00000061,,AMPOLLETA GLOBO CH 24V 5W FLOSS                   ,IMPORTACION,FLOSSER,S,SIN ROTACION,0,0,216,28,7,35,4.7,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20220708,280,20230131,471
00000062,,AMPOLLETA GLOBO CH 24V 10W FLOSS 14052            ,IMPORTACION,FLOSSER,S,SIN ROTACION,0,0,259,24,6,30,3.2,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20220708,301,20230131,504
00000063,,AMPOLLETA GLOBO GR 12V 21W FLOSS 6671             ,IMPORTACION,FLOSSER,S,SIN ROTACION,0,0,44,27,6.75,33.75,2.2,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20220708,245,20230131,412
00000064,,AMPOLLETA GLOBO GR 24V 21W FLOSS 6652             ,IMPORTACION,FLOSSER,S,SIN ROTACION,0,0,154,26,6.5,32.5,2.9,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20220708,343,20230130,580
00000066,,CHAVETA PARTIDA 3/4X6                             ,PERNO,CHAVETA PARTIDA,S,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20210614,5130,20210913,5118
00000067,,AMPOLLETA GLOBO GR 24V 20/5W C/P FLOSS 5238       ,IMPORTACION,FLOSSER,S,SIN ROTACION,0,0,264,10,2.5,12.5,.4,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,FLOSSER GM BH Y CO KG,20220708,560,20230118,724
00000068,,AMPOLLETA GLOBO GR 24V 21/5W C/D FLOSS            ,IMPORTACION,FLOSSER,S,SIN ROTACION,0,0,163,17,4.25,21.25,5,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20220708,448,20230130,748
00000076,,MANILLA INTERIOR CHANGAN- HAFEI LH                ,ACCESORIOS,VARIOS,S,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMPORTADORA DE MANILLAS SANTIAGO LTDA.,20200318,1653,20181012,455
00000086,,LINTERNA GOMA 2 PILA UYUS LNW003                  ,IMPORTACION,UYUSTOOLS,N,SIN ROTACION,180,0,2,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,COM UYUSTOOLS CHILE S.A.,20190401,1820,20230118,2579
00000093,,PINZA PARA BATERIA 5AMP (PAR)                     ,ELECTRICO,PINZAS BATERIA,S,SIN ROTACION,180,5,12,1,.25,1.25,.1,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,COM.HU Y TSAI LTDA.,20200928,350,20230112,677
00000094,,PINZA PARA BATERIA 10AMP (PAR)                    ,ELECTRICO,PINZAS BATERIA,N,SIN ROTACION,180,0,16,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20210611,390,20230130,694
00000095,,PINZA PARA BATERIA 25AMP (PAR)                    ,ELECTRICO,PINZAS BATERIA,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,COM.HU Y TSAI LTDA.,20210126,437,20221219,609
00000096,,PINZA PARA BATERIA 50AMP (PAR)                    ,ELECTRICO,PINZAS BATERIA,S,SIN ROTACION,180,9,0,1,.25,1.25,0,0,1,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20200928,567,20230131,1167
00000097,,PINZA PARA BATERIA 100AMP (PAR)                   ,ELECTRICO,PINZAS BATERIA,S,SIN ROTACION,180,2,15,1,.25,1.25,.2,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20200928,1043,20230126,1933
00000098,,CHAPA CONT 12VOL 4P                               ,ACCESORIOS,CHAPAS,S,SIN ROTACION,180,0,1,0,0,0,.6,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20220119,3341,20230106,5468
00000099,,CHAPA CONT 12VOL 3PATAS                           ,ACCESORIOS,CHAPAS,N,SIN ROTACION,180,0,3,0,0,0,.3,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20220730,3849,20230105,6300
00000100,,CHAPA LUZ                                         ,ACCESORIOS,BOTONES - INTERRUPTORES,N,SIN ROTACION,180,0,10,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20190910,1312,20230111,2528
00000101,,CAMBIO LUZ AL PISO FLOTANTE                       ,ACCESORIOS,BOTONES - INTERRUPTORES,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,3230,0,IMP.DE REPUESTOS BRASIL LTDA.,IMP.DE REPUESTOS BRASIL LTDA.,20230127,3230,20221119,1916
00000104,,INTERRUP PALANCA 3 POS METAL                      ,ACCESORIOS,BOTONES - INTERRUPTORES,N,SIN ROTACION,180,6,27,1,.25,1.25,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20230127,916,20230130,1861
00000105,,INTERRP TIRO CORTO                                ,ACCESORIOS,BOTONES - INTERRUPTORES,S,SIN ROTACION,180,0,38,0,0,0,.3,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20220119,933,20230128,1754
00000106,,INTERRUTOR TIRO LARGO                             ,ACCESORIOS,BOTONES - INTERRUPTORES,S,SIN ROTACION,180,5,51,1,.25,1.25,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20220228,1089,20221228,1785
00000108,,BOTON PARTIDA METAL UNIVERSAL SSB-353 HM          ,ACCESORIOS,BOTONES - INTERRUPTORES,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20211119,1369,20230130,2496
00000109,,BOTON BOCINA PLASTICO NEGRO                       ,ACCESORIOS,BOTONES - INTERRUPTORES,S,SIN ROTACION,180,8,19,1,.25,1.25,.3,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20211106,415,20230130,592
00000110,,BOTON BOCINA PLASTICO C/ GORRO                    ,ACCESORIOS,BOTONES - INTERRUPTORES,S,SIN ROTACION,180,6,24,1,.25,1.25,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20220119,632,20221217,1151
00000114,,HUINCHA AISL TESA 5MT NEGRA                       ,ELECTRICO,3M PRODUCTO,S,ALTA,180,32,85,1.24,.31,1.55,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20221230,280,20230127,471
00000115,,HUINCHA AISL TESA 10MT NEGRA                      ,ELECTRICO,3M PRODUCTO,S,ALTA,180,99,92,3.85,.96,4.81,1.3,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20221230,464,20230130,1160
00000116,,HUINCHA AISL TESA 20MT NEGRA                      ,ELECTRICO,3M PRODUCTO,S,ALTA,180,225,23,8.75,2.19,10.94,.8,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20221230,757,20230130,1622
00000117,,CINTA ENGOMADA 1/2 12MM                           ,HERR.OTRAS MARCAS,CINTAS,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20220523,406,20221227,613
00000118,,CINTA ENGOMADA 3/4 18MMX40MTS                     ,HERR.OTRAS MARCAS,CINTAS,N,SIN ROTACION,180,0,42,0,0,0,1.6,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,ARTURO TRENTINI Y CIA.LTDA.,20221215,760,20230126,1269
00000119,,CINTA ENGOMADA 1" 24MM                            ,HERR.OTRAS MARCAS,CINTAS,S,ALTA,180,86,28,3.34,.84,4.18,6.2,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,ARTURO TRENTINI Y CIA.LTDA.,20221215,969,20230123,1622
00000120,,CINTA ENGOMADA 2                                  ,HERR.OTRAS MARCAS,CINTAS,S,ALTA,180,70,10,2.72,.68,3.4,11.6,0,4,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20221215,1960,20230131,3269
00000121,,CINTA EMBALAJE TRANSPARENTE 2                     ,HERR.OTRAS MARCAS,CINTAS,S,ALTA,180,141,22,5.48,1.37,6.85,8.1,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,ABASTECEDORA DEL COMERCIO SPA,20230112,523,20230121,628
00000122,,CINTA EMBALAJE CAFE 2                             ,HERR.OTRAS MARCAS,CINTAS,S,ALTA,180,229,78,8.91,2.23,11.14,10.6,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20221007,506,20230119,849
00000125,,MARCADOR PRESION ACEITE MEC 80 PSI NEGRO SUSUKI   ,INSTRUMENTOS,PRESION,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,COM.HU Y TSAI LTDA.,20170425,2284,20221212,4160
00000126,,MARCADOR TEMP MEC 1.8 MT TW                       ,INSTRUMENTOS,TEMP,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20220119,5806,20221026,10563
00000132,,PORTA INSTRUMENTO 3 PIEZAS                        ,VARIOS ,VARIOS,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,COM.HU Y TSAI LTDA.,20191217,713,20221003,1604
00000134,,CABLE INST 10 ROJO                                ,CABLES ELECT,INSTALACION 12-24V,S,SIN ROTACION,180,16,227,1,.25,1.25,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20221223,434,20230130,790
00000135,,CABLE INST 10 BLANCO                              ,CABLES ELECT,INSTALACION 12-24V,S,SIN ROTACION,180,15,229,1,.25,1.25,.1,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20221210,434,20221227,790
00000136,,CABLE INST 12 NEGRO                               ,CABLES ELECT,INSTALACION 12-24V,S,SIN ROTACION,180,42,19,1.63,.41,2.04,6.6,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20221223,263,20230201,479
00000137,,CABLE INST 12 ROJO                                ,CABLES ELECT,INSTALACION 12-24V,S,ALTA,180,120,68,4.67,1.17,5.84,9.1,100,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20221223,263,20230201,479
00000138,,CABLE INST 12 BLANCO                              ,CABLES ELECT,INSTALACION 12-24V,S,SIN ROTACION,180,0,63,0,0,0,0,100,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20220816,263,20230128,479
00000139,,CABLE INST 12 AZUL                                ,CABLES ELECT,INSTALACION 12-24V,S,SIN ROTACION,180,11,82,1,.25,1.25,1.1,100,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20210706,187,20230126,429
00000140,,CABLE INST 14 NEGRO                               ,CABLES ELECT,INSTALACION 12-24V,S,ALTA,180,132,247,5.13,1.28,6.41,21.6,200,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20221223,187,20230131,345
00000141,,CABLE INST 14 ROJO                                ,CABLES ELECT,INSTALACION 12-24V,S,ALTA,180,137,244,5.33,1.33,6.66,23.4,200,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20221210,187,20230201,345
00000142,,CABLE INST 14 BLANCO                              ,CABLES ELECT,INSTALACION 12-24V,S,ALTA,180,87,367,3.38,.85,4.23,23.8,100,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20221210,187,20230131,345
00000143,,CABLE INST 14 AZUL                                ,CABLES ELECT,INSTALACION 12-24V,S,ALTA,180,73,48,2.84,.71,3.55,23.8,100,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20221223,187,20230131,345
00000144,,CABLE INST 14 AMARILLO                            ,CABLES ELECT,INSTALACION 12-24V,S,SIN ROTACION,180,27,331,1.05,.26,1.31,25.1,100,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20221210,187,20230131,345
00000145,,CABLE INST 14 VERDE                               ,CABLES ELECT,INSTALACION 12-24V,S,SIN ROTACION,180,12,206,1,.25,1.25,25,100,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20221210,187,20230131,345
00000146,,CABLE INST 16 NEGRO                               ,CABLES ELECT,INSTALACION 12-24V,S,SIN ROTACION,180,0,271,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20221223,107,20230125,202
00000147,,CABLE INST 16 ROJO                                ,CABLES ELECT,INSTALACION 12-24V,S,SIN ROTACION,180,0,236,0,0,0,.7,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20221210,107,20230125,202
00000148,,CABLE INST 16 BLANCO                              ,CABLES ELECT,INSTALACION 12-24V,S,SIN ROTACION,180,0,200,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20221223,107,20230125,202
00000149,,CABLE INST 16 AZUL                                ,CABLES ELECT,INSTALACION 12-24V,S,SIN ROTACION,180,0,100,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20220816,107,20230125,202
00000150,,CABLE INST 16 AMARILLO                            ,CABLES ELECT,INSTALACION 12-24V,S,SIN ROTACION,180,0,81,0,0,0,.6,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20220816,107,20230119,202
00000151,,CABLE INST 16 VERDE                               ,CABLES ELECT,INSTALACION 12-24V,S,SIN ROTACION,180,0,80,0,0,0,0,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,,20220117,94,20230103,159
00000152,,FUSIBLE MUELA MINI 5 AMP NARANJA                  ,ELECTRICO,FUSIBLE,S,SIN ROTACION,180,0,9,0,0,0,1.3,0,0,0,0,IMP.DE REPUESTOS BRASIL LTDA.,IMP.DE REPUESTOS BRASIL LTDA.,20220802,42,20230130,84
00000153,,FUSIBLE MUELA MINI 10 AMP ROJO                    ,ELECTRICO,FUSIBLE,S,ALTA,180,71,544,2.76,.69,3.45,13.1,0,0,43,0,COM.HU Y TSAI LTDA.,,20221210,46,20230131,76
00000154,,FUSIBLE MUELA MINI 15 AMP AZUL                    ,ELECTRICO,FUSIBLE,S,ALTA,180,49,475,1.91,.48,2.39,5,0,0,43,0,COM.HU Y TSAI LTDA.,AVELLO E HIJOS LIMITADA,20220927,29,20230130,84
00000155,,FUSIBLE MUELA MINI 20 AMP AMBAR                   ,ELECTRICO,FUSIBLE,S,SIN ROTACION,180,34,416,1.32,.33,1.65,5.8,0,0,0,0,COM.HU Y TSAI LTDA.,,20220730,43,20230130,84
00000156,,FUSIBLE MUELA MINI 25 AMP BLANCO                  ,ELECTRICO,FUSIBLE,S,SIN ROTACION,180,18,96,1,.25,1.25,2.6,0,0,43,0,COM.HU Y TSAI LTDA.,,20220802,42,20230126,34
00000157,,FUSIBLE MUELA MINI 30 AMP VERDE                   ,ELECTRICO,FUSIBLE,S,SIN ROTACION,180,12,71,1,.25,1.25,2.6,0,0,0,0,COM.HU Y TSAI LTDA.,,20221216,57,20230126,68
00000158,,FUSIBLE MUELA 5 AMP NARANJA                       ,ELECTRICO,FUSIBLE,S,SIN ROTACION,180,38,116,1.48,.37,1.85,1.3,0,0,39,0,COM.HU Y TSAI LTDA.,,20220119,35,20230123,92
00000159,,FUSIBLE MUELA 7.5 AMP CAFE                        ,ELECTRICO,FUSIBLE,S,SIN ROTACION,180,0,100,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20220730,39,20230123,76
00000160,,FUSIBLE MUELA 10 AMP ROJO                         ,ELECTRICO,FUSIBLE,S,ALTA,180,168,95,6.53,1.63,8.16,7.9,0,0,39,0,COM.HU Y TSAI LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20230106,48,20230130,92
00000161,,FUSIBLE MUELA 15 AMP AZUL                         ,ELECTRICO,FUSIBLE,S,ALTA,180,66,135,2.57,.64,3.21,8.7,0,0,0,0,COM.HU Y TSAI LTDA.,,20220730,39,20230130,92
00000162,,FUSIBLE MUELA 20 AMP AMBAR                        ,ELECTRICO,FUSIBLE,S,ALTA,180,111,130,4.32,1.08,5.4,8,0,0,0,0,COM.HU Y TSAI LTDA.,,20220730,39,20230128,92
00000163,,FUSIBLE MUELA 25 AMP BLANCO                       ,ELECTRICO,FUSIBLE,S,SIN ROTACION,180,47,423,1.83,.46,2.29,4.9,0,0,0,0,COM.HU Y TSAI LTDA.,,20220730,39,20230126,47
00000164,,FUSIBLE MUELA 30 AMP VERDE                        ,ELECTRICO,FUSIBLE,S,ALTA,180,66,193,2.57,.64,3.21,6.8,0,0,39,0,COM.HU Y TSAI LTDA.,,20220813,46,20230130,84
00000166,,FUSIBLE LOZA 8 AMP BLANCO                         ,ELECTRICO,FUSIBLE,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20120522,16,20221220,36
00000168,,FUSIBLE LOZA 25 AMP AZUL                          ,ELECTRICO,FUSIBLE,N,SIN ROTACION,180,0,100,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20220119,23,20221220,50
00000184,,RELAY 12V 30AMP 4P TW SV-810                      ,ELECTRICO,RELAY,N,SIN ROTACION,180,0,28,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,IMPORTADORA MOTORIX -CHILE S.A.,20220419,1580,20230120,2874
00000185,,RELAY 12V 30AMP 5P TW SV-811                      ,ELECTRICO,RELAY,N,SIN ROTACION,180,0,10,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20220119,663,20221206,763
00000188,,ENCHUFE RELAY 4 TER PLASTICO                      ,ACCESORIOS,SOQUETES ENCHFES AUTO,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,EDUARDO CRISTHIAN FERRI MASCIO,20220823,608,20230126,1017
00000189,,ENCHUFE RELAY 5 TER PLASTICO                      ,ACCESORIOS,SOQUETES ENCHFES AUTO,S,ALTA,180,14,0,1,.25,1.25,0,0,1,0,0,COM.HU Y TSAI LTDA.,,20220730,450,20221116,830
00000198,,DADO HEX IMPACTO LARGO # 3/4 34 MM                ,FORCE,DADOS IMPACTO,N,SIN ROTACION,180,14,0,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20220107,15572,20220624,25958
00000209,,ANCLA CURVA MET CAPOT                             ,ACCESORIOS,ACC EXTERIOR,S,SIN ROTACION,180,2,0,1,.25,1.25,0,0,1,0,0,COM.HU Y TSAI LTDA.,COM.HU Y TSAI LTDA.,20200923,1186,20230112,2160
00000210,,ANCLA RECTA MET                                   ,ACCESORIOS,ACC EXTERIOR,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,COM.HU Y TSAI LTDA.,,20220411,1244,20230125,2042
00000212,,COCO ARRASTRE 1.7/8 0611                          ,ACCESORIOS,ARRASTRE,S,SIN ROTACION,180,4,9,1,.25,1.25,0,0,0,5190,0,IMPORTADORA AUTOTRUCK CENTER S.P.A,IMPORTADORA AUTOTRUCK CENTER S.P.A,20230130,5190,20230114,6706
00000213,,COCO ARRASTRE 2"                                  ,ACCESORIOS,ARRASTRE,N,SIN ROTACION,180,3,5,1,.25,1.25,0,0,0,6670,0,IMPORTADORA AUTOTRUCK CENTER S.P.A,IMPORTADORA AUTOTRUCK CENTER S.P.A,20230130,6670,20230113,5494
00000214,,MANO DE ACOPLE 1.7/8                              ,ACCESORIOS,ARRASTRE,N,SIN ROTACION,180,10,3,1,.25,1.25,.4,0,0,0,0,IMPORTADORA AUTOTRUCK CENTER S.P.A,EDUARDO CRISTHIAN FERRI MASCIO,20221119,7990,20230131,13319
00000215,,MANO DE ACOPLE 2                                  ,ACCESORIOS,ARRASTRE,N,SIN ROTACION,180,0,20,0,0,0,0,0,0,0,0,IMPORTADORA AUTOTRUCK CENTER S.P.A,EDUARDO CRISTHIAN FERRI MASCIO,20221119,10990,20230120,25328
00000217,,LLAVE BUJIAS 5/8                                  ,IMPORTACION,UYUSTOOLS,S,SIN ROTACION,180,2,22,1,.25,1.25,.4,0,0,0,0,IMPORTADORA AUTOTRUCK CENTER S.P.A,,20221105,1442,20230125,3370
