Sucursal  : 0005 BARRIO INDUSTRIAL 00000001 dias compras : 10

Codigo,Cod.Proveedor,Descripcion Producto,familia,linea,Inventario,Rotacion,Dia ventas,Ventas,Stock Actual,stock Minimo,Stock Seguridad,Stock Maximo,Ventas Proyectadas,Pendientes en O/C.,Sugerida a Comprar,Precio Lista Proveedor,Total Compra,Proveedor,Proveedor Ultima compra,Fecha Ultima compra,Valor ultima compra,Fecha Ulima Venta,Valor ult.Venta
00088860,,ESLINGA AMARRE MOTO A6-80                         ,HERR.OTRAS MARCAS,ESLINGAS,S,SIN ROTACION,180,4,3,1,.25,1.25,0,0,0,0,0,SALOMON SACK S.A.,,20180905,3993,20210709,7192
00088861,,ESLINGA AMARRE MOTO A6-81                         ,HERR.OTRAS MARCAS,ESLINGAS,S,SIN ROTACION,180,1,0,1,.25,1.25,0,0,1,0,0,SALOMON SACK S.A.,21 CENTURY COLUMNUS ,20180914,1992,20191202,3992
00088862,,ESLINGA AMARRA NOTO A6-82                         ,HERR.OTRAS MARCAS,ESLINGAS,N,SIN ROTACION,180,0,1,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,21 CENTURY COLUMNUS ,20180905,2355,20190509,4243
00088863,,ESLINGA AMARRE  MOTO A6-83                        ,HERR.OTRAS MARCAS,ESLINGAS,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,21 CENTURY COLUMNUS ,20180905,4718,20200827,8493
00088864,,CABLE TOMA CTE A6-84 200AMP                       ,IMPORTACION,CHINA ,N,SIN ROTACION,180,3,0,1,.25,1.25,0,0,1,0,0,SALOMON SACK S.A.,,20180905,1346,20220825,2697
00088865,,CABLE TOMA CTE A6-85 400AMP                       ,IMPORTACION,CHINA ,N,SIN ROTACION,180,3,0,1,.25,1.25,0,0,1,0,0,SALOMON SACK S.A.,,20180905,1889,20210102,3403
00088866,,CABLE TOMA CTE A6-86  600AMP                      ,IMPORTACION,CHINA ,S,SIN ROTACION,180,0,16,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,,20180905,2156,20201218,3326
00088867,,CABLE TOMA CTE A6-87  800AMP                      ,IMPORTACION,CHINA ,N,SIN ROTACION,180,0,3,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,,20180905,2355,20201124,4714
00088868,,CABLE TOMA CTE A6-88  1000AMP                     ,IMPORTACION,CHINA ,N,SIN ROTACION,180,2,10,1,.25,1.25,0,0,0,0,0,SALOMON SACK S.A.,,20180905,2562,20201020,5126
00088869,,CABLE TOMA CTE A6-89 2000AMP                      ,IMPORTACION,CHINA ,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,,20180905,3502,20201005,5837
00088870,,CABLE TOMA CTE A6-90   3000AMP                    ,IMPORTACION,CHINA ,S,SIN ROTACION,180,7,5,1,.25,1.25,0,0,0,0,0,SALOMON SACK S.A.,,20180905,3502,20201020,4204
00088871,,CABLE TOMA CTE A6-91   4000AMP                    ,IMPORTACION,CHINA ,N,SIN ROTACION,180,0,1,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,,20180905,3907,20200323,7815
00088872,,BICICLETA ELECTRICA DHF-1                         ,IMPORTACION,BICICLETA ELECT,N,SIN ROTACION,180,0,1,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,21 CENTURY COLUMNUS ,20180830,330078,20210414,389319
00088873,,BICICLETA ELECTRICA ZR200                         ,IMPORTACION,BICICLETA ELECT,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,21 CENTURY COLUMNUS ,20180830,228516,20200207,269571
00088874,,BICICLETA ELECTRICA B10                           ,IMPORTACION,BICICLETA ELECT,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,,20180830,162500,20210416,168059
00088875,,BICICLETA ELECTRICA XF-2                          ,IMPORTACION,BICICLETA ELECT,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,21 CENTURY COLUMNUS ,20180830,247561,20201221,260043
00088877,,BICICLETA ELECTRICA SZ-1                          ,IMPORTACION,BICICLETA ELECT,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,21 CENTURY COLUMNUS ,20180830,201849,20200207,238235
00088878,,BICICLETA ELECTRICA SF-7                          ,IMPORTACION,BICICLETA ELECT,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,21 CENTURY COLUMNUS ,20180830,63481,20181214,85516
00088882,,SCOOTER TC07                                      ,IMPORTACION,MOTOS ,N,SIN ROTACION,180,0,2,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,21 CENTURY COLUMNUS ,20180830,9523,20181222,13445
00088883,,SCOOTER MG22                                      ,IMPORTACION,MOTOS ,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,21 CENTURY COLUMNUS ,20180830,9523,20190104,15126
00088884,,SCOOTER TC09-1                                    ,IMPORTACION,MOTOS ,S,SIN ROTACION,180,0,1,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,21 CENTURY COLUMNUS ,20180830,9523,20190131,16807
00088885,,SCOOTER TC09-2                                    ,IMPORTACION,MOTOS ,N,SIN ROTACION,180,0,1,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,21 CENTURY COLUMNUS ,20180830,7621,20190601,11361
00088886,,SCOOTER TC09-3                                    ,IMPORTACION,MOTOS ,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,21 CENTURY COLUMNUS ,20180830,7621,20190208,11361
00088891,,CAJA HERRAMIENTA 530 4KG                          ,HERR.OTRAS MARCAS,PORTA HERRAMIENTAS,N,SIN ROTACION,180,0,2,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,21 CENTURY COLUMNUS ,20180915,5529,20190411,18143
00088892,,ESCALERA NMB-23SD1 3 PELDANOS ALUM                ,IMPORTACION,MOTOS ,S,SIN ROTACION,180,1,0,1,.25,1.25,0,0,1,0,0,SALOMON SACK S.A.,,20210831,29000,20210831,48336
00088893,,ESCALERA NMB-23SD2 4 PELDANOS ALUM                ,IMPORTACION,MOTOS ,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,21 CENTURY COLUMNUS ,20180830,10026,20201023,10665
00088894,,ESCALERA NMB-23SD3 5 PELDANOS ALUM                ,IMPORTACION,MOTOS ,N,SIN ROTACION,180,0,1,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,21 CENTURY COLUMNUS ,20180830,11302,20190715,18837
00088895,,ESCALERA NMB-23SD4 6 PELDANOS ALUM                ,IMPORTACION,MOTOS ,S,SIN ROTACION,180,1,1,1,.25,1.25,0,0,0,0,0,SALOMON SACK S.A.,,20180830,12951,20201016,19426
00088905,,ESCALERA NMB-23SD5 7 PELDANOS ALUM                ,IMPORTACION,MOTOS ,S,SIN ROTACION,180,3,2,1,.25,1.25,0,0,0,0,0,SALOMON SACK S.A.,21 CENTURY COLUMNUS ,20180830,14349,20200226,25934
00088906,,ESCALERA NMB-24DC1 2 PELDANOS FIERRO              ,IMPORTACION,MOTOS ,S,SIN ROTACION,180,1,2,1,.25,1.25,0,0,0,0,0,SALOMON SACK S.A.,,20180830,6728,20210529,14202
00088907,,ESCALERA NMB-24DC2 3 PELDANOS FIERRO              ,IMPORTACION,MOTOS ,S,SIN ROTACION,180,0,3,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,,20180830,7361,20210330,13250
00088908,,ESCALERA NMB-24DC3 4 PELDANOS FIERRO              ,IMPORTACION,MOTOS ,S,SIN ROTACION,180,1,1,1,.25,1.25,0,0,0,0,0,SALOMON SACK S.A.,,20180830,8255,20210406,9250
00088909,,ESCALERA NMB-24DC4 5 PELDANOS FIERRO              ,IMPORTACION,MOTOS ,S,SIN ROTACION,180,0,2,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,,20180830,9774,20210330,17592
00088910,,ESCALERA NMB-24DC5 6 PELDANOS FIERRO              ,IMPORTACION,MOTOS ,S,SIN ROTACION,180,1,5,1,.25,1.25,0,0,0,0,0,SALOMON SACK S.A.,,20180830,11042,20210211,19876
00088911,,ESCALERA NMB-24DC6 7 PELDANOS FIERRO              ,IMPORTACION,MOTOS ,S,SIN ROTACION,180,1,1,1,.25,1.25,0,0,0,0,0,SALOMON SACK S.A.,,20180830,12318,20210508,22228
00088913,,PEGAMENTO LA GOTITA JS-520                        ,IMPORTACION,CHINA ,S,ALTA,180,39,3,1.52,.38,1.9,4.2,0,2,0,0,SALOMON SACK S.A.,,20181031,664,20221214,1168
00088914,,SILICONA GREY 999 JS-521                          ,IMPORTACION,CHINA ,S,SIN ROTACION,180,5,28,1,.25,1.25,0,0,0,0,0,SALOMON SACK S.A.,21 CENTURY COLUMNUS ,20181012,293,20230109,1672
00088915,,ACERO LIQUIDO EX-588 JS-522                       ,IMPORTACION,CHINA 2,S,SIN ROTACION,180,2,0,1,.25,1.25,0,0,1,0,0,SALOMON SACK S.A.,,20181012,173,20210811,1672
00088916,,PAGAMENTO EPOXICO JS-523                          ,IMPORTACION,CHINA ,S,SIN ROTACION,180,0,51,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,21 CENTURY COLUMNUS ,20181017,405,20221219,1092
00088917,,BALIZA 10-30 VOL IMAN F290-1                      ,ART. SEGURIDAD VEHICULO,BALIZA ,S,SIN ROTACION,180,1,2,1,.25,1.25,0,0,0,0,0,SALOMON SACK S.A.,,20180915,4718,20221215,18487
00088918,,LUZ DE TRABAJO LED 50W W817 GB36-2                ,IMPORTACION,CHINA ,S,SIN ROTACION,180,1,0,1,.25,1.25,0,0,1,0,0,SALOMON SACK S.A.,,20181029,8090,20201127,16185
00088919,,LUZ DE TRABAJO 450 LUMENS REDONDO GB-37           ,IMPORTACION,CHINA ,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,21 CENTURY COLUMNUS ,20181029,3778,20221229,7563
00088920,,FOCO LED GB-38                                    ,IMPORTACION,CHINA ,S,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,21 CENTURY COLUMNUS ,20180915,8358,20210106,10805
00088921,,LUZ EMERGENCIA LED 50W 2400 LM GB-39-2            ,IMPORTACION,CHINA ,S,SIN ROTACION,180,1,0,1,.25,1.25,0,0,1,0,0,SALOMON SACK S.A.,21 CENTURY COLUMNUS ,20181031,7142,20210609,11269
00088922,,FOCO LED GB-40                                    ,IMPORTACION,CHINA ,S,SIN ROTACION,180,0,9,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,,20180914,3776,20220905,7555
00088923,,FOCO LED GB-41                                    ,IMPORTACION,CHINA ,S,SIN ROTACION,180,4,8,1,.25,1.25,0,0,0,0,0,SALOMON SACK S.A.,,20180915,8358,20210517,16723
00088929,,PORTA CELULAR JH-810                              ,IMPORTACION,CHINA ,S,SIN ROTACION,180,2,0,1,.25,1.25,0,0,1,0,0,SALOMON SACK S.A.,,20181005,354,20221018,840
00088933,,TECLE GRUA PLUMA DESMONTABLE 2000K                ,HERR.OTRAS MARCAS,TECLES,S,SIN ROTACION,180,0,1,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,,20221115,172816,20230130,278940
00088949,,CARRETE DIESEL RETRACTIL C/MANGUERA 1" PIUSI      ,ROTACION ,MINIMA,N,SIN ROTACION,180,0,10,0,0,0,0,0,0,0,0,SALOMON SACK S.A.,PETROLINE S.A ,20180831,419000,20180904,541693
00088950,,TALADRO PERCU GSB 550 RE BOSCH                    ,BOSCH,TALADROS ,S,SIN ROTACION,0,0,0,0,0,0,0,2,0,0,0,SALOMON SACK S.A.,,20211203,33546,20220802,40271
00088951,,ATORNILLADOR DRYWALL 6520 SKIL                    ,BOSCH,ATORNILLADOR,N,SIN ROTACION,0,0,0,1,.25,1.25,0,0,1,0,0,SALOMON SACK S.A.,ROBERT BOSCH S.A.,20181217,33601,20190516,40337
00088953,,TALADRO PERC 1/2 570W SKIL 6555 + 23 ACC          ,BOSCH,TALADROS ,N,SIN ROTACION,0,0,2,1,.25,1.25,0,0,0,0,0,SALOMON SACK S.A.,ROBERT BOSCH S.A.,20190823,28705,20201009,47849
00088955,,SIERRA CALADORA 380W 4003/4380 SKIL               ,BOSCH,CALADORA,N,SIN ROTACION,0,0,0,1,.25,1.25,0,0,1,0,0,SALOMON SACK S.A.,ROBERT BOSCH S.A.,20180926,15501,20200309,25840
00088978,,PU 938X ORIGINAL                                  ,FILTROS,VARIOS,S,SIN ROTACION,180,0,1,0,0,0,0,0,0,27245,0,REFAX CHILE SOC.ANONIMA,REFAX CHILE SOC.ANONIMA,20230120,27245,20230116,42860
00088989,,METAL BIELA DAIHATSU                              ,DAIH,METALES,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,REFAX CHILE SOC.ANONIMA,NORIEGA VANZULI S.A,20200921,4714,20200924,7941
00089005,,VAPORIZADORA SC5 KARCHER                          ,KARCHER,VAPORIZADORAS,S,SIN ROTACION,0,0,0,1,.25,1.25,0,0,1,0,0,REFAX CHILE SOC.ANONIMA,,20211026,264700,20211209,317767
00089036,,PUNTA POZI NS2 1/4 X 50MM                         ,ROTACION ,MINIMA,N,SIN ROTACION,180,3,0,1,.25,1.25,0,0,1,0,0,REFAX CHILE SOC.ANONIMA,INVERSIONES COLLINS Y COLLINS LTDA.,20180904,313,20200205,529
00089049,,LLAVE TORQUE 1/4 FORCE                            ,FORCE,LLAVE TORQUE,S,SIN ROTACION,0,0,0,0,0,0,0,0,0,0,0,REFAX CHILE SOC.ANONIMA,VILLAR HNOS.S.A.,20180907,53061,20180907,63698
00089071,,TERMINAL ELECTRICO OJO 10AMP. 55 MM              ,VARIOS ,VARIOS,N,SIN ROTACION,180,4,188,1,.25,1.25,0,500,0,0,0,REFAX CHILE SOC.ANONIMA,IMP.DE REPUESTOS BRASIL LTDA.,20200125,59,20211203,101
00089072,,CAMARA 1400-24/25 TR179A KOREAN PACIFIC           ,ROTACION ,MINIMA,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,REFAX CHILE SOC.ANONIMA,IMP.DE REPUESTOS BRASIL LTDA.,20180905,1649,20210211,2481
00089073,,FAROL PATENTE 4LED 10/30V 9X3.8X2.5CM             ,FAROLES,PATENTE,N,ALTA,180,18,6,1,.25,1.25,0,0,0,0,0,REFAX CHILE SOC.ANONIMA,IMP.DE REPUESTOS BRASIL LTDA.,20220610,1850,20230128,4538
00089089,,FUNDA TAPIZ SPARCO NEGRO/ROJO ECOCUERO            ,ACCESORIOS,SPARCO,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,REFAX CHILE SOC.ANONIMA,,20220702,22900,20221217,35872
00089090,,FUNDA TAPIZ SPARCO NEGRO/GRIS ECOCUERO SPC3500GR  ,ACCESORIOS,SPARCO,N,SIN ROTACION,180,2,0,1,.25,1.25,0,0,1,0,0,REFAX CHILE SOC.ANONIMA,VICTORIA CAPITAL LTDA,20210503,33404,20210514,50385
00089138,,TOALLA NOVA TORK 2 PACK                           ,ART. ASEO ,OTROS,N,SIN ROTACION,180,0,15,0,0,0,0,0,0,0,0,REFAX CHILE SOC.ANONIMA,,20221212,13900,20230110,23168
00089159,,ESCUADRA UNIVERSAL DE 12" SMART TOOLS 6104400     ,SMART TOOLS,ESCUADRAS,S,SIN ROTACION,0,0,5,1,.25,1.25,0,0,0,0,0,REFAX CHILE SOC.ANONIMA,VILLAR HNOS.S.A.,20220609,30629,20221011,51050
00089172,,FAROL TRAS ISUZU RH                               ,ROTACION ,MINIMA,N,SIN ROTACION,180,0,1,0,0,0,0,0,0,0,0,REFAX CHILE SOC.ANONIMA,IMP.DE REPUESTOS BRASIL LTDA.,20181006,2932,20191007,5462
00089173,,RAROL TRAS IZUSU RL                               ,ROTACION ,MINIMA,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,REFAX CHILE SOC.ANONIMA,IMP.DE REPUESTOS BRASIL LTDA.,20190529,2932,20200903,5630
00089221,,PISTOLA EASY PRESS HD 5/17 KARCHER (4.775-463.0)  ,KARCHER,PISTOLAS,S,SIN ROTACION,0,0,0,0,0,0,0,0,0,0,0,REFAX CHILE SOC.ANONIMA,,,0,20191004,1
00089225,,TEFLON 3/4 GAS AMARILLO                           ,GASFITERIA,TEFLON,N,SIN ROTACION,180,9,130,1,.25,1.25,5.6,0,0,0,0,REFAX CHILE SOC.ANONIMA,,20220425,541,20230131,1303
00089227,,MACETA GOMA 16 OZ M/FIBRA SMART TOOLS 6103300     ,SMART TOOLS,MACETAS,S,SIN ROTACION,0,0,0,3,.75,3.75,0,0,3,0,0,REFAX CHILE SOC.ANONIMA,,20220823,3327,20221102,5546
00089228,,MACETA GOMA 24OZ M/FIBRA SMART TOOLS 6103305      ,SMART TOOLS,MACETAS,S,SIN ROTACION,0,0,1,2,.5,2.5,0,0,1,0,0,REFAX CHILE SOC.ANONIMA,,20221212,4437,20221224,5327
00089229,,PIE DE METRO 6/150 MM SMART TOOLS 6104330         ,SMART TOOLS,PIE DE METRO,S,SIN ROTACION,0,0,9,3,.75,3.75,.4,0,0,7111,0,VILLAR HNOS.S.A.,VILLAR HNOS.S.A.,20230109,7111,20230130,12479
00089231,,PIE DE METRO 8/200 MM SMART TOOLS 6104340         ,SMART TOOLS,PIE DE METRO,S,SIN ROTACION,0,0,4,3,.75,3.75,.1,5,0,10383,0,VILLAR HNOS.S.A.,VILLAR HNOS.S.A.,20230109,10383,20221205,16429
00089234,,PIE DE METRO 12/300 MM SMART TOOLS 6104350        ,SMART TOOLS,PIE DE METRO,S,SIN ROTACION,0,0,5,1,.25,1.25,.2,0,0,21501,0,VILLAR HNOS.S.A.,,20220111,18616,20221221,22348
00089292,,ASPIRADORA NT 38/1 KARCHER                        ,KARCHER,ASPIRADORAS,S,SIN ROTACION,0,0,0,0,0,0,0,0,0,0,0,VILLAR HNOS.S.A.,,20221230,136927,20230110,164378
00089324,,ASPIRADORA WD 2 KARCHER (1.629-760.0)             ,KARCHER,ASPIRADORAS,S,SIN ROTACION,0,0,0,0,0,0,0,0,0,0,0,VILLAR HNOS.S.A.,KARCHER CHILE SPA.,20190909,37809,20200417,63017
00089344,,ATORNILLADOR GSB1200-2 LI BOSCH                   ,BOSCH,ATORNILLADOR,S,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,VILLAR HNOS.S.A.,ROBERT BOSCH S.A.,20181022,66012,20201024,75630
00089350,,FILTRO AIRE SKYFIL  C-2666 MAZDA                  ,FILTROS,C,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,VILLAR HNOS.S.A.,NORIEGA VANZULI S.A,20180928,2197,20200907,3664
00089351,,EMPAQ MOTOR HY PORTER II D4CB                     ,HYUN,JGO EMP,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,VILLAR HNOS.S.A.,MANNHEIM Spa,20200121,34175,20220924,57437
00089374,,POMO SPORT MOMO XXX1                              ,IMPORTACION,CHINA ,S,SIN ROTACION,180,0,7,0,0,0,0,0,0,0,0,VILLAR HNOS.S.A.,21 CENTURY COLUMNUS ,20181012,2470,20200928,4941
00089375,,POMO CALAVERA MOMO XXX2                           ,IMPORTACION,CHINA ,S,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,VILLAR HNOS.S.A.,,20181012,3138,20221003,6277
00089376,,DECO PARA AUTO DADO XXX-3                         ,IMPORTACION,CHINA ,S,ALTA,180,11,1,1,.25,1.25,0,0,0,0,0,VILLAR HNOS.S.A.,,20181029,390,20221121,782
00089377,,CUBRE VOLANTE NEGRO COSTURA BLANCA YK1608-KF      ,IMPORTACION,CHINA ,S,SIN ROTACION,180,6,4,1,.25,1.25,0,0,0,0,0,VILLAR HNOS.S.A.,,20181024,1188,20200930,2186
00089378,,CUBRE VOLANTE NEGRO AMARILLO XX-1                 ,IMPORTACION,CHINA ,S,SIN ROTACION,180,2,3,1,.25,1.25,0,0,0,0,0,VILLAR HNOS.S.A.,,20181024,1160,20220318,1425
00089379,,CUBRE VOLANTE NEGRO COSTURA ROJA YK16502W         ,IMPORTACION,CHINA ,S,SIN ROTACION,180,1,2,1,.25,1.25,0,0,0,0,0,VILLAR HNOS.S.A.,,20181024,826,20210206,1765
00089380,,CUBRE VOLANTE YK-17505-WF                         ,IMPORTACION,CHINA ,S,SIN ROTACION,180,4,1,1,.25,1.25,.1,0,0,0,0,VILLAR HNOS.S.A.,,20181013,1309,20221104,2513
00089381,,CUBRE VOLANTE YK17805AF                           ,IMPORTACION,CHINA ,S,ALTA,180,12,0,1,.25,1.25,0,0,1,0,0,VILLAR HNOS.S.A.,,20181013,872,20220307,1748
00089382,,CUBRE VOLANTE MONSTER YK-171415                   ,IMPORTACION,CHINA ,N,SIN ROTACION,180,5,0,1,.25,1.25,0,0,1,0,0,VILLAR HNOS.S.A.,,20181013,2172,20220308,4193
00089383,,CUBRE VOLANTE NEGRO TRD YK-161405                 ,IMPORTACION,CHINA ,N,SIN ROTACION,180,6,2,1,.25,1.25,0,0,0,0,0,VILLAR HNOS.S.A.,,20181013,2172,20221027,4193
00089384,,PROTECTOR PUERTA AUTO MOMO 22101                  ,IMPORTACION,CHINA ,S,SIN ROTACION,180,1,10,1,.25,1.25,0,0,0,0,0,VILLAR HNOS.S.A.,,20181012,482,20220905,966
00089385,,PROTECTOR PUERTA AUTO RALLI ART 22064             ,IMPORTACION,CHINA ,N,SIN ROTACION,180,1,1,1,.25,1.25,0,0,0,0,0,VILLAR HNOS.S.A.,,20181029,482,20220325,966
00089386,,DECO AUTO PELOTA YK17408RK                        ,IMPORTACION,CHINA ,S,SIN ROTACION,180,0,17,0,0,0,0,0,0,0,0,VILLAR HNOS.S.A.,,20181024,612,20230107,1336
00089387,,DESODORANTE AUTO 110G                             ,IMPORTACION,CHINA ,S,SIN ROTACION,180,1,0,1,.25,1.25,0,0,1,0,0,VILLAR HNOS.S.A.,,20181012,306,20210119,1134
00089388,,PROTECTOR CINTURON SEG MOMO YKSH22120             ,IMPORTACION,CHINA ,S,SIN ROTACION,180,0,3,0,0,0,0,0,0,0,0,VILLAR HNOS.S.A.,,20181012,1522,20210902,2745
00089389,,PORTA CD PARASOL YK1610JLD                        ,IMPORTACION,CHINA ,S,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,VILLAR HNOS.S.A.,,20181012,1522,20230127,3050
00089390,,ALMOHADA ASIENTO AUTO 181581JK                    ,IMPORTACION,CHINA 2,S,SIN ROTACION,180,0,8,0,0,0,.3,0,0,0,0,VILLAR HNOS.S.A.,,20181006,3045,20221227,6092
00089391,,CAJA  HERRAMIENTAS 85 PCS HD-31                   ,HERR.OTRAS MARCAS,PORTA HERRAMIENTAS,S,SIN ROTACION,180,1,0,1,.25,1.25,0,0,1,0,0,VILLAR HNOS.S.A.,21 CENTURY COLUMNUS ,20181006,63839,20210226,80069
00089392,,CAJA HERRAMIENTAS 83 PCS HD-32                    ,HERR.OTRAS MARCAS,PORTA HERRAMIENTAS,S,SIN ROTACION,180,0,7,0,0,0,0,0,0,0,0,VILLAR HNOS.S.A.,,20181006,36994,20211218,47827
00089393,,CAJA HERRAMIENTAS 70X50X92 BG63                   ,HERR.OTRAS MARCAS,PORTA HERRAMIENTAS,N,SIN ROTACION,180,0,1,0,0,0,0,0,0,0,0,VILLAR HNOS.S.A.,21 CENTURY COLUMNUS ,20181009,147321,20181220,176856
00089394,,JUEGO DADO 1/2 24 PCS 24PC                        ,IMPORTACION,CHINA ,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,VILLAR HNOS.S.A.,21 CENTURY COLUMNUS ,20181026,13056,20190821,22200
00089395,,JUEGO DADOS 121 PCS                               ,IMPORTACION,CHINA ,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,VILLAR HNOS.S.A.,,20181019,38740,20200828,77487
00089396,,ESCALERA ARTICULADA HD33                          ,HERR.OTRAS MARCAS,ESCALERAS,N,SIN ROTACION,180,3,0,1,.25,1.25,0,0,1,0,0,VILLAR HNOS.S.A.,,20181006,25387,20200305,45703
00089397,,PALA ARTICULADA JARDIN BG-62                      ,HERR.OTRAS MARCAS,PALAS,N,SIN ROTACION,180,0,1,0,0,0,0,0,0,0,0,VILLAR HNOS.S.A.,,20181019,1857,20210707,4202
00089398,,JUEGO LLAVE P/C CHICHARRA 8PC ETOKO AS8PC         ,HERR.OTRAS MARCAS,JUEGOS LLAVES VARIOS,S,SIN ROTACION,180,1,0,1,.25,1.25,0,0,1,0,0,VILLAR HNOS.S.A.,21 CENTURY COLUMNUS ,20181012,9257,20200311,18521
00089399,,JUEGO LLAVE P/C CHICHARRA 14PC ETOKO AS14PC       ,HERR.OTRAS MARCAS,JUEGOS LLAVES VARIOS,S,SIN ROTACION,180,0,2,0,0,0,0,0,0,0,0,VILLAR HNOS.S.A.,21 CENTURY COLUMNUS ,20181012,18571,20190603,24009
00089400,,JUEGO LLAVE P/C CHICHARRA 10PC ETOKO AS10PC       ,HERR.OTRAS MARCAS,JUEGOS LLAVES VARIOS,S,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,VILLAR HNOS.S.A.,21 CENTURY COLUMNUS ,20181026,13352,20190913,24035
00089401,,LLAVE AJUSTABLE 8" CH P00608                      ,HERR.OTRAS MARCAS,LLAVES AJUSTABLES,S,SIN ROTACION,180,0,1,0,0,0,0,0,0,0,0,VILLAR HNOS.S.A.,,20181026,1077,20230107,2160
00089402,,LLAVE AJUSTABLE 10" CH P00910                     ,HERR.OTRAS MARCAS,LLAVES AJUSTABLES,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,VILLAR HNOS.S.A.,,20181026,1077,20220914,1944
00089403,,LLAVE AJUSTABLE 12" CH                            ,HERR.OTRAS MARCAS,LLAVES AJUSTABLES,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,VILLAR HNOS.S.A.,,20181024,1903,20230121,3857
00089404,,LLAVE AJUSTABLE 15" CH P00615                     ,HERR.OTRAS MARCAS,LLAVES AJUSTABLES,N,SIN ROTACION,180,0,1,0,0,0,0,0,0,0,0,VILLAR HNOS.S.A.,,20181026,3730,20200413,7462
00089405,,LLAVE AJUSTABLE 18" CH P00618                     ,HERR.OTRAS MARCAS,LLAVES AJUSTABLES,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,VILLAR HNOS.S.A.,21 CENTURY COLUMNUS ,20181026,5803,20190705,6966
00089406,,LLAVE SACA FILTRO CADENA                          ,IMPORTACION,CHINA ,N,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,VILLAR HNOS.S.A., CANAS SPA,20200624,1517,20220616,2276
00089407,,LAMPARA PORTATIL ENCENDEDOR AZ1                   ,IMPORTACION,CHINA ,S,SIN ROTACION,180,1,1,1,.25,1.25,0,0,0,0,0,VILLAR HNOS.S.A.,,20181019,1810,20221108,2173
00089408,,TORNILLO MEC 1" CH                                ,IMPORTACION,CHINA 2,N,SIN ROTACION,180,1,1,1,.25,1.25,0,0,0,0,0,VILLAR HNOS.S.A.,21 CENTURY COLUMNUS ,20181013,6890,20220413,27555
00089409,,TORNILLO MEC 4" CH                                ,IMPORTACION,CHINA ,S,SIN ROTACION,180,1,0,1,.25,1.25,0,0,1,0,0,VILLAR HNOS.S.A.,21 CENTURY COLUMNUS ,20181013,8997,20200821,15121
00089410,,TORNILLO MEC 5" CH                                ,IMPORTACION,CHINA ,S,SIN ROTACION,180,0,0,0,0,0,0,0,0,0,0,VILLAR HNOS.S.A.,21 CENTURY COLUMNUS ,20181013,9434,20200728,12197
