,Codigo,Descripcion,Fecha Compra,Fecha Venta,Inv Bodega,Inv Matriz,Inv Serena,Inv Industrial
1192,00201386,AMORTIG DEL                                                                                         ,,,,,,
1193,00201387,AMORTIG TRAS                                                                                        ,,,,,,
1194,00201388,PLMILLA 18                                                                                          ,,,,,,
1195,00201389,TURBO                                                                                               ,,,,,,
1196,00201390,SOPORT MOTOR HY GALOPER                                                                             ,,,,,,
1197,00201391,REGULADOR VOLTAJE PEUG 306 2000                                                                     ,,,,,,
1198,00201392,RETEN VAL HONDA                                                                                     ,,,,,,
1199,00201393,INDUCIDO PEUGEOT BOXER                                                                              ,,,,,,
1200,00201394,FOCO TRAS T YARIS SEDAN  2005                                                                       ,,,,,,
1201,00201396,CAJA REGELUDORA NAVARA                                                                              ,,,,,,
1202,00201397,BRAZO PITMAN                                                                                        ,,,,,,
1203,00201398,ROTULA FIAT PALIO EX LH/RH                                                                          ,,,,,,
1204,00201399,RODAMIENTO TENSOR GRAND VITARA                                                                      ,,,,,,
1205,00201400,AMORT DEL RH ALTO                                                                                   ,,,,N,,
1206,00201401,AMORT DEL LH ALTO                                                                                   ,,,,N,,
1207,00201402,BUJE BANDEJA SUP                                                                                    ,,,,,,
1208,00201403,AMORT TRAS ALTO RYL                                                                                 ,,,,N,,
1209,00201404,REP TERIOS                                                                                          ,,,,,,
1210,00201405,PARACH NKR DELANTERO                                                                                ,,,,,,
1211,00201407,REP DAIHIA                                                                                          ,,,,,,
1212,00201408,BOBINA                                                                                              ,,,,,,
1213,00201409,AMORTIG DEL                                                                                         ,,,,N,,
1214,00201410,MAZA DEL MURANO                                                                                     ,,,,,,
1215,00201411,OPTICO                                                                                              ,,,,,,
1216,00201412,RADIADOR SUZUKI                                                                                     ,,,,,,
1217,00201413,RETEN CIGUE                                                                                         ,,,,,,
1218,00201414,REP DAHIATSU                                                                                        ,,,,,,
1219,00201415,REP KIA CLARUS                                                                                      ,,,,,,
1220,00201416,RADIADOR S10 APACHE                                                                                 ,,,,,,
1221,00201417,JGO DE VALVULAS                                                                                     ,,,,,,
1222,00201418,BOBINA SUBARU                                                                                       ,,,,,,
1223,00201419,HOMOC                                                                                               ,,,,,,
1224,00201420,REFRI                                                                                               ,,,,,,
1225,00201421,SILI LOCT                                                                                           ,,,,,,
1226,00201422,METAL BIELA 0.25                                                                                    ,,,,,,
1227,00201423,TERMINALES                                                                                          ,,,,,,
1228,00201424,ADIT                                                                                                ,,,,,,
1229,00201425,BIELA                                                                                               ,,,,,,
1230,00201426,JGO BALATAS SUZ                                                                                     ,,,,,,
1231,00201427,JGO PASTILLAS                                                                                       ,,,,,,
1232,00201428,BIELETA                                                                                             ,,,,,,
1233,00201429,RADIADOR CARRY 1.0                                                                                  ,,,,,,
1234,00201430,RAEN SANDERO RADIADOR                                                                               ,,,,,,
1235,00201431,AMORTIGUADORES SEPHIA                                                                               ,,,,,,
1236,00201432,BARRA CENTRASL D22                                                                                  ,,,,,,
1237,00201433,REP TOY                                                                                             ,,,,,,
1238,00201434,KIT AJUSTE                                                                                          ,,,,,,
1239,00201435,SOPORTE 016996                                                                                      ,,,,,,
1240,00201436,BULBO YARI ACEIT                                                                                    ,,,,,,
1241,00201437,JGO AMORTIG GRAN NOMADE                                                                             ,,,,,,
1242,00201439,PASADOR MU;ON                                                                                       ,,,,,,
1243,00201440,ARTIC. PORTER 2004                                                                                  ,,,,,,
1244,00201441,FAROL ESQ LH TERRACAN                                                                               ,,,,,,
1245,00201442,REP TOY 3K                                                                                          ,,,,,,
1246,00201443,BOMBA CITROEN PICASO DIESEL                                                                         ,,,,,,
1247,00201444,PASTILLA FRITEC NISSAN                                                                              ,,,,,,
1248,00201445,CABLE EMB DAI APLAUSSE                                                                              ,,,,,,
1249,00201446,SOPORTE MOTOR SANTAMO                                                                               ,,,,N,,
1250,00201447,AMORT DELANTEROS SANTAMO                                                                            ,,,,N,,
1251,00201448,CAZOLETA COROLLA                                                                                    ,,,,,,
1252,00201451,BRAZO 017340                                                                                        ,,,,,,
1253,00201453,AMORT TRAS LANCER 92                                                                                ,,,,,,
1254,00201454,REP SUZ APV                                                                                         ,,,,,,
1255,00201455,CAJA GA856 14V                                                                                      ,,,,,,
1256,00201456,MAZA TRAS SUB                                                                                       ,,,,,,
1257,00201457,DISCO FRENO                                                                                         ,,,,,N,
1258,00201458,PLACA DIODO INR438                                                                                  ,,,,,,
1259,00201459,CAPOT Y PARACHO OPTICO                                                                              ,,,,,,
1260,00201460,JG. PATINES DE FRENO                                                                                ,,,,,,
1261,00201461,OPTICO DEL IZQ                                                                                      ,,,,N,,
1262,00201462,REP HYUN SONATA                                                                                     ,,,,,,
1263,00201463,REP HYUNDAI ACCENT 1.6 2004                                                                         ,,,,,,
1264,00201464,OPTICO DERECHO PLATINA                                                                              ,,,,,,
1265,00201465,PARACHOQUE DELANTERO PLATINA                                                                        ,,,,,,
1266,00201466,ROTULA INFERIOR TROOPER                                                                             ,,,,,,
1267,00201467,RADIADOR AVELLA                                                                                     ,,,,,,
1268,00201470,REP ED33                                                                                            ,,,,,,
1269,00201471,ALTERN HYUND ELANTRA                                                                                ,,,,,,
1270,00201472,PARACHOQUE DELANTERO RB                                                                             ,,,,N,,
1271,00201473,REGILLA PARACHOQUE RB                                                                               ,,,,N,,
1272,00201474,CAPOT                                                                                               ,,,,,,
1273,00201475,PARACH /MATAPERRO                                                                                   ,,,,,,
1274,00201476,2 AMORT HYUND. SANTAMO                                                                              ,,,,,,
1275,00201477,TERMOSTATO LEGACY                                                                                   ,,,,,,
1276,00201478,CARBURADOR SK 410 1997                                                                              ,,,,,,
1277,00201480,KIT RMB FIAT                                                                                        ,,,,,,
1278,00201481,PARACHOQUE DELANTERO                                                                                ,,,,,,
1279,00201482,PIOLA FRENO CANTER                                                                                  ,,,,,,
1280,00201483,OPTICO IZQ FIORE 2005 1.7                                                                           ,,,,,,
1281,00201484,PERNO ACLAJE 3/4 X 8.1/2                                                                            ,,,,,,
1282,00201485,DUSCO FRENO                                                                                         ,,,,,,
1283,00201486,PARACHOQUE DEL RB                                                                                   ,,,,,,
1284,00201488,EMPAQ CULATA                                                                                        ,,,,N,,
1285,00201489,SOPORTE CAJA                                                                                        ,,,,,,
1286,00201490,CAJA REGULADORA IN317                                                                               ,,,,,,
1287,00201491,PARACHOQUE DEL FIAT                                                                                 ,,,,,,
1288,00201492,CAPOT                                                                                               ,,,,,,
1289,00201493,FRONTAL TY YARIS                                                                                    ,,,,,,
1290,00201494,RODAMIENTO EMBRIAGUE                                                                                ,,,,,N,
1291,00201495,SOPORTE MOTOR KIA POP                                                                               ,,,,,,
1292,00201496,METAL BIEL 0.30                                                                                     ,,,,,,
1293,00201497,BANDEJA DERECHA                                                                                     ,,,,,,
1294,00201498,BADEJNA IZQUIERDA ONDA ACORRD                                                                       ,,,,,,
1295,00201499,REP FIAT STRADA                                                                                     ,,,,,,
1296,00201500,RADIADOR MAZDA 2                                                                                    ,,,,,,
1297,00201501,REP CHEVETTE                                                                                        ,,,,N,,
1298,00201502,PISTON 0.50                                                                                         ,,,,,,
1299,00201504,2 BIELETA HYUND. SANTAMO                                                                            ,,,,,,
1300,00201505,FAROLE  TRAS                                                                                        ,,,,,,
1301,00201506,PIOLA ACELERADOR TERIOS                                                                             ,,,,,,
1302,00201507,PIOLA SELECTORA CORSA                                                                               ,,,,,,
1303,00201508,CAPOT OPTICO                                                                                        ,,,,,,
1304,00201509,PERNOS COCHE 5/16 X 4                                                                               ,,,,,,
1305,00201510,PERNOS COCHE 5/16 X 4.1/2                                                                           ,,,,,,
1306,00201511,TUERCA SEG PLAS 5/16 H.C                                                                            ,,,,,,
1307,00201513,MOTOR PARTIDA L18                                                                                   ,,,,,,
1308,00201514,AMORTIG DEL SPARK                                                                                   ,,,,,,
1309,00201515,AMORT TRASERO JB RIO                                                                                ,,,,,,
1310,00201516,BANDEJA SUP KIA SORENTO                                                                             ,,,,,,
1311,00201517,BANDEJA                                                                                             ,,,,,,
1312,00201518,REP LUV                                                                                             ,,,,,,
1313,00201519,REPUESTO FORD                                                                                       ,,,,,,
1314,00201520,TOY COROLLA 1.6 95 FAR ESQUINA                                                                      ,,,,,,
1315,00201521,BANDEJA LH                                                                                          ,,,,,,
1316,00201522,BANDEJA DERE                                                                                        ,,,,,,
1317,00201523,JUEGO EMPAQ                                                                                         ,,,,,,
1318,00201524,PIOLA KM WFR                                                                                        ,,,,,,
1319,00201525,BRAZO PITMAN                                                                                        ,,,,,,
1320,00201526,RADIADOR FIAT                                                                                       ,,,,,,
1321,00201527,ESPEJO PUERTA NEGRO DER HILUX 2005                                                                  ,,,,,,
1322,00201528,RADIADOR                                                                                            ,,,,,,
1323,00201529,MOTOR DE PARTIDA DAEWO TICO                                                                         ,,,,,,
1324,00201530,AMORTIG DEL SPARK                                                                                   ,,,,,,
1325,00201531,NEBLINERO SPORTAGE LH                                                                               ,,,,,,
1326,00201532,NEBLINERO SPORTAGE RH                                                                               ,,,,,,
1327,00201533,EMBUDO TOYOTA                                                                                       ,,,,,,
1328,00201534,DISCO FRENO                                                                                         ,,12/12/2016,,,N,
1329,00201535,SOLENOIDE I 10                                                                                      ,,,,,,
1330,00201537,SOPORTE VITARA                                                                                      ,,,,,,
1331,00201538,REGULADOR LUCAS 12V                                                                                 ,,06/06/2019,,N,,
1332,00201539,JUEGO EMP MOTOE                                                                                     ,,,,,,
1333,00201540,OPTICOS                                                                                             ,,,,,,
1334,00201541,SELLO V7V                                                                                           ,,,,,,
1335,00201542,CREMMALERA TICO                                                                                     ,,,,,,
1336,00201543,CARBURADOR TERCEL C/CHUPETE                                                                         ,,,,,,
1337,00201544,PARACHO DELANTERO                                                                                   ,,,,,,
1338,00201545,OPTICO LH                                                                                           ,,,,,,
1339,00201546,OPTICO RH                                                                                           ,,,,,,
1340,00201547,OPTICO RH SUZUKI APV 2010                                                                           ,,,,,,
1341,00201548,REGULADOR KOMATSU 24V                                                                               ,,,,,,
1342,00201549,KIT MOTOR DITRIBUCION                                                                               ,,,,,,
1343,00201550,PIOLA EMBRA FEROZA                                                                                  ,,,,,,
1344,00201551,FARO PUNTA                                                                                          ,,,,,,
1345,00201552,PRENSA LADA                                                                                         ,,,,N,,
1346,00201553,BOMBA DIRECION                                                                                      ,,,,,,
1347,00201554,ROD LADA                                                                                            ,,,,N,,
1348,00201555,BONBA BENC                                                                                          ,,,,,,
1349,00201556,MOTOR ARRANQUE LUV 80                                                                               ,,,,,,
1350,00201557,REPUESTOS HONDA                                                                                     ,,,,,,
1351,00201558,KIT EMB DAI CUORE                                                                                   ,,,,,,
1352,00201560,CAPTOR VOLANTE RENAULT MEGANE                                                                       ,,,,,,
1353,00201561,JGO GUIA VALVULA CARRY                                                                              ,,,,,,
1354,00201562,RODAMIENTO EMPUJE                                                                                   ,,12/12/2016,,,N,
1355,00201563,PARACHOQU                                                                                           ,,,,,,
1356,00201564,HOMOCIT ELAN                                                                                        ,,,,,,
1357,00201565,BUJE BANDEJA                                                                                        ,,,,,,
1358,00201566,KIT EMBRAGUE FIORINO                                                                                ,,,,,,
1359,00201567,OPTICO RH TERIOS                                                                                    ,,,,,,
1360,00201568,ALTER HYUNDAI ACCE                                                                                  ,,,,,,
1361,00201569,PIOLA FRENO YARIS                                                                                   ,,,,,,
1362,00201570,JGO VALVULAS                                                                                        ,,,,,,
1363,00201571,ELECTROVENTILADOR FIAT PUNTO 55S                                                                    ,,,,,,
1364,00201572,OPTICO KIA RIO 4 2012                                                                               ,,,,,,
1365,00201573,AMORT DEL LH HAFEI/SUZ CARRY                                                                        ,,,,,,
1366,00201575,POLEA 5529                                                                                          ,,,,,,
1367,00201576,CAPOT KIA RIO JB                                                                                    ,,03/10/2014,,,N,
1368,00201577,BAND VLAW GOLF 2000 CILI 2.0                                                                        ,,,,N,,
1369,00201580,JGO METAL BIELA STD                                                                                 ,,,,,,
1370,00201581,CILINDRO MANILLA K3600                                                                              ,,,,,,
1371,00201582,AMORT DELT RH HAFEI/SUZ CARRY                                                                       ,,,,,,
1372,00201583,REP SPARK                                                                                           ,,,,,,
1373,00201584,ALTERNADOR SUBARU OUTBACK                                                                           ,,,,,,
1374,00201585,L200 2006 4X4                                                                                       ,,,,,,
1375,00201586,KIT MOTOR                                                                                           ,,,,,,
1376,00201587,FAR TRAS FIATL PALIO                                                                                ,,,,,,
1377,00201588,KIT EMBRIAGUE                                                                                       ,,,,,,
1378,00201589,PIOLA EMBRIAGUE                                                                                     ,,,,,,
1379,00201590,RODA EMPUJE                                                                                         ,,,,,,
1380,00201591,PASTILLAS                                                                                           ,,,,,,
1381,00201592,JGHO EMP 2C                                                                                         ,,,,,,
1382,00201593,VALVULAS ADM/ESC                                                                                    ,,,,,,
1383,00201594,MAZDA 323 16 2000 JGO EMP                                                                           ,,,,,,
1384,00201595,AMORTI LH                                                                                           ,,,,,,
1385,00201596,DISCO FRENO TRAS CIT C3                                                                             ,,,,,N,
1386,00201597,DISCO FREN CIT C3                                                                                   ,,,,,,
1387,00201598,SELLO VALVULA L100                                                                                  ,,,,,,
1388,00201599,JUEGO VALVULA ESCAPE L100                                                                           ,,,,,,
1389,00201600,JUNTA HOMOCINETICA TERIOS K3                                                                        ,,,,,,
1390,00201601,TERMOSTATO                                                                                          ,,,,,,
1391,00201602,SUZ SWIF 1.3 2008                                                                                   ,,,,,,
1392,00201603,PERNOS 3/4 X 2.1/2 COMPLETOS                                                                        ,,,,,,
1393,00201604,VARIOS EXEL                                                                                         ,,,,,,
1394,00201605,ESPEJO ELECTRICO FOR DERECHO                                                                        ,,,,,,
1395,00201606,ROTULAS KIA                                                                                         ,,,,,,
1396,00201607,EM PAQ TRA�                                                                                         ,,,,,,
1397,00201609,RADIADOR SAIL                                                                                       ,,,,,,
1398,00201610,BANDEJA INF SUZ CARRY .                                                                             ,,,,,,
1399,00201611,ROD TENSOR                                                                                          ,,,,,,
1400,00201612,FLETE PARA HUASCO                                                                                   ,,,,,,
1401,00201613,REPUEST MAZADA 626 1.6 92                                                                           ,,,,,,
1402,00201614,METAL BIELA 0.25 HONDA D16Y                                                                         ,,,,,,
1403,00201615,METAL BANCADA 0.25 HONDA D16Y                                                                       ,,,,,,
1404,00201616,VOLANTE MOTOR                                                                                       ,,,,,,
1405,00201617,ALTERNADOR LUCAS AUSTIN                                                                             ,,,,,,
1406,00201618,OPT RH VITARA 92                                                                                    ,,,,,,
1407,00201619,TERMIMAL DIRECCION FIAT                                                                             ,,,,,,
1408,00201621,AMORTIGUADOR DEL LH RAV4                                                                            ,,,,,,
1409,00201623,AMORTIGUADORES TRASEROS RH LH                                                                       ,,,,,,
1410,00201624,OPT LH VITARA 92                                                                                    ,,,,,,
1411,00201625,EMPAQU. CULATA                                                                                      ,,,,,,
1412,00201626,PARACHO DEL TERCEL                                                                                  ,,,,,,
1413,00201628,EJE LEVA DAEWOO LANOS 1.5                                                                           ,,,,,,
1414,00201629,CULATA                                                                                              ,,,,,,
1415,00201630,REP FIAT                                                                                            ,,,,,,
1416,00201631,CAPOT                                                                                               ,,,,,,
1417,00201632,PARACHOQUE DELANTERO                                                                                ,,,,,,
1418,00201633,KIT EMBRAGUE                                                                                        ,,,,,,
1419,00201634,FRONTAL                                                                                             ,,,,,,
1420,00201635,OPTICO LH                                                                                           ,,,,,,
1421,00201636,OPTICO ELANTRA                                                                                      ,,,,,,
1422,00201638,BANDEJA SAIL                                                                                        ,,,,,,
1423,00201639,AMORT DEL GALANT                                                                                    ,,,,,,
1424,00201640,AMORT TRAS GALANT                                                                                   ,,,,,,
1425,00201642,DISCO Y PRENSA EMBRAGUE MAZDA 2                                                                     ,,,,,,
1426,00201643,AMORT DELANTEROS                                                                                    ,,,,,,
1427,00201644,TELECOMANDO VIVANT                                                                                  ,,,,,,
1428,00201645,TELECOMANDO TOYOTA                                                                                  ,,,,,,
1429,00201646,IN221                                                                                               ,,,,,,
1430,00201647,ENDUCIDO TOYOTA                                                                                     ,,,,,,
1431,00201648,TALLER CAMBIO PASTILLA                                                                              ,,08/01/2020,,N,,
1432,00201649,JGO EMP PUNTO                                                                                       ,,,,,,
1433,00201650,AMORTIGUADORES DELANTEROS                                                                           ,,,,,,
1434,00201651,BBA AGUA MAZDA                                                                                      ,,,,,,
1435,00201652,FAROL TRASERO CITROEN XSARA PICASSO                                                                 ,,,,,,
1436,00201653,EMPAQ CULATA 206                                                                                    ,,,,,,
1437,00201654,REP DAI                                                                                             ,,,,,,
1438,00201655,PARACHO DEL                                                                                         ,,,,,,
1439,00201656,ARTICULACION SUBARU                                                                                 ,,,,,,
1440,00201657,POLEA MUSSO 2.9                                                                                     ,,,,,,
1441,00201659,BARRA 321092                                                                                        ,,,,,,
1442,00201660,BARRA 321093                                                                                        ,,,,,,
1443,00201661,AMORT TRASEROS BYD                                                                                  ,,,,,,
1444,00201662,KIT EMB FIESTA                                                                                      ,,,,,,
1445,00201663,VALVULA IAC REANULD                                                                                 ,,,,,,
1446,00201664,METAL BIELA                                                                                         ,,,,,,
1447,00201665,METAL BANCADA                                                                                       ,,,,,,
1448,00201666,EMPAQ CULATA                                                                                        ,,,,,,
1449,00201667,BOMBA FRENO                                                                                         ,,,,,,
1450,00201668,HOMOCINETICA MAZDA                                                                                  ,,,,,,
1451,00201669,AMORTI DEL SAIL                                                                                     ,,,,,,
1452,00201670,L200 KATANA                                                                                         ,,,,,,
1453,00201671,ESPEJO BORA DERECHO                                                                                 ,,,,,,
1454,00201672,LAUREL L3500 JGO EMP.                                                                               ,,,,,,
1455,00201673,HOMOCINETICA TERIOS                                                                                 ,,,,,,
1456,00201674,EJE HOMOCINETICA                                                                                    ,,,,,,
1457,00201675,ALTERNADOR MAGNETTI MARELLI                                                                         ,,,,,,
1458,00201676,MASCARA GIRO                                                                                        ,,,,,,
1459,00201677,BARRA HILO 5/8                                                                                      ,,25/11/2014,,N,,
1460,00201678,TUERC 5/8                                                                                           ,,19/08/2021,,N,N,
1461,00201679,GOL PLAN 5/8                                                                                        ,,16/01/2023,,N,,
1462,00201680,GOL PRES                                                                                            ,,25/11/2014,,N,,
1463,00201681,OPTICO ALTO                                                                                         ,,,,,,
1464,00201682,MASCARA                                                                                             ,,,,,,
1465,00201683,MSNILLS EXT LH                                                                                      ,,,,,,
1466,00201684,TENSOR                                                                                              ,,,,,,
1467,00201685,RETENES                                                                                             ,,,,,,
1468,00201686,BANDEJA MIT GALAN                                                                                   ,,,,,,
1469,00201687,RODAMIENTO EMPUJE                                                                                   ,,,,,,
1470,00201688,VIDRIO LAT FIAT PALIO                                                                               ,,,,,,
1471,00201689,REFUERZO V16                                                                                        ,,,,,,
1472,00201690,CAPOT                                                                                               ,,,,,,
1473,00201691,RADIADOR SUZUKI GRAND VITARA                                                                        ,,,,,,
1474,00201692,REJILLA FIAT PARACHO                                                                                ,,,,,,
1475,00201693,RADIADOR SUZUKI GRAND VITARA                                                                        ,,,,,,
1476,00201694,PARACHO DELANTERO                                                                                   ,,,,,,
1477,00201695,GALANT 1.8 92                                                                                       ,,,,,,
1478,00201698,BRAZO AUXILIAR LUV 2.3                                                                              ,,,,,,
1479,00201699,AMORTIG DEL                                                                                         ,,,,,,
1480,00201700,BANDEJA SUBARU                                                                                      ,,,,,,
1481,00201701,CAPOT                                                                                               ,,,,,,
1482,00201702,OPTICOS                                                                                             ,,,,N,,
1483,00201703,PRENSA FIRE 1.3 2006                                                                                ,,,,N,,
1484,00201704,PISTONES 0.50CIVIC                                                                                  ,,,,,,
1485,00201705,CAJA REGULADORA IM 227                                                                              ,,,,,,
1486,00201706,MOTOR PARTIDA                                                                                       ,,,,,,
1487,00201707,RADIADOR SUBARU IMPREZA                                                                             ,,,,,,
1488,00201708,REP TERC 92                                                                                         ,,,,,,
1489,00201709,PARACHOQUE DELANTERO TIIDA                                                                          ,,,,,,
1490,00201710,REP CARB FIAT WEBER                                                                                 ,,,,,,
1491,00201711,RADIADOR                                                                                            ,,,,,,
1492,00201712,BOBINA PATFAINDER                                                                                   ,,,,,,
1493,00201713,OPTICO LH                                                                                           ,,,,,,
1494,00201714,PRENSA MBRAGUE DUNA                                                                                 ,,,,,,
1495,00201715,KIT EMBRAGUE                                                                                        ,,,,,,
1496,00201716,ROD EMB DUNA                                                                                        ,,,,,,
1497,00201717,PARACGO DELAN DAEW                                                                                  ,,,,,,
1498,00201718,PARACH DAE DELAN                                                                                    ,,,,,,
1499,00201719,KIT EMBRIAGUE                                                                                       ,,,,,,
1500,00201720,AMORT TRASEROS DAI MIRA                                                                             ,,,,,,
1501,00201721,KIT EMBRIAGUE                                                                                       ,,,,,,
1502,00201722,ROTULA RAV                                                                                          ,,,,,,
1503,00201723,BIELETA                                                                                             ,,,,,,
1504,00201724,CAPOT VOLANTE                                                                                       ,,,,,,
1505,00201725,SOPORTE                                                                                             ,,,,,,
1506,00201726,EMPAQ CULATA HONDA                                                                                  ,,,,,,
1507,00201727,ALTERNADOR KIA BESTA 2.5                                                                            ,,,,,,
1508,00201728,TAQUIES HIDRAULICOS                                                                                 ,,,,,,
1509,00201729,BRAZO AUXILIAR TOYOTA                                                                               ,,,,,,
1510,00201730,RADIADOR TOY COROLLA                                                                                ,,,,,,
1511,00201731,EJE LEVA DAEWOO                                                                                     ,,,,,,
1512,00201732,HOMOC STARLET                                                                                       ,,,,,,
1513,00201733,BOMBA AGUA LANOS                                                                                    ,,,,,,
1514,00201734,METAL BANCADA 0.50 COMBI                                                                            ,,,,,,
1515,00201735,AMORT J18                                                                                           ,,,,,,
1516,00201736,FAROL ESQ TERRACAN RH                                                                               ,,,,,,
1517,00201737,RADIADOR                                                                                            ,,,,,,
1518,00201738,TERMINAL TOY CELICA                                                                                 ,,,,,,
1519,00201739,BOMBA BENCINA COMPLETA APV                                                                          ,,,,N,,
1520,00201740,KIT EMBRAGUE ACTION                                                                                 ,,,,,,
1521,00201741,AMOR DEL DURANGO 3.6 2011                                                                           ,,,,,,
1522,00201742,MANGER SUP                                                                                          ,,,,,,
1523,00201743,MANGERA INFERIOR                                                                                    ,,,,,,
1524,00201744,AMORTIG TRAS                                                                                        ,,,,,,
1525,00201745,CADENA 8 GALVONIZADA LARGO                                                                          ,,,,,,
1526,00201746,PIOLA                                                                                               ,,,,,,
1527,00201747,BUJE                                                                                                ,,,,,N,
1528,00201748,BOBINA ZX                                                                                           ,,,,,,
1529,00201749,PRENKIT EMB                                                                                         ,,,,,,
1530,00201750,KIT EMB                                                                                             ,,,,,,
1531,00201751,PARACHOQUE AVEO                                                                                     ,,,,,,
1532,00201752,PISTNES C223                                                                                        ,,,,,,
1533,00201753,JGO EMPAQ C223                                                                                      ,,,,,,
1534,00201754,ROD TENSOR FIAT BRAVA                                                                               ,,,,,,
1535,00201755,CIGUE�AL 2.8 NKR                                                                                    ,,,,,,
1536,00201756,CADAENA                                                                                             ,,,,,,
1537,00201757,SOLENOIDE 24V HINO                                                                                  ,,,,N,S,
1538,00201758,SOPORTE CAJA FIAT                                                                                   ,,,,,,
1539,00201759,BOMB AGUA                                                                                           ,,,,,,
1540,00201760,KIT DISTRIBUCION                                                                                    ,,,,,,
1541,00201761,TERMOSTATO                                                                                          ,,,,,,
1542,00201763,MASA KIA FRONTIER                                                                                   ,,,,,,
1543,00201764,REP SUBARU                                                                                          ,,,,,,
1544,00201766,ESPEJO RH HYUND                                                                                     ,,,,,,
1545,00201768,METAL BIELA 0.50                                                                                    ,,,,,,
1546,00201769,METAL BANCADA 0.50                                                                                  ,,,,,,
1547,00201770,CAPOT CHEVROLET SAIL                                                                                ,,,,,,
1548,00201771,BIELETA ACCEN 1.6 2014                                                                              ,,,,,,
1549,00201772,KIT EMBRIAGUE                                                                                       ,,,,,,
1550,00201773,HOMOC SUZ LIANA                                                                                     ,,,,,,
1551,00201774,REP DAIHATSU                                                                                        ,,,,,,
1552,00201775,KIT EMB ED33                                                                                        ,,,,,,
1553,00201777,TERMOSTATO W52SE-82                                                                                 ,,,,,,
1554,00201778,TERMINAL                                                                                            ,,,,N,,
1555,00201779,TERMOSTTO OUTBACK                                                                                   ,,,,,,
1556,00201780,REP.MAZDA 323 1.6                                                                                   ,,,,,,
1557,00201781,PASTILLAS FORD ESCAPE                                                                               ,,,,,,
1558,00201782,CAJA REG RE7015                                                                                     ,,,,N,,
1559,00201783,ESPEJOS HYUNDAI                                                                                     ,,,,,,
1560,00201784,CAJA REGULAROR F00M144154                                                                           ,,,,,,
1561,00201785,AXIAL KIA POP                                                                                       ,,,,,,
1562,00201786,PARACHOQUE DELANTERO TOYOTA TERCEL                                                                  ,,,,,,
